genus	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
labrenzia	0.0029544715927556356545631800	0.0149463426299584491674887200	0	0.0578610691439776270532643300	0.0033064409469646872106864200	0.0030387747660143430168955900	0	0	0.0772845307283294175837764300	0.0209161263334030537544446800	0.0060065471363786527314773100	0.003210891343436938094014900	0	0.1337901778430412791646271800	0.0089158345221112696148359500	0	0	0.0159913007324015735439920700	0.1066868568675362219086622800	0.0030271841133377732033662300	0	0
thiohalomonas	0	0	0	0	0	0	0	0	0.0803759119574625942871274900	0	0	0	0	0	0	0	0.0097538771661735539877101100	0.0767582435155275530111619300	0	0	0	0
psychrobacter	0	0	0	0.0128580153653283615673920700	0	0	0	0	0	0	0	0	0	0	0	0	0.0032512923887245179959033700	0.047973902197204720631976200	0	0	0	0
vibrio	0.0029544715927556356545631800	0.0029892685259916898334977400	0	0.0128580153653283615673920700	4.4802274831371511704800952300	0.124589765406588063692719100	1.0314195433136588564955583400	0.0187811062071556014649262800	0.0030913812291331767033510600	6.9322018704992978157588071800	0.0210229149773252845601705900	0.0192653480606216285640893900	0	0.1827378038831783325175395700	2.957085116500237755587256300	0.0071053005542134432286485700	0.835582143902201124947166500	0.1247321457127322736431381300	0.0447396496541280930584712800	4.2834655203729490827632136600	0	0
listeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.889253486464315012305168170
marinifilum	0.0059089431855112713091263600	0.0358712223119002780019729200	0	0.0450030537786492654858722600	2.2053961116254463695278402300	0.0091163242980430290506867600	8.355690693376259464615751510	0	0.0741931494991962408804253700	4.8704694176352825171064033200	0.0120130942727573054629546200	0.0224762394040585666581042900	0	0.0326317506934247022352749200	1.1293390394674274845458868300	0.0319738524939604945289185700	2.093832298338589589361771300	0	0.0585056957015521216918470600	3.9232306108857540715626324400	0	0
rhodovulum	0	0.0029892685259916898334977400	0	0	0.0099193228408940616320592500	0	0	0	0	0	0.0090098207045679790972159700	0.0160544567171846904700744900	0	0.0261054005547397617882199400	0	0	0.0162564619436225899795168600	0	0.099803833843824207591974400	0	0	0
pseudoruegeria	0.0236357727420450852365054500	0.0478282964158670373359638900	0.0357323645892266920763481500	0.0160725192066604519592400900	0.019838645681788123264118500	0.0395040719581864592196426400	0.0029809813390568175043224200	0.0532131342536075374839578100	0.0092741436873995301100531700	0.0029880180476290076792063800	0.2552782532960927410877856900	0.1830208065759054713588492200	0.0088857295183934601030744600	0.0750530265948768151411323200	0.0029719448407037565382786500	0.0390791530481739377575671500	0.4356731800890854114510517900	0	0.0034415115118560071583439400	0.0030271841133377732033662300	0	0
alteromonas	0.1595414660088043253464117900	0.2780019729172271545152901100	0	0.2925198495612202256581696600	2.8369263324957016267689459100	1.729062841862161176613589400	0.0029809813390568175043224200	0	5.0729565970075429701990849500	0.170317028714853437714763800	1.9911703757095233804847283500	0.1798099152324685332648343200	0.0118476393578579468040992800	2.5974873551966062979278838300	0.0416072277698525915359010900	0.1172374591445218132727014400	4.9159540917514712098058978400	0	2.1612692294455724954399972500	0.2088757038203063510322697800	0	0
candidatus thioglobus	0	0	0	0.0578610691439776270532643300	0	0.0698918196183298893885985200	0	0	0	0	0	0	0	0	0	0	0	0	0.4473964965412809305847128100	0	0	0
loktanella	0	0.0866887872537590051714345500	0	0	0	0.048620396256229488270329400	0	0.1064262685072150749679156100	0	0	0	0	0	0	0	0.1278954099758419781156742900	0	0	0	0	0	0
amphritea	0.0088634147782669069636895400	0	0	0	0.0066128818939293744213728300	0.0121550990640573720675823500	0	0	0	0	0.0931014806138691173378983100	0	0	0.0130527002773698808941099700	0	0	0.4779399811425041453977956200	0	0	0	0	0
methylonatrum	0	0	0	0.0225015268893246327429361300	0	0	0	0	0.0030913812291331767033510600	0	0	0	0	0	0	0	0	0	0.0481811611659841002168152300	0	0	0
tolumonas	0	0	0	0	0.482740378256844332760216900	0	0	0	0.0123655249165327068134042300	0.0806764872859832073385723200	0	0	0	0.0261054005547397617882199400	0.4606514503090822634331906800	0	0	0	0	0.1846582309136041654053399500	0	0
donghicola	0	0	0	0.0225015268893246327429361300	0.0033064409469646872106864200	0	0.0029809813390568175043224200	0.0125207374714370676432841900	0.0092741436873995301100531700	0	0	0	0	0	0	0	0.022759046721071625971323600	0	0	0	0	0
desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1370533529123837493881546700	0	0	0.0130051695548980719836134900	0	0	0.1029242598534842889144517800	0	0
candidatus babela	0	0.0627746390458254865034526100	0	0	0	0.0212714233621004011182691100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pseudomonas	0	0	0	0.0771480921919701694043524400	0	0	0	0.0250414749428741352865683800	0	0	0.0060065471363786527314773100	0	0	0.0032631750693424702235274900	0	0.0817109563734545971294585800	0.0357642162759696979549370900	0.2782486327437873796654619900	0.1273359259386722648587259500	0	0.345061491727371929100185800	3.6573694284933005195515449800
desulforhopalus	0	0	0.0506208498347378137748265500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
algicola	0	0.0179356111559501390009864600	0	0	0.0033064409469646872106864200	0.0121550990640573720675823500	0	0.0093905531035778007324631400	0.021639668603932236923457400	0	0.0060065471363786527314773100	0.0160544567171846904700744900	0	0	0	0.0071053005542134432286485700	0	0	0	0	0	0
bacillus	0.0118178863710225426182527300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1120712537234199427846757300	26.442439157779600765654908390
sphingobium	0	0	0	0.0096435115239962711755440500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0412894092665231368154068500	0
oceanospirillum	0	0.1644097689295429408423758700	0	0.0675045806679738982288083800	0.57862716571882026187012300	0.2856448280053482435881852400	0	0	0.7697539260541609991344132600	0.0478082887620641228673021200	1.1652701444574586299065981900	0	0	0.5938978626203295806820035900	0.0029719448407037565382786500	0.0035526502771067216143242900	0.2470982215430633676886562400	0	0.1032453453556802147503183400	0	0	0
halomicronema	0	0	0.116130184914986749248131500	0	0	0	0	0	0	0	0	0	0	4.0920215369554576603034752800	0	0	0	0	0	0	0	0
tateyamaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2806330559634524392233643300	0	0	0	0	0	0	0	0
methanobrevibacter	0	0	0	0.0160725192066604519592400900	0.0859674646210818674778468500	0	0	0	0.0958328181031284778038827700	0	0	0	0	0.293685756240822320117474300	0	0	0	0	0	0	0	0
xanthomonas	0	0.0029892685259916898334977400	0	0	0	0	0	0.0313018436785926691082104700	0	0	0.0030032735681893263657386600	0.0128435653737477523760595900	0.0029619098394644867010248200	0	0	0.0035526502771067216143242900	0	0	0	0	0	0
oleiphilus	0	0.0059785370519833796669954900	0	0.0160725192066604519592400900	0.0099193228408940616320592500	0.0212714233621004011182691100	0	0	0	0	0.0030032735681893263657386600	0	0	0.0032631750693424702235274900	0	0.0568424044337075458291885700	0.0585232629970413239262606900	0	0.0103245345355680214750318300	0	0	0
fodinicurvata	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0554739761788219937999673700	0	0	0	0	0	0	0	0
cytophaga	0	0	0	0	0.0165322047348234360534320900	0	0	0	0.0370965747495981204402126900	0	0	0	0	0	0	0	0	0	0	0	0	0
serratia	0	0	0	0	0	0	0	0	0.1051069617905280079139359500	0	0	0	0	0	0	0	0	0	0	0	0	0
orientia	0	0	0.0923086085221689545305660600	0	0	0	0	0.2785864087394747550630732200	0	0	0	0	0	0	0	0	0	5.0052771292416925192695173800	0	0	0	0
novosphingobium	0.0059089431855112713091263600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0766803314949715398000412900	0
achromobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796295750140089067154274900	0
maricaulis	0	0	0	0	0.0264515275757174976854913400	0.0030387747660143430168955900	0	0	0.0772845307283294175837764300	0	0	0	0	0	0	0	0	0	0	0	0	0
owenweeksia	0.0236357727420450852365054500	0.2630556302872687053478013900	0	0.0064290076826641807836960400	0	0.0060775495320286860337911800	0	0	0	0	0	0	0	0.0032631750693424702235274900	0	0	0.0097538771661735539877101100	0	0	0	0	0
kordia	0	0.0059785370519833796669954900	0	0	0.0066128818939293744213728300	0	0	0	0.0370965747495981204402126900	0	0	0	0	0	0	0.0390791530481739377575671500	0	0	0	0	0	0
haliangium	0	0	0.1101747908167823005687401400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aquabacterium	0	0.0059785370519833796669954900	0	0	0	0	0	0.0031301843678592669108210500	0.0154569061456658835167552900	0	0	0.0192653480606216285640893900	0	0.0032631750693424702235274900	0	0.0390791530481739377575671500	0.0097538771661735539877101100	0	0.0447396496541280930584712800	0	0.0294924351903736691538620300	0.0034181022696199070276182700
salmonella	0	0	0	0	0	0.0030387747660143430168955900	0	0.0062603687357185338216420900	0	0	0	0.003210891343436938094014900	0	0	0	0.0035526502771067216143242900	0	0	0.0688302302371201431668788900	0	0.0737310879759341728846550900	3.8932184850970741044572053600
pseudovibrio	0	0	0.0029776970491022243396956800	0	0	0	0	0	0	0	0	0	0	0.1076847772883015173764072400	0	0	0	0	0	0	0	0
oceanobacter	0	0	0	0.0321450384133209039184801800	0	0.0121550990640573720675823500	0	0	0	0	0	0	0	0.0032631750693424702235274900	0	0	0	0	0	0	0	0
alkaliphilus	0.0118178863710225426182527300	0.0029892685259916898334977400	0	0.0032145038413320903918480200	0.4331437640523740245999206500	0	2.5934537649794312287605079600	0	0.1329293928527265982440954600	1.0906265873845878029103295800	0.0150163678409466318286932800	0.009632674030310814282044700	0	0.6689508892152063958231359100	0.0029719448407037565382786500	0	0.1690672042136749357869753200	0	0	2.1765453774898589332203184600	0	0
acinetobacter	0.1299967500812479688007799800	0.3945834454309030580217020900	0.2858589167138135366107852200	2.0797839853418624835256678100	0.1620156064012696733236344400	0.7049957457153275799197763500	0	2.5354493379660061977650483600	0.0061827624582663534067021100	0.0239041443810320614336510600	0	1.4994862573850500899049576200	0.0059238196789289734020496400	0.2153695545766030347528144900	0	3.8901520534318601676850930800	0.9688851318399063627792047300	2.5170307352800076758243515500	6.4700416422892934576866159600	0	92.48237826997375173268056743	0.0068362045392398140552365300
leisingera	0.0177268295565338139273790900	0.0328819537859085881684751700	0.0089330911473066730190870400	0.0450030537786492654858722600	0.0628223779923290570030419300	0.0820469186823872614561808700	0.0119239253562272700172896900	0.0250414749428741352865683800	0.0927414368739953011005317200	0.0328681985239190844712702100	0.1501636784094663182869327600	0.0160544567171846904700744900	0	0.166421928536465981399902100	0.0148597242035187826913932500	0	0.2828624378190330656435933300	0	0	0	0	0
pseudoalteromonas	0	0.0179356111559501390009864600	0	0.0064290076826641807836960400	0.0991932284089406163205925100	0.0030387747660143430168955900	0.0029809813390568175043224200	0.0281716593107334021973894300	0.0278224310621985903301595200	0	0.0120130942727573054629546200	0	0	0	0	0	0.022759046721071625971323600	0.0511721623436850353407746200	0.0034415115118560071583439400	0	0	0
streptococcus	0	0	0	0	0	0	0	0.0375622124143112029298525700	0	0	0	0	0	0	0	0.0390791530481739377575671500	0	0	0	0	0	0
sphingomonas	0.0029544715927556356545631800	0.0119570741039667593339909700	0.0178661822946133460381740800	0.0450030537786492654858722600	0	0.0303877476601434301689558800	0	0.0719942404607631389488840900	0	0	0	0.0321089134343693809401489900	0	0.0032631750693424702235274900	0	0.1421060110842688645729714400	0	0.0031982601464803147087984100	0.0653887187252641360085349500	0	1.6604241012180375733624325400	0
shimia	0.0590894318551127130912636300	0.1076136669357008340059187500	0	0.0321450384133209039184801800	0.0264515275757174976854913400	0.2977999270694056156557675900	0	0	0.0803759119574625942871274900	0.0089640541428870230376191500	0.8589362405021473406012553700	0.2022861546365270999229386100	0	0.1174743024963289280469897200	0.0029719448407037565382786500	0.0248685519397470513002700	3.6479500601489091914035829200	0	0.1204529029149602505420380600	0.0030271841133377732033662300	0	0
thioprofundum	0	0	0	0.0096435115239962711755440500	0.0033064409469646872106864200	0	0	0.0813847935643409396813472300	0.0185482873747990602201063400	0	0.0120130942727573054629546200	0	0	0	0	0	0.5364632441395454693240563100	0	0.161751041057232336442165400	0	0	0
photobacterium	0.0295447159275563565456318100	0.0328819537859085881684751700	0	0.0128580153653283615673920700	10.210289644226954106599656130	0.0303877476601434301689558800	24.813688666308948905979848570	0	0.2194880672684555459379250600	55.801237039471718409179191440	0.0420458299546505691203411700	0.0577960441818648856922681700	0.0622001066287542207215212400	0.042421275901452112905857400	63.412387066096053257251545410	0.0746056558192411539008100	6.8472217706538348993725005700	0	0.0240905805829920501084076100	48.277532239510807047284615850	0	0
flexithrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0511721623436850353407746200	0	0	0	0
delftia	0	0	0.0029776970491022243396956800	0.0289305345719888135266321600	0.0033064409469646872106864200	0.0091163242980430290506867600	0	0	0	0	0.0030032735681893263657386600	0.006421782686873876188029800	0	0.0065263501386849404470549800	0	0.0497371038794941026005400	0.0097538771661735539877101100	0	0.0929208108201121932752865100	0	0.7019199575308933258619164200	0
nitrincola	0.0059089431855112713091263600	0.0029892685259916898334977400	0	0.0032145038413320903918480200	0.0297579685226821848961777500	0.0151938738300717150844779400	0	0	0.0154569061456658835167552900	0	0.0991080277502477700693756200	0.003210891343436938094014900	0	0.0261054005547397617882199400	0	0	0.0065025847774490359918067400	0	0.0068830230237120143166878900	0	0	0
propionigenium	0.0029544715927556356545631800	0	0.0089330911473066730190870400	0	0.0066128818939293744213728300	0	61.288976331008167888869015680	0	0.129838011623593421540744400	0.3675262198583679445423850400	0.0090098207045679790972159700	0	0.0207333688762514069071737500	0	15.846409890632429862101759390	0	0	0	0	19.298298722528304171459708180	0	0
desulfocapsa	0	0	0.0297769704910222433969567900	8.807740525249927673663570030	0	0.1428224140026741217940926200	0	0	0	0	0	0	0.213257508441443042473787100	3.9386523086963615597976831500	0.011887779362815026153114600	0	0.0552719706083168059303573200	0.3070329740621102120446477100	0	0	0	0
lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.965955701394585726004922070
thalassomonas	0.5022601707684580612757408300	0.0866887872537590051714345500	0	0.0546465653026455366614163100	0.0694352598862584314244147600	0.0303877476601434301689558800	0.0029809813390568175043224200	0	0.1916656362062569556077655500	0.0059760360952580153584127600	0.1982160555004955401387512400	0.667865399434883123555098900	0	0	0	0.1598692624698024726445928700	37.929577006860226940208732970	0.1151373652732913295167428900	0.1204529029149602505420380600	0	0	0
celeribacter	0.0029544715927556356545631800	0.0538068334678504170029593800	0	0.0096435115239962711755440500	0.0165322047348234360534320900	0.0364652971921721162027470500	0	0	0.0185482873747990602201063400	0	0.0030032735681893263657386600	0.009632674030310814282044700	0	0.0228422254853972915646924500	0	0.0106579508313201648429728600	0.0065025847774490359918067400	0	0	0	0	0
jannaschia	0	0.0089678055779750695004932300	0	0.0642900768266418078369603700	0.0495966142044703081602962600	0	0	0	0.0834672931865957709904785500	0.0059760360952580153584127600	0.0030032735681893263657386600	0.003210891343436938094014900	0	0.2414749551313427965410344300	0	0	0	0	0.1720755755928003579171972300	0.0090815523400133196100986900	0	0
planifilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0929208108201121932752865100	0	0	0
truepera	0	0	0	0	0	0	0	0.0751244248286224058597051400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spongiibacter	0	0.0149463426299584491674887200	0	0.0225015268893246327429361300	0.0231450866287528104748049200	0	0	0	0.1236552491653270681340422900	0	0.0030032735681893263657386600	0.009632674030310814282044700	0	0.0293685756240822320117474300	0	0.0639477049879209890578371500	0	0	0	0	0	0
hyphomonas	0.0265902443348007208910686300	0.0508175649418587271694616300	0.0178661822946133460381740800	0.0160725192066604519592400900	0.0396772913635762465282370100	0.048620396256229488270329400	0	0	0.5038951403487078026462223300	0.0029880180476290076792063800	0.0090098207045679790972159700	0.0288980220909324428461340900	0	0.8190569424049600261054005500	0	0	0.0552719706083168059303573200	0.0383791217577637765055809600	0.1755170871046563650755411800	0	0	0
methylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501371398236352375615654600	0
hyphomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1101283683793922290670062300	0	0	0
marivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0671634630760866088847666900	0	0	0	0
rhodopseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0973250361282331082077447100	0
candidatus odyssella	0	0.0149463426299584491674887200	0	0	0	0.0030387747660143430168955900	0	0	0	0	0.0030032735681893263657386600	0.0192653480606216285640893900	0	0.0065263501386849404470549800	0	0	0	0	0	0	0	0
thalassotalea	0.1654504091943155966555381600	0.5799180940423878276985621600	0	0.1189366421292873444983766800	0.7538685359079486840365031100	0.8083140877598152424942263300	0.0208668693733977225302569600	0	1.6013354766909855323358476600	0.0448202707144351151880957400	4.2406222782833288284229810500	0.2054970459799640380169535100	0	0.0685266764561918746940773400	0.005943889681407513076557300	0.177632513855336080716214300	19.419969437851545989530838510	0	0.2959699900196166156175792400	0.021190288793364412423563600	0	0
sagittula	0.0620439034478683487458268100	0.1016351298837174543389232700	0.0059553940982044486793913600	0.0321450384133209039184801800	0.0165322047348234360534320900	0.2157530083870183541995867300	0.0029809813390568175043224200	0	0.2009397798936564857178187200	0.0298801804762900767920638200	0.468510676637534913055230200	0.1509118931415360904187002300	0	0.208843204437918094305759500	0.011887779362815026153114600	0.0284212022168537729145942900	0.7315407874630165490782586100	0.0191895608788818882527904800	0.1411019719860962934921017300	0.0090815523400133196100986900	0	0
melittangium	0.0029544715927556356545631800	0	0	0	0	0	0	0.0688640560929038720380630400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
corynebacterium	0	0	0.0059553940982044486793913600	0.0225015268893246327429361300	0	0	0	0	0	0	0	0	0	0	0	0.0284212022168537729145942900	0	0.0415773819042440912143793800	0.1273359259386722648587259500	0	0.0383401657474857699000206400	0
portibacter	0.0236357727420450852365054500	0.020924879681941828834484200	0	0	0.0165322047348234360534320900	0.0091163242980430290506867600	0	0	0	0	0	0.0160544567171846904700744900	0	0	0	0.0746056558192411539008100	0	0	0	0	0	0
spiroplasma	0	0	0	0	0	0.024310198128114744135164700	0	0.112686637242933608789557700	0.0154569061456658835167552900	0	0	0	0.014809549197322433505124100	0	0	0.0142106011084268864572971400	0	0.0127930405859212588351936500	0.0172075575592800357917197200	0	0	0
cellulomonas	0	0	0	0	0	0	0	0.0657338717250446051272419900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thalassobius	0.0561349602623570774367004500	0.3168624637551191223507607700	0	0.0289305345719888135266321600	0.0595159370453643697923555100	0.1549775130667314938616749700	0.0089429440171704525129672700	0	0.086558674415728947693829600	0.0059760360952580153584127600	0.0750818392047331591434663800	0.0545851528384279475982532800	0	0.0489476260401370533529123800	0	0.0781583060963478755151342900	0.6112429690802093832298338600	0	0	0	0	0
parvularcula	0	0	0.0476431527856355894351308700	0	0	0	0	0	0	0	0	0	0	0.4796867351933431228585413600	0	0.4831604376865141395481028800	0.022759046721071625971323600	0	1.6794576177857314932718449900	0	0	0
teredinibacter	0	0	0	0	0.0165322047348234360534320900	0.0091163242980430290506867600	0	0	0	0	0.0360392828182719163888638600	0.0481633701515540714102234800	0	0	0	0	0.0975387716617355398771011500	0	0	0	0	0
cohaesibacter	0	0.0239141482079335186679819400	0	0.0128580153653283615673920700	0	0	0.0059619626781136350086448500	0	0	0	0	0	0	0	0.0029719448407037565382786500	0	0.0357642162759696979549370900	0	0	0.0030271841133377732033662300	0	0
maritimibacter	0.0059089431855112713091263600	0.0747317131497922458374435800	0	0.0128580153653283615673920700	0.0066128818939293744213728300	0.0273489728941290871520602900	0	0	0	0	0	0.0224762394040585666581042900	0	0	0	0.0532897541566008242148642900	0	0	0	0	0	0
