order	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
hyphomicrobiales	0.0029544715927556356545631800	0.0478282964158670373359638900	0.0029776970491022243396956800	0.070719084509305988620656400	0.0033064409469646872106864200	0.0030387747660143430168955900	0.0059619626781136350086448500	0.0031301843678592669108210500	0.0772845307283294175837764300	0.0209161263334030537544446800	0.0060065471363786527314773100	0.003210891343436938094014900	0	0.2969489313101647903410017900	0.011887779362815026153114600	0	0.0390155086646942159508404600	0.0159913007324015735439920700	0.2168152252469284509756685100	0.0060543682266755464067324600	0.345061491727371929100185800	0
rhodospirillales	0	0	0.0297769704910222433969567900	0	0.0363708504166115593175505900	0.0060775495320286860337911800	0	0	0.0494620996661308272536169200	0	0.0090098207045679790972159700	0.003210891343436938094014900	0	0.0195790504160548213411649500	0	0	0	0	0	0	0	0
eubacteriales	0.0206813011492894495819422700	0.0239141482079335186679819400	0	0.1221511459706194348902246900	30.164660759158841423092183570	0	2.7663506826447266440112084900	0	0.3029553604550513169284036100	10.251889921415125347357098040	0.027029462113703937291647900	0.1091703056768558951965065500	0.0059238196789289734020496400	0.757056616087453091858378200	0.023775558725630052306229200	0	1.0599213187241928666644991400	0	0.1996076676876484151839487900	7.4559544711509353998910213700	0	0
trueperales	0	0	0	0	0	0	0	0.0751244248286224058597051400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lactobacillales	0	0	0	0	0	0	0	0.0375622124143112029298525700	0.0061827624582663534067021100	0	0	0	0.0118476393578579468040992800	0	0	0.0390791530481739377575671500	0	0	0.0172075575592800357917197200	0	0.0294924351903736691538620300	25.150396499863275909215203720
arenicellales	0	0	0	0	0	0	0	0.0626036873571853382164209500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pseudomonadales	0.0029544715927556356545631800	0.0179356111559501390009864600	0	0.0771480921919701694043524400	0.0595159370453643697923555100	0.0212714233621004011182691100	0	0.0250414749428741352865683800	0.0525534808952640039569679700	0	0.0450491035228398954860798300	0.0481633701515540714102234800	0.0059238196789289734020496400	0.0783162016642192853646598100	0	0.0923689072047747619724314300	0.0975387716617355398771011500	0.3614033965522755620942207400	0.1273359259386722648587259500	0	0.345061491727371929100185800	3.6573694284933005195515449800
vibrionales	0.03249918752031199220019500	0.0358712223119002780019729200	0	0.0257160307306567231347841500	15.424547017590265837852135960	0.1549775130667314938616749700	26.497943122876050795922017530	0.0187811062071556014649262800	0.2256708297267218993446271800	66.121851375982310933158036270	0.0630687449319758536805117600	0.0770613922424865142563575600	0.0622001066287542207215212400	0.2251590797846304454233969700	68.467665240133143128863528290	0.0817109563734545971294585800	7.7640862242741489742172513600	0.1247321457127322736431381300	0.0688302302371201431668788900	54.967609129987285826723981350	0	0
aeromonadales	0	0	0	0	0.482740378256844332760216900	0	0	0	0.0123655249165327068134042300	0.0806764872859832073385723200	0	0	0	0.0261054005547397617882199400	0.4606514503090822634331906800	0	0	0	0	0.1846582309136041654053399500	0	0
lentisphaerales	0	0.0269034167339252085014796900	0	0	0.019838645681788123264118500	0.0060775495320286860337911800	0	0	0	0	0	0.224762394040585666581042900	0	0	0	0	0.0260103391097961439672269700	0	0	0	0	0
deltaproteobacteria	0	0.0627746390458254865034526100	0	0	0	0.0212714233621004011182691100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flavobacteriales	0.047271545484090170473010900	0.4693151585806953038591456700	0	0.0064290076826641807836960400	0.0066128818939293744213728300	0.0425428467242008022365382300	0	0	0.0958328181031284778038827700	0	0.0030032735681893263657386600	0.0610069355253018237862830700	0	0.0065263501386849404470549800	0	0.1740798635782293591018900100	0.0097538771661735539877101100	0.2206799501071417149070905400	0	0	0	0
thiotrichales	0.0059089431855112713091263600	0.1016351298837174543389232700	0	2.6616091806229708444501591200	6.4475598465811400608385134200	0	0	0	16.529615432175095832818103130	0.1912331550482564914692084700	0	0	0	24.176864088758361886115190080	0.9272467902995720399429386600	0	0	0	11.880097738926936710603296970	0.4207785917539504752679057900	0	0
hyphomonadales	0.0265902443348007208910686300	0.0508175649418587271694616300	0.0178661822946133460381740800	0.0160725192066604519592400900	0.0396772913635762465282370100	0.048620396256229488270329400	0	0	0.5038951403487078026462223300	0.0029880180476290076792063800	0.0090098207045679790972159700	0.0288980220909324428461340900	0	0.8190569424049600261054005500	0	0	0.0552719706083168059303573200	0.0383791217577637765055809600	0.1755170871046563650755411800	0	0	0
corynebacteriales	0	0	0.0059553940982044486793913600	0.0225015268893246327429361300	0	0	0	0	0	0	0	0	0	0	0	0.0284212022168537729145942900	0	0.0415773819042440912143793800	0.1273359259386722648587259500	0	0.0383401657474857699000206400	0
desulfobacterales	0	0	0.0803978203257600571717833400	8.807740525249927673663570030	0.0264515275757174976854913400	0.1428224140026741217940926200	0.0745245334764204376080605700	0	0.0030913812291331767033510600	0.0268921624286610691128574400	0	0	0.213257508441443042473787100	3.9386523086963615597976831500	0.011887779362815026153114600	0	0.0585232629970413239262606900	0.3070329740621102120446477100	0	0.0030271841133377732033662300	0	0
