species	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
delftia tsuruhatensis	0	0	0.0029776970491022243396956800	0.0289305345719888135266321600	0.0033064409469646872106864200	0.0091163242980430290506867600	0	0	0	0	0.0030032735681893263657386600	0.006421782686873876188029800	0	0.0065263501386849404470549800	0	0.0497371038794941026005400	0.0097538771661735539877101100	0	0.0929208108201121932752865100	0	0.7019199575308933258619164200	0
pseudohaliea haliea rubra	0.0059089431855112713091263600	0	0.0387100616383289164160438300	0	0	0	0	0	0	0	0	0	0	1.2041116005873715124816446400	0	0	0	0	0	0	0	0
prosthecobacter debontii	0	0	0	0	0	0	0	0.0532131342536075374839578100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thalassotalea thalassomonas loyana	0.1418146364522705114190327100	0.3318088063850775715182494800	0	0.1189366421292873444983766800	0.4860468192038090199709033200	0.5287468092864956849398322600	0.0149049066952840875216121100	0	1.2489180165698033881538271300	0.0328681985239190844712702100	3.8652130822596630327056491600	0.1701772412021577189827896200	0	0.0522108011094795235764398800	0.005943889681407513076557300	0	17.904867184705920603439867350	0	0.1101283683793922290670062300	0.021190288793364412423563600	0	0
teredinibacter turnerae	0	0	0	0	0.0165322047348234360534320900	0.0091163242980430290506867600	0	0	0	0	0.0360392828182719163888638600	0.0481633701515540714102234800	0	0	0	0	0.0975387716617355398771011500	0	0	0	0	0
neptuniibacter halophilus	0.0118178863710225426182527300	0	0	0.1639396959079366099842489300	4.0867610104483533924084115900	0.0577367205542725173210161700	0.0029809813390568175043224200	0	2.0372202299987634475083467300	0.1254967580004183225266680600	0.1561702255458449710184100700	0.003210891343436938094014900	0	2.4800130527002773698808941100	0	0	0.3804012094807686055206944800	0	0.354475685721168737309426300	0.0090815523400133196100986900	0	0
ruegeria pomeroyi	0.0177268295565338139273790900	0.0298926852599168983349774300	0	0	0.0033064409469646872106864200	0.0364652971921721162027470500	0	0	0	0.0029880180476290076792063800	0.0540589242274078745832957900	0.0802722835859234523503724600	0	0.042421275901452112905857400	0.0029719448407037565382786500	0	0.1853236661572975257664921800	0	0	0	0	0
bacillus weihenstephanensis	0.0088634147782669069636895400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0412894092665231368154068500	0
oceanobacter kriegii	0	0	0	0.0321450384133209039184801800	0	0.0121550990640573720675823500	0	0	0	0	0	0	0	0.0032631750693424702235274900	0	0	0	0	0	0	0	0
vibrio fortis	0	0	0	0	0.4794339373098796455495304900	0.0212714233621004011182691100	0.0029809813390568175043224200	0	0	0.2659336062389816834493680300	0	0	0	0.0163158753467123511176374600	0.317998097955301949595815500	0	0	0	0	0.1059514439668220621178180100	0	0
marivirga microscilla sericea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0671634630760866088847666900	0	0	0	0
mycoplasma zalophi	0	0	0	0	0.0363708504166115593175505900	0.0121550990640573720675823500	0	0	0.0896500556448621243971806600	0.0029880180476290076792063800	0.0961047541820584437036369600	0	0	0.0685266764561918746940773400	0	0	0	0	0	0.0030271841133377732033662300	0	0
bacillus licheniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1089691003554826360404703300
enterococcus faecalis	0	0	0	0	0	0	0	0	0.0061827624582663534067021100	0	0	0	0.0118476393578579468040992800	0	0	0	0	0	0.0172075575592800357917197200	0	0	1.777413180202351654361498500
spongiibacter tropicus	0	0.0149463426299584491674887200	0	0.0225015268893246327429361300	0.0231450866287528104748049200	0	0	0	0.1236552491653270681340422900	0	0.0030032735681893263657386600	0.009632674030310814282044700	0	0.0293685756240822320117474300	0	0.0639477049879209890578371500	0	0	0	0	0	0
ferrimonas kyonanesis	0	0	0	0	0	0	0.0059619626781136350086448500	0	0	0.0059760360952580153584127600	0	0	0	0	0.4131003328578221588207322900	0	0	0	0	0	0	0
methylobacterium tardum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501371398236352375615654600	0
maricaulis maris	0	0	0	0	0.0264515275757174976854913400	0.0030387747660143430168955900	0	0	0.0772845307283294175837764300	0	0	0	0	0	0	0	0	0	0	0	0	0
oleiphilus messinensis	0	0.0059785370519833796669954900	0	0.0160725192066604519592400900	0.0099193228408940616320592500	0.0212714233621004011182691100	0	0	0	0	0.0030032735681893263657386600	0	0	0.0032631750693424702235274900	0	0.0568424044337075458291885700	0.0585232629970413239262606900	0	0.0103245345355680214750318300	0	0	0
raoultella planticola	0.0118178863710225426182527300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3213016133442712605961170400
vibrio sinaloensis	0	0	0	0	0	0	0.0089429440171704525129672700	0	0	0.3256939671915618370334956800	0	0	0	0	0.1604850213980028530670470800	0	0.0065025847774490359918067400	0	0	0.2028213355936308046255373300	0	0
fluviicola taffensis	0	0.1404956207216094221743939300	0	0	0	0.0273489728941290871520602900	0	0	0	0	0	0	0	0	0	0.1065795083132016484297285800	0	0	0	0	0	0
halovibrio denitrificans	0.0088634147782669069636895400	0.0567961019938421068364571200	0	0.0450030537786492654858722600	0.0264515275757174976854913400	0.0546979457882581743041205800	0	0	0.1143811054779275380239891200	0	0.114124395591194401898068900	0.0577960441818648856922681700	0	0.0032631750693424702235274900	0	0	0.2601033910979614396722697300	0	0.0240905805829920501084076100	0	0	0
candidatus pelagibacter ubique	0	0.0298926852599168983349774300	0	0	0	0	0	0.0093905531035778007324631400	0	0	0	0	0	0	0	0.0497371038794941026005400	0	0.0639652029296062941759682700	0	0	0	0
donghicola eburneus	0	0	0	0.0225015268893246327429361300	0.0033064409469646872106864200	0	0.0029809813390568175043224200	0.0125207374714370676432841900	0.0092741436873995301100531700	0	0	0	0	0	0	0	0.022759046721071625971323600	0	0	0	0	0
candidatus alysiosphaera europeae	0	0	0.0297769704910222433969567900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
primorskyibacter sedentarius	0	0	0	0	0	0	0	0	0	0	0	0.009632674030310814282044700	0	0.0032631750693424702235274900	0	0	0	0.0799565036620078677199603400	0	0	0	0
ferrimonas futtsum	0	0.0059785370519833796669954900	0	0.035359542254652994310328200	4.4537759555614336727946038900	0	0.0924104215107613426339951100	0	0.1174724867070607147273401800	17.031702871485343771476379720	0.0150163678409466318286932800	0.0256871307474955047521191900	0	0.0032631750693424702235274900	12.488112220637184973846885400	0	4.4640244497187632083753291900	0	0.0825962762845441718002546700	13.298419809892837682387842830	0.002949243519037366915386200	0
alteromonas macleodii	0.1329512216740036044553431600	0.2720234358652437748482946200	0	0.2796618341958918640907775900	2.7112815765110435127628620600	1.5923179773915157408532879500	0.0029809813390568175043224200	0	4.9709410164461481389885000600	0.170317028714853437714763800	1.9130852629366008949755233200	0.1637554585152838427947598300	0.0118476393578579468040992800	2.483276227769619840104421600	0.0416072277698525915359010900	0.1172374591445218132727014400	4.9159540917514712098058978400	0	2.1509446949100044739649654100	0.2088757038203063510322697800	0	0
achromobacter xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796295750140089067154274900	0
flammeovirga aprica	0	0	0	0	0.0231450866287528104748049200	0.0182326485960860581013735300	0	0	0	0.050796306809693130546508500	0	0	0	0	0	0.0284212022168537729145942900	0	0	0	0	0	0
psychrobacter celer	0	0	0	0.0128580153653283615673920700	0	0	0	0	0	0	0	0	0	0	0	0	0.0032512923887245179959033700	0.047973902197204720631976200	0	0	0	0
thalassomonas fusca	0.0059089431855112713091263600	0.0269034167339252085014796900	0	0	0.0628223779923290570030419300	0.0182326485960860581013735300	0	0	0.0989241993322616545072338300	0.0029880180476290076792063800	0.0120130942727573054629546200	0.0321089134343693809401489900	0	0	0	0	0	0.1151373652732913295167428900	0	0	0	0
exiguobacterium panipatensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991460645408897559727508200	0	0	0	0
ralstonia pickettii	0	0.0298926852599168983349774300	0.0178661822946133460381740800	0.0417885499373171750940242400	0.0099193228408940616320592500	0	0	0.0532131342536075374839578100	0	0	0	0.0610069355253018237862830700	0	0.0391581008321096426823299100	0	0.1207901094216285348870257200	0	0.2462660312789842325774778500	0.0275320920948480572667515600	0	3.0701625033178989589170377800	0
psychrosphaera saromensis	0.0177268295565338139273790900	0.0269034167339252085014796900	0	0.0064290076826641807836960400	0.2083057796587752942732442800	0.0790081439163729184392852800	0.0029809813390568175043224200	0	0.1514776802275256584642018100	0.0119520721905160307168255300	0.2973240832507433102081268600	0.0160544567171846904700744900	0	0.0097895252080274106705824800	0	0	0.881100237344344376889813700	0	0.0137660460474240286333757800	0.0030271841133377732033662300	0	0
pseudomonas straminea	0	0	0	0.0739335883506380790125044200	0	0	0	0.0125207374714370676432841900	0	0	0.0060065471363786527314773100	0	0	0.0032631750693424702235274900	0	0.0710530055421344322864857200	0.0357642162759696979549370900	0.2526625515719448619950746800	0.1135698798912482362253501700	0	0.3155690565369982599463237700	0
endozoicomonas montiporae	98.11209265222914881673412710	95.47125818312258990225091920	98.80892118035911026412172826	84.01105789321418239094795718	28.273376537495040338579552970	93.23568737085207244439042178	0	94.81954487119291326259116662	65.762952887350068010387040930	0.0029880180476290076792063800	85.39508063789530588341292008	94.33598767017724120215771898	99.37207511403352881938273799	50.752161853483439386523086960	0.017831669044222539229671900	93.01548955520818530623845389	1.8662418311278733296485352900	89.24425112738670163431093485	71.848435833017861444746532680	0	0	0
bacillus alkalitelluris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3076292042657916324856439700
pseudomonas thermaerum	0	0	0	0	0	0	0	0.0125207374714370676432841900	0	0	0	0	0	0	0	0	0	0	0	0	0.0294924351903736691538620300	3.6573694284933005195515449800
parvularcula lutaonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4831604376865141395481028800	0.022759046721071625971323600	0	1.6794576177857314932718449900	0	0	0
bacillus beringensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0707818444568968059692688800	0
vibrio rumoiensis	0	0	0	0.0128580153653283615673920700	3.8619230260547546620817352200	0.0273489728941290871520602900	0.2831932272103976629106301800	0	0	2.6593360623898168344936803400	0	0	0	0.0195790504160548213411649500	0.011887779362815026153114600	0	0.0390155086646942159508404600	0	0	1.3834231397953623539383665300	0	0
tateyamaria omphalii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2806330559634524392233643300	0	0	0	0	0	0	0	0
maritimibacter alkaliphilus	0.0059089431855112713091263600	0.0747317131497922458374435800	0	0.0128580153653283615673920700	0.0066128818939293744213728300	0.0273489728941290871520602900	0	0	0	0	0	0.0224762394040585666581042900	0	0	0	0.0532897541566008242148642900	0	0	0	0	0	0
desulfovibrio marinisediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130051695548980719836134900	0	0	0.1029242598534842889144517800	0	0
kordiimonas gwangyangensis	0.0236357727420450852365054500	0	0	0.0385740460959850847021762200	0.0033064409469646872106864200	0.0030387747660143430168955900	0	0	0	0	0.0090098207045679790972159700	0.0160544567171846904700744900	0	0.0065263501386849404470549800	0	0	0.1820723737685730077705888100	0	0	0	0	0
aquabacterium parvum	0	0.0059785370519833796669954900	0	0	0	0	0	0.0031301843678592669108210500	0.0154569061456658835167552900	0	0	0.0192653480606216285640893900	0	0.0032631750693424702235274900	0	0.0390791530481739377575671500	0.0097538771661735539877101100	0	0.0447396496541280930584712800	0	0.0294924351903736691538620300	0.0034181022696199070276182700
litoricola marina	0	0	0.0029776970491022243396956800	0	0	0	0	0.0125207374714370676432841900	0	0	0	0	0	0	0	0	0	0.0767582435155275530111619300	0	0	0	0
pseudofulvibacter flavobacteriaceae bacterium ycs_9	0	0	0	0	0	0	0	0	0.0587362433535303573636700900	0	0	0	0	0	0	0	0	0	0	0	0	0
congregibacter litoralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1337901778430412791646271800	0	0	0	0	0	0	0	0
rubritalea spongiae	0	0	0	0	0	0	0	0	0	0	0	0.0706396095556126380683277700	0	0	0	0	0	0	0	0	0	0
pseudomonas argentinensis	0	0	0	0.0032145038413320903918480200	0	0	0	0	0	0	0	0	0	0	0	0.0106579508313201648429728600	0	0.0255860811718425176703873100	0.0137660460474240286333757800	0	0	0
serratia fonticola	0	0	0	0	0	0	0	0	0.1051069617905280079139359500	0	0	0	0	0	0	0	0	0	0	0	0	0
rubritalea tangerina	0	0	0	0	0	0	0	0	0	0	0	0.2889802209093244284613408700	0	0.0097895252080274106705824800	0	0	0	0	0	0	0	0
staphylococcus pasteuri	0.0147723579637781782728159100	0.0029892685259916898334977400	0.014888485245511121698478400	0.0932206113986306213635925300	0	0.0030387747660143430168955900	0	0.0532131342536075374839578100	0	0.0029880180476290076792063800	0	0.0481633701515540714102234800	0	0	0	0.202501065795083132016484300	0.0032512923887245179959033700	0	0.0722717417489761503252228400	0	0.0383401657474857699000206400	10.032130161334427126059611700
salmonella enterica	0	0	0	0	0	0.0030387747660143430168955900	0	0.0062603687357185338216420900	0	0	0	0.003210891343436938094014900	0	0	0	0.0035526502771067216143242900	0	0	0.0688302302371201431668788900	0	0.0737310879759341728846550900	3.8932184850970741044572053600
endozoicomonas euniceicola	0.0088634147782669069636895400	0.020924879681941828834484200	0	0.0289305345719888135266321600	0.0132257637878587488427456700	0.0091163242980430290506867600	0	0.5790841080539643785018937600	0.0741931494991962408804253700	0	0.0450491035228398954860798300	0.1380683277677883380426406400	0.1836384100467981754635388900	0.0228422254853972915646924500	0	0	0.0390155086646942159508404600	0.5213164038762912975341414300	0.1996076676876484151839487900	0	0	0
nautella italica	0.0177268295565338139273790900	0.0239141482079335186679819400	0	0.0064290076826641807836960400	0.0033064409469646872106864200	0.0638142700863012033548073400	0	0	0.0092741436873995301100531700	0.0059760360952580153584127600	0.1321440370003303600925008300	0.0385306961212432571281787800	0	0.042421275901452112905857400	0	0	0.4551809344214325194264720200	0	0.0172075575592800357917197200	0.0030271841133377732033662300	0	0
marinifilum fragile	0.0059089431855112713091263600	0.0358712223119002780019729200	0	0.0450030537786492654858722600	2.2053961116254463695278402300	0.0091163242980430290506867600	8.355690693376259464615751510	0	0.0741931494991962408804253700	4.8704694176352825171064033200	0.0120130942727573054629546200	0.0224762394040585666581042900	0	0.0326317506934247022352749200	1.1293390394674274845458868300	0.0319738524939604945289185700	2.093832298338589589361771300	0	0.0585056957015521216918470600	3.9232306108857540715626324400	0	0
terasakiella pusilla	0	0	0	0	0.019838645681788123264118500	0	0	0	0.0340051935204649437368616300	0	0.0090098207045679790972159700	0	0	0.0163158753467123511176374600	0	0	0	0	0	0	0	0
marinobacter salsuginis	0.0029544715927556356545631800	0.0059785370519833796669954900	0	0	0.0595159370453643697923555100	0.0212714233621004011182691100	0	0	0.0525534808952640039569679700	0	0.0390425563864612427546025200	0.0385306961212432571281787800	0	0.0685266764561918746940773400	0	0	0.0325129238872451799590337200	0	0	0	0	0
