species	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
thalassospira xiamenensis	0	0	0	0	0.0165322047348234360534320900	0.0060775495320286860337911800	0	0	0.0154569061456658835167552900	0	0	0.003210891343436938094014900	0	0.0032631750693424702235274900	0	0	0	0	0	0	0	0
staphylococcus hyicus	0.0029544715927556356545631800	0	0	0	0	0	0	0	0	0	0	0.003210891343436938094014900	0	0	0	0.0142106011084268864572971400	0	0	0	0	0	2.1944216570959803117309269900
marinobacterium rhizophilum	0.0059089431855112713091263600	0.0029892685259916898334977400	0	0	0.0165322047348234360534320900	0.024310198128114744135164700	0	0	0.0061827624582663534067021100	0	0.0840916599093011382406823400	0.006421782686873876188029800	0	0.0130527002773698808941099700	0	0	0.0097538771661735539877101100	0.0511721623436850353407746200	0.0137660460474240286333757800	0	0	0
rubribacterium polymorphum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3002121063795072605645292900	0	0	0	0	0	0	0	0
acinetobacter genomosp. 3	0	0.0119570741039667593339909700	0.014888485245511121698478400	0.0128580153653283615673920700	0.0066128818939293744213728300	0.0030387747660143430168955900	0	0.0532131342536075374839578100	0.0061827624582663534067021100	0.0029880180476290076792063800	0	0.0385306961212432571281787800	0	0	0	0.1350007105300554213443228600	0.0292616314985206619631303400	0.0255860811718425176703873100	0.1445434834979523006504456800	0	1.8993128262600642935087150100	0
oleibacter marinus	0.0029544715927556356545631800	0.0448390278898753475024661500	0	0.0385740460959850847021762200	0.1554027245073402989022616100	0.0212714233621004011182691100	0	0	0.1854828737479906022010634400	0.0029880180476290076792063800	0.1261374898639517073610235200	0	0	0.166421928536465981399902100	0	0.0177632513855336080716214300	0.022759046721071625971323600	0	0	0	0	0
streptococcus salivarius	0	0	0	0	0	0	0	0.0375622124143112029298525700	0	0	0	0	0	0	0	0.0390791530481739377575671500	0	0	0	0	0	0
aestuariibacter aggregatus	0.0443170738913345348184477200	0.0358712223119002780019729200	0	0.0803625960333022597962004600	1.8879777807168363973019441900	0.1276285401726024067096146800	0	0	3.1501174724867070607147273400	0.0209161263334030537544446800	0.0420458299546505691203411700	0.0353198047778063190341638800	0	2.2809593734703866862457170800	0.005943889681407513076557300	0.0639477049879209890578371500	0.0845336021068374678934876600	0	0.1755170871046563650755411800	0.0090815523400133196100986900	0	0
candidatus odyssella thessalonicensis	0	0.0149463426299584491674887200	0	0	0	0.0030387747660143430168955900	0	0	0	0	0.0030032735681893263657386600	0.0192653480606216285640893900	0	0.0065263501386849404470549800	0	0	0	0	0	0	0	0
sphingomonas caulobacter leidyia	0.0029544715927556356545631800	0.0119570741039667593339909700	0.0178661822946133460381740800	0.0450030537786492654858722600	0	0.0303877476601434301689558800	0	0.0719942404607631389488840900	0	0	0	0.0321089134343693809401489900	0	0.0032631750693424702235274900	0	0.1421060110842688645729714400	0	0.0031982601464803147087984100	0.0653887187252641360085349500	0	1.6604241012180375733624325400	0
stenotrophomonas maltophilia	0	0.0059785370519833796669954900	0.0029776970491022243396956800	0.0578610691439776270532643300	0	0.0455816214902151452534338200	0	0.0250414749428741352865683800	0	0	0	0.006421782686873876188029800	0	0.0032631750693424702235274900	0	0.1030268580360949268154042900	0.0715284325519393959098741700	0	0.1204529029149602505420380600	0	0.8080927242162385348158197400	0.0034181022696199070276182700
thiohalomonas denitrificans	0	0	0	0	0	0	0	0	0.0803759119574625942871274900	0	0	0	0	0	0	0	0.0097538771661735539877101100	0.0767582435155275530111619300	0	0	0	0
vibrio harveyi	0	0	0	0	0	0	0.07750551481547725511238300	0	0	0.0478082887620641228673021200	0	0	0	0	0.017831669044222539229671900	0	0.0032512923887245179959033700	0	0	0.0151359205666888660168311400	0	0
rhodovulum sulfidophilum	0	0.0029892685259916898334977400	0	0	0.0099193228408940616320592500	0	0	0	0	0	0.0090098207045679790972159700	0.0160544567171846904700744900	0	0.0261054005547397617882199400	0	0	0.0162564619436225899795168600	0	0.099803833843824207591974400	0	0	0
erythrobacter vulgaris	0	0	0	0.0257160307306567231347841500	0	0	0	0	0	0	0	0	0	0	0	0	0.0195077543323471079754202300	0	0.1858416216402243865505730100	0	0	0
synechococcus cyanobacterium 5x15	0	0.0029892685259916898334977400	0.0059553940982044486793913600	0	0	0	0	0.1283375590822299433436629400	0	0	0	0.0224762394040585666581042900	0.0296190983946448670102482100	0.0032631750693424702235274900	0	0	0	0.0799565036620078677199603400	0	0	0	0
corynebacterium diphtheriae	0	0	0.0059553940982044486793913600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022387821025362202961588900	0.1273359259386722648587259500	0	0	0
acinetobacter calcoaceticus	0	0	0	0.0032145038413320903918480200	0	0	0	0	0	0	0	0	0	0	0	0.0035526502771067216143242900	0	0.0031982601464803147087984100	0	0	0.4984221547173150087002683800	0
truepera radiovictrix	0	0	0	0	0	0	0	0.0751244248286224058597051400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vibrio alginolyticus	0	0	0	0	0.0099193228408940616320592500	0	0.2653073391760567578846956400	0	0	0.0986045955717572534138106200	0	0	0	0	0.0148597242035187826913932500	0	0.0390155086646942159508404600	0.0031982601464803147087984100	0	0.0454077617000665980504934300	0	0
methanobrevibacter arboriphilus	0	0	0	0.0160725192066604519592400900	0.0859674646210818674778468500	0	0	0	0.0958328181031284778038827700	0	0	0	0	0.293685756240822320117474300	0	0	0	0	0	0	0	0
bacillus pumilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8579436696745966639321848500
marinobacter flavimaris	0	0.0089678055779750695004932300	0	0	0	0	0	0	0	0	0	0.009632674030310814282044700	0	0	0	0.0106579508313201648429728600	0.0292616314985206619631303400	0	0	0	0	0
mesoflavibacter zeaxanthinifaciens	0.0059089431855112713091263600	0.0149463426299584491674887200	0	0	0	0	0	0	0	0	0.0030032735681893263657386600	0.0610069355253018237862830700	0	0	0	0.0035526502771067216143242900	0	0	0	0	0	0
flexithrix dorotheae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0511721623436850353407746200	0	0	0	0
comamonas denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2904225811714798498939468100	0	0	0	0	0	0	0	0
brevundimonas diminuta	0	0	0	0	0	0.0091163242980430290506867600	0	0	0	0	0.0090098207045679790972159700	0	0	0	0	0	0.0292616314985206619631303400	0	0	0	0	0
arcobacter bivalviorum	0.0206813011492894495819422700	0.0059785370519833796669954900	0	0	0.0727417008332231186351011800	0.0698918196183298893885985200	0	0	0	0	0.1351473105685196864582394800	0.0128435653737477523760595900	0	0	0	0	0.068277140163214877913970800	0	0	0	0	0
bacteriovorax marinus	0	0	0	0.0225015268893246327429361300	0.0033064409469646872106864200	0.0273489728941290871520602900	0	0	0	0	0.0150163678409466318286932800	0	0	0	0	0	0	0	0	0	0	0
corynebacterium glutamicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284212022168537729145942900	0	0	0	0	0.0235939481522989353230896300	0
psychrobium gammaproteobacteria bacterium	0.0029544715927556356545631800	0.0089678055779750695004932300	0	0.0032145038413320903918480200	0.0132257637878587488427456700	0.024310198128114744135164700	0	0	0.0185482873747990602201063400	0	0.0240261885455146109259092400	0	0	0	0	0.0106579508313201648429728600	0.2340930519881652957050427500	0	0	0	0	0
candidatus atelocyanobacterium cyanobacterium ucyn_a	0	0	0	0	0	0	0	0.0532131342536075374839578100	0	0	0	0	0	0	0	0	0.0292616314985206619631303400	0	0.1720755755928003579171972300	0	0	0
enterococcus sulfureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3589007383100902378999179700
enhydrobacter aerosaccus	0	0.0089678055779750695004932300	0	0	0	0	0	0.0031301843678592669108210500	0	0	0	0	0	0	0	0	0.0032512923887245179959033700	0	0	0	0.0619341138997847052231102700	0
spiroplasma mirum	0	0	0	0	0	0.024310198128114744135164700	0	0.112686637242933608789557700	0.0154569061456658835167552900	0	0	0	0.014809549197322433505124100	0	0	0.0142106011084268864572971400	0	0.0127930405859212588351936500	0.0172075575592800357917197200	0	0	0
staphylococcus sciuri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5943396226415094339622641500
kordiimonas aestuarii	0	0.0149463426299584491674887200	0	0	0.0165322047348234360534320900	0.0030387747660143430168955900	0	0	0.0772845307283294175837764300	0	0.2883142625461753311109108900	0.4238376573336758284099666100	0	0.1860009789525208027410670600	0	0	0.0942874792730110218811977800	0	0.5850569570155212169184705900	0.0060543682266755464067324600	0	0
kordia algicida	0	0.0059785370519833796669954900	0	0	0.0066128818939293744213728300	0	0	0	0.0370965747495981204402126900	0	0	0	0	0	0	0.0390791530481739377575671500	0	0	0	0	0	0
celeribacter neptunius	0.0029544715927556356545631800	0.0538068334678504170029593800	0	0.0096435115239962711755440500	0.0165322047348234360534320900	0.0364652971921721162027470500	0	0	0.0185482873747990602201063400	0	0.0030032735681893263657386600	0.009632674030310814282044700	0	0.0228422254853972915646924500	0	0.0106579508313201648429728600	0.0065025847774490359918067400	0	0	0	0	0
cytophaga xylanolytica	0	0	0	0	0.0165322047348234360534320900	0	0	0	0.0370965747495981204402126900	0	0	0	0	0	0	0	0	0	0	0	0	0
thalassobius mediterraneus	0.047271545484090170473010900	0.2690341673392520850147968800	0	0.0289305345719888135266321600	0.0363708504166115593175505900	0.124589765406588063692719100	0.0089429440171704525129672700	0	0.0741931494991962408804253700	0.0059760360952580153584127600	0.0720785656365438327777277200	0.0513742614949910095042383800	0	0.0358949257627671724588024100	0	0.0675003552650277106721614300	0.5982377995253113112462203700	0	0	0	0	0
pseudoalteromonas flavipulchra	0	0.0059785370519833796669954900	0	0	0	0	0	0	0.0123655249165327068134042300	0	0.0060065471363786527314773100	0	0	0	0	0	0.0032512923887245179959033700	0.0511721623436850353407746200	0	0	0	0
haliangium ochraceum	0	0	0.1101747908167823005687401400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arcobacter nitrofigilis	0	0	0	0	0.0165322047348234360534320900	0.024310198128114744135164700	0	0	0	0	0.0630687449319758536805117600	0.0192653480606216285640893900	0	0.0065263501386849404470549800	0.0267475035663338088445078500	0	0	0	0	0.0030271841133377732033662300	0	0
vibrio rotiferianus	0	0	0	0	0.0628223779923290570030419300	0.0060775495320286860337911800	0.1073153282060454301556072300	0	0.0030913812291331767033510600	3.3674963396778916544655929700	0.0060065471363786527314773100	0.003210891343436938094014900	0	0.0685266764561918746940773400	2.4102472658107465525439847800	0.0071053005542134432286485700	0.0292616314985206619631303400	0	0	2.4822909729369740267603075600	0	0
hyphomonas jannaschiana	0.0029544715927556356545631800	0	0	0	0	0.0121550990640573720675823500	0	0	0	0	0	0	0	0.7015826399086310980584108300	0	0	0	0.0383791217577637765055809600	0	0	0	0
owenweeksia hongkongensis	0.0236357727420450852365054500	0.2630556302872687053478013900	0	0.0064290076826641807836960400	0	0.0060775495320286860337911800	0	0	0	0	0	0	0	0.0032631750693424702235274900	0	0	0.0097538771661735539877101100	0	0	0	0	0
thioprofundum hispidum	0	0	0	0.0096435115239962711755440500	0.0033064409469646872106864200	0	0	0.0813847935643409396813472300	0.0185482873747990602201063400	0	0.0120130942727573054629546200	0	0	0	0	0	0.5364632441395454693240563100	0	0.161751041057232336442165400	0	0	0
rhodopseudomonas palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0973250361282331082077447100	0
roseobacter denitrificans	0.0236357727420450852365054500	0.0388604908378919678354706600	0	0.035359542254652994310328200	0.019838645681788123264118500	0.0121550990640573720675823500	0	0	0.2102139235810560158278718900	0.0239041443810320614336510600	0.0060065471363786527314773100	0	0	0.2414749551313427965410344300	0.0089158345221112696148359500	0.0177632513855336080716214300	0.0487693858308677699385505700	0	0.0447396496541280930584712800	0	0	0
photobacterium profundum	0	0	0	0	0.0462901732575056209496098400	0	0.0417337387467954450605139200	0	0	0.4810709056682702363522275700	0	0	0	0	0.4547075606276747503566333800	0	0.0032512923887245179959033700	0	0	0.3935339347339105164376097400	0	0
leisingera aquimarina	0.0029544715927556356545631800	0.0029892685259916898334977400	0.0089330911473066730190870400	0.0096435115239962711755440500	0	0	0	0	0.0278224310621985903301595200	0	0.0300327356818932636573865500	0	0	0.0195790504160548213411649500	0.011887779362815026153114600	0	0.0487693858308677699385505700	0	0	0	0	0
fodinicurvata sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0554739761788219937999673700	0	0	0	0	0	0	0	0
candidatus babela delta proteobacterium babl1	0	0.0627746390458254865034526100	0	0	0	0.0212714233621004011182691100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
neptuniibacter caesariensis	0.0236357727420450852365054500	0.0298926852599168983349774300	0	0.0289305345719888135266321600	0.2347573072344927919587356200	0.0820469186823872614561808700	0	0	0.2844070730802522567082972700	0.0029880180476290076792063800	0.4354746673874523230321049900	0.0192653480606216285640893900	0	0.1240006526350138684940447100	0.0148597242035187826913932500	0	3.3098156517215593198296322800	0	0	0.0060543682266755464067324600	0	0
pseudoruegeria aquimaris	0.0236357727420450852365054500	0.0478282964158670373359638900	0.0357323645892266920763481500	0.0160725192066604519592400900	0.019838645681788123264118500	0.0395040719581864592196426400	0.0029809813390568175043224200	0.0532131342536075374839578100	0.0092741436873995301100531700	0.0029880180476290076792063800	0.2552782532960927410877856900	0.1830208065759054713588492200	0.0088857295183934601030744600	0.0750530265948768151411323200	0.0029719448407037565382786500	0.0390791530481739377575671500	0.4356731800890854114510517900	0	0.0034415115118560071583439400	0.0030271841133377732033662300	0	0
enterococcus villorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294924351903736691538620300	6.5114848236259228876127973700
acinetobacter junii	0.1299967500812479688007799800	0.3826263713269362986877111200	0.2709704314683024149123068200	2.0637114661352020315664277200	0.1554027245073402989022616100	0.7019569709493132369028807600	0	2.4822362037123986602810905600	0	0.0209161263334030537544446800	0	1.4609555612638068327767788300	0	0.21210637950726056452928700	0	3.7515986926246980247264459300	0.9396235003413857008160743900	2.3763072888348738286372213500	6.3254981587913411570361702900	0	90.08464328899637243047158404	0.0068362045392398140552365300
alkaliphilus transvaalensis	0.0059089431855112713091263600	0	0	0.0032145038413320903918480200	0.1124189921967993651633381800	0	2.5874918023013175937518631100	0	0.0525534808952640039569679700	0.9442137030507664266292168400	0.0060065471363786527314773100	0.009632674030310814282044700	0	0.6624245390765214553760809300	0	0	0.0260103391097961439672269700	0	0	0.7991766059211721256886843900	0	0
phaeocystidibacter flavobacteria bacterium	0	0.0298926852599168983349774300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pelomonas aquatica	0	0	0	0	0	0	0	0	0.0061827624582663534067021100	0	0.0060065471363786527314773100	0.009632674030310814282044700	0	0	0	0.0319738524939604945289185700	0	0.0639652029296062941759682700	0.0172075575592800357917197200	0	0	0
methylonatrum kenyense	0	0	0	0.0225015268893246327429361300	0	0	0	0	0.0030913812291331767033510600	0	0	0	0	0	0	0	0	0	0.0481811611659841002168152300	0	0	0
vibrio orientalis	0.0029544715927556356545631800	0	0	0	0.0297579685226821848961777500	0.0212714233621004011182691100	0.2831932272103976629106301800	0.0187811062071556014649262800	0	0.1613529745719664146771446500	0.0120130942727573054629546200	0.003210891343436938094014900	0	0.0717898515255343449176048300	0.023775558725630052306229200	0	0.5332119517508209513281529400	0.1215338855662519589343397200	0.0447396496541280930584712800	0.042380577586728824847127200	0	0
vibrio shilonii	0	0.0029892685259916898334977400	0	0	0.0363708504166115593175505900	0.048620396256229488270329400	0.0029809813390568175043224200	0	0	0.0059760360952580153584127600	0.0030032735681893263657386600	0.0128435653737477523760595900	0	0.0065263501386849404470549800	0	0	0.1853236661572975257664921800	0	0	0.0060543682266755464067324600	0	0
labrenzia aggregata	0.0029544715927556356545631800	0.0149463426299584491674887200	0	0.0578610691439776270532643300	0.0033064409469646872106864200	0.0030387747660143430168955900	0	0	0.0772845307283294175837764300	0.0209161263334030537544446800	0.0060065471363786527314773100	0.003210891343436938094014900	0	0.1337901778430412791646271800	0.0089158345221112696148359500	0	0	0.0159913007324015735439920700	0.1066868568675362219086622800	0.0030271841133377732033662300	0	0
pseudovibrio denitrificans	0	0	0.0029776970491022243396956800	0	0	0	0	0	0	0	0	0	0	0.1076847772883015173764072400	0	0	0	0	0	0	0	0
sphingobium yanoikuyae	0	0	0	0.0096435115239962711755440500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0412894092665231368154068500	0
jannaschia rubra	0	0.0089678055779750695004932300	0	0.0642900768266418078369603700	0.0495966142044703081602962600	0	0	0	0.0834672931865957709904785500	0.0059760360952580153584127600	0.0030032735681893263657386600	0.003210891343436938094014900	0	0.2414749551313427965410344300	0	0	0	0	0.1720755755928003579171972300	0.0090815523400133196100986900	0	0
shigella sonnei	0	0.0119570741039667593339909700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7116488925348646431501230500
desulfocapsa sulfexigens	0	0	0.0297769704910222433969567900	8.807740525249927673663570030	0	0.1428224140026741217940926200	0	0	0	0	0	0	0.213257508441443042473787100	3.9386523086963615597976831500	0.011887779362815026153114600	0	0.0552719706083168059303573200	0.3070329740621102120446477100	0	0	0	0
photococcus caeruleum	0	0	0	0	0.7340298902261605607723846100	0	0.6528349132534430334466106200	0	0.0030913812291331767033510600	3.3884124660112947082200376500	0	0	0	0	2.0981930575368521160247265800	0	0.0812823097181129498975842900	0	0	2.4066113701035296966761518400	0	0
oceanospirillum nioense	0	0.1644097689295429408423758700	0	0.0675045806679738982288083800	0.57862716571882026187012300	0.2856448280053482435881852400	0	0	0.7697539260541609991344132600	0.0478082887620641228673021200	1.1652701444574586299065981900	0	0	0.5938978626203295806820035900	0.0029719448407037565382786500	0.0035526502771067216143242900	0.2470982215430633676886562400	0	0.1032453453556802147503183400	0	0	0
amphritea japonica	0.0088634147782669069636895400	0	0	0	0.0066128818939293744213728300	0.0121550990640573720675823500	0	0	0	0	0.0931014806138691173378983100	0	0	0.0130527002773698808941099700	0	0	0.4779399811425041453977956200	0	0	0	0	0
photobacterium phosphoreum	0.0236357727420450852365054500	0.0298926852599168983349774300	0	0.0128580153653283615673920700	10.160693030022483798439359870	0.0303877476601434301689558800	24.739164132832528468371787990	0	0.1422035365401261283541486300	54.907819643230645113096483100	0.027029462113703937291647900	0.0577960441818648856922681700	0.0622001066287542207215212400	0.042421275901452112905857400	62.907156443176414645744174990	0.0746056558192411539008100	6.7984523848229671294339500	0	0	47.844644911303505479203245140	0	0
tropicibacter phthalicus	0.0531804886696014417821372600	0.1913131856634681493438555600	0	0.0675045806679738982288083800	0.0231450866287528104748049200	0.2704509541752765285037073100	0.0208668693733977225302569600	0	0.0989241993322616545072338300	0.0119520721905160307168255300	0.8018740427065501396522209200	0.0513742614949910095042383800	0	0.3426333822809593734703866900	0.0208036138849262957679505500	0.0284212022168537729145942900	1.2419936924927658744350879500	0	0.1720755755928003579171972300	0.0030271841133377732033662300	0	0
tolumonas auensis	0	0	0	0	0.482740378256844332760216900	0	0	0	0.0123655249165327068134042300	0.0806764872859832073385723200	0	0	0	0.0261054005547397617882199400	0.4606514503090822634331906800	0	0	0	0	0.1846582309136041654053399500	0	0
listeria welshimeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.889253486464315012305168170
spirochaeta americana	0	0	0.0476431527856355894351308700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
desulfatiglans desulfobacterium anilini	0	0	0	0	0.0264515275757174976854913400	0	0.0745245334764204376080605700	0	0.0030913812291331767033510600	0.0268921624286610691128574400	0	0	0	0	0	0	0.0032512923887245179959033700	0	0	0.0030271841133377732033662300	0	0
lactobacillus fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.965955701394585726004922070
leisingera phaeobacter caeruleus	0.0147723579637781782728159100	0.0298926852599168983349774300	0	0.035359542254652994310328200	0.0628223779923290570030419300	0.0820469186823872614561808700	0.0119239253562272700172896900	0.0250414749428741352865683800	0.064919005811796710770372200	0.0328681985239190844712702100	0.1201309427275730546295462100	0.0160544567171846904700744900	0	0.1468428781204111600587371500	0.0029719448407037565382786500	0	0.2340930519881652957050427500	0	0	0	0	0
tepidiphilus succinatimandens	0	0	0	0	0	0	0	0.0939055310357780073246314200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thalassolituus oleivorans	0.0177268295565338139273790900	0.0149463426299584491674887200	0	0	0.0132257637878587488427456700	0.0972407925124589765406588100	0	0	0	0	0.6096645343424332522449469900	0.0192653480606216285640893900	0	0.3067384565181922010115842700	0	0	1.5736255161426667100172318500	0	0	0	0	0
ferrimonas kyonanensis	0	0.0029892685259916898334977400	0	0	0.0231450866287528104748049200	0	0.8227508495796816311929887300	0	0	0.3167299130486748139958765400	0	0	0	0	0.0267475035663338088445078500	0	0.0130051695548980719836134900	0	0	0.021190288793364412423563600	0.002949243519037366915386200	0
alteromonas marina	0.0265902443348007208910686300	0.0059785370519833796669954900	0	0.0128580153653283615673920700	0.1256447559846581140060838500	0.1367448644706454357603014500	0	0	0.1020155805613948312105848900	0	0.0780851127729224855092050300	0.0160544567171846904700744900	0	0.1142111274269864578234622300	0	0	0	0	0.0103245345355680214750318300	0	0	0
haliea mediterranea	0	0	0.0089330911473066730190870400	0.0096435115239962711755440500	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1791025682028976236927111700	0	0	0	0
cellulomonas bogoriensis	0	0	0	0	0	0	0	0.0657338717250446051272419900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lewinella cohaerens	0.0177268295565338139273790900	0.0029892685259916898334977400	0	0	0.0033064409469646872106864200	0	0	0	0.0030913812291331767033510600	0	0	0	0	0.0652635013868494044705498400	0	0	0	0	0	0	0	0
propionigenium maris	0.0029544715927556356545631800	0	0.0089330911473066730190870400	0	0.0066128818939293744213728300	0	61.288976331008167888869015680	0	0.129838011623593421540744400	0.3675262198583679445423850400	0.0090098207045679790972159700	0	0.0207333688762514069071737500	0	15.846409890632429862101759390	0	0	0	0	19.298298722528304171459708180	0	0
thalassotalea ganghwensis	0.0236357727420450852365054500	0.2391414820793351866798194500	0	0	0.1884671339769871710091257800	0.2187917831530326972164823100	0.0059619626781136350086448500	0	0.1545690614566588351675528600	0.0059760360952580153584127600	0.3063339039553112893053428200	0.0353198047778063190341638800	0	0.0163158753467123511176374600	0	0.1385533608071621429586471500	1.0079006405046005787300451900	0	0.1858416216402243865505730100	0	0	0
perspicuibacter gamma proteobacterium	0	0	0	0	0	0	0	0.0626036873571853382164209500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
staphylococcus epidermidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0998085862729012852064533800
nitrincola lacisaponensis	0.0059089431855112713091263600	0.0029892685259916898334977400	0	0.0032145038413320903918480200	0.0297579685226821848961777500	0.0151938738300717150844779400	0	0	0.0154569061456658835167552900	0	0.0991080277502477700693756200	0.003210891343436938094014900	0	0.0261054005547397617882199400	0	0	0.0065025847774490359918067400	0	0.0068830230237120143166878900	0	0	0
orientia tsutsugamushi	0	0	0.0923086085221689545305660600	0	0	0	0	0.2785864087394747550630732200	0	0	0	0	0	0	0	0	0	5.0052771292416925192695173800	0	0	0	0
thalassotalea thalassomonas ganghwensis	0	0	0	0	0	0.0151938738300717150844779400	0	0	0	0	0.0240261885455146109259092400	0	0	0	0	0	0.0975387716617355398771011500	0	0	0	0	0
