identity	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
thalassomonas fusca	0.0058889346917142688887580200	0.0267984754645069080514530700	0	0	0.0627580511973575557390586300	0.017853954650955186573826100	0	0	0.0976562500	0.0029849855228202143219605400	0.0119499297941624592955516400	0.0298543109625029854310962500	0	0	0	0	0	0.1128915927122205149110978700	0	0	0	0
ralstonia pickettii	0	0.0297760838494521200571700800	0.0176970268994808872109485600	0.0397444128527316640679935200	0.0099091659785301403798513600	0	0	0.0521024886600465857545666300	0	0	0	0.0567231908287556723190828800	0	0.0389382828217275618145239800	0	0.1032443763101085630259988100	0	0.2414625733011383235598482200	0.0270498732037193575655114100	0	2.8666647005043206417553897400	0
psychrosphaera saromensis	0.0176668040751428066662740700	0.0267984754645069080514530700	0	0.0061145250542664098566143900	0.2080924855491329479768786100	0.0773671368208058084865797800	0.0029809813390568175043224200	0	0.149536132812500	0.0119399420912808572878421500	0.2957607624055208675649030600	0.0149271554812514927155481300	0	0.0097345707054318904536309900	0	0	0.8791280088237202361642769100	0	0.0135249366018596787827557100	0.0030270008475602373168664500	0	0
terasakiella	0	0	0	0	0.0198183319570602807597027300	0	0	0	0.033569335937500	0	0.0089624473456218444716637300	0	0	0.0162242845090531507560516600	0	0	0	0	0	0	0	0
pseudomonas straminea	0	0	0	0.0703170381240637133510654600	0	0	0	0.012259409096481549589309800	0	0	0.0059749648970812296477758200	0	0	0.0032448569018106301512103300	0	0.062572349278853674561211400	0.0356841627197820022059300600	0.2477343284518172410549092200	0.1115807269653423499577345700	0	0.3155690565369982599463237700	0
prochlorotrichaceae	0	0	0.1150306748466257668711656400	0	0	0	0	0	0	0	0	0	0	3.6569537283405801804140437400	0	0	0	0	0	0	0	0
hyphomicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1081994928148774302620456500	0	0	0
geminicoccaceae	0	0	0.0294950448324681453515809300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oleiphilus	0	0.0059552167698904240114340200	0	0.0152863126356660246415359700	0.0099091659785301403798513600	0.0208296137594477176694637900	0	0	0	0	0.0029874824485406148238879100	0	0	0.0032448569018106301512103300	0	0.0500578794230829396489691200	0.0583922662687341854278855500	0	0.0101437024513947590870667800	0	0	0
tenericutes	0	0	0	0	0.03633360858794384805945500	0.0119026364339701243825507300	0	0	0.088500976562500	0.0029849855228202143219605400	0.0955994383532996743644131100	0	0	0.0681419949380232331754169600	0	0	0	0	0	0.0030270008475602373168664500	0	0
bacillus beringensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0707818444568968059692688800	0
euryarchaeota	0	0	0	0.0152863126356660246415359700	0.0858794384805945499587118100	0	0	0	0.094604492187500	0	0	0	0	0.2920371211629567136089298500	0	0	0	0	0	0	0	0
tateyamaria omphalii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2790576935557141930040885200	0	0	0	0	0	0	0	0
maritimibacter alkaliphilus	0.0058889346917142688887580200	0.074440209623630300142925200	0	0.0122290501085328197132287700	0.0066061106523534269199009100	0.0267809319764327798607391500	0	0	0	0	0	0.0208980176737520898017673800	0	0	0	0.0469292619591402559209085500	0	0	0	0	0	0
desulfovibrio marinisediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129760591708298189839745700	0	0	0.1029180288170480687734592600	0	0
trieres chinensis	0.0058889346917142688887580200	0	0	0	0	0	0	0	0	0	0	0	0.0147942125040684084386188100	0.0194691414108637809072619900	0	0	0	0.0407664084794129637178964500	0	0	0	0
aquabacterium parvum	0	0.0059552167698904240114340200	0	0	0	0	0	0.0030648522741203873973274500	0.015258789062500	0	0	0.0179125865775017912586577500	0	0.0032448569018106301512103300	0	0.0344147921033695210086662700	0.0097320443781223642379809300	0	0.0439560439560439560439560400	0	0.0294924351903736691538620300	0.0034181022696199070276182700
litoricola marina	0	0	0.0029495044832468145351580900	0	0	0	0	0.012259409096481549589309800	0	0	0	0	0	0	0	0	0	0.0752610618081470099407319100	0	0	0	0
pseudofulvibacter flavobacteriaceae bacterium ycs_9	0	0	0	0	0	0	0	0	0.057983398437500	0	0	0	0	0	0	0	0	0	0	0	0	0
hyphomonadaceae	0.0029444673458571344443790100	0	0	0	0	0.0119026364339701243825507300	0	0	0	0	0	0	0	0.697644233889285482510221300	0	0	0	0	0	0	0	0
asterionellopsis glacialis	0.0058889346917142688887580200	0	0	0	0	0	0	0.1746965796248620816476645800	0.024414062500	0	0	0	0	0.0194691414108637809072619900	0	0	0	0.0752610618081470099407319100	0	0	0	0
macrodactyla	0.0147223367292856722218950600	0.0446641257741781800857551200	0.0147475224162340726757904700	0.1070041884496621724907517800	0	0.035707909301910373147652200	0	0.125658943238935883290425400	0.045776367187500	0	0.0119499297941624592955516400	0.0507523286362550752328636300	0.0147942125040684084386188100	0.0097345707054318904536309900	0	0.2158746050120451772361793300	0.0162200739635372737299682100	0.1505221236162940198814638300	0.5004226542688081149619611200	0	0	0
marinifilaceae	0.0029444673458571344443790100	0.0119104335397808480228680300	0	0.0336298877984652542113791300	1.3938893476465730800990916600	0.0089269773254775932869130500	6.9605914266976688725928575700	0	0.027465820312500	3.4715381630399092564401062700	0.0059749648970812296477758200	0.0059708621925005970862192500	0	0.0324485690181063015121033200	0.6181277860326894502228826200	0	1.5344189969506260948549925400	0	0.0135249366018596787827557100	3.441699963675989829277152200	0	0
serratia fonticola	0	0	0	0	0	0	0	0	0.10375976562500	0	0	0	0	0	0	0	0	0	0	0	0	0
rubritalea tangerina	0	0	0	0	0	0	0	0	0	0	0	0.2686887986625268688798662500	0	0.0097345707054318904536309900	0	0	0	0	0	0	0	0
staphylococcus pasteuri	0.0147223367292856722218950600	0.0029776083849452120057170100	0.0147475224162340726757904700	0.0886606132868629429209086200	0	0.0029756591084925310956376800	0	0.0521024886600465857545666300	0	0.0029849855228202143219605400	0	0.0447814664437544781466443800	0	0	0	0.1783311954447329724994524900	0.0032440147927074547459936400	0	0.0710059171597633136094674600	0	0.0383401657474857699000206400	10.032130161334427126059611700
arenicellaceae	0	0	0	0	0	0	0	0.0612970454824077479465489800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
primorskyibacter sedentarius	0	0	0	0	0	0	0	0	0	0	0	0.0089562932887508956293288800	0	0.0032448569018106301512103300	0	0	0	0.0783969393834864686882624100	0	0	0	0
xanthomonas vesicatoria	0	0.0029776083849452120057170100	0	0	0	0	0	0.0306485227412038739732744900	0	0	0.0029874824485406148238879100	0.011941724385001194172438500	0.0029588425008136816877237600	0	0	0.0031286174639426837280605700	0	0	0	0	0	0
psychrobium gammaproteobacteria bacterium	0.0029444673458571344443790100	0.0089328251548356360171510200	0	0.0030572625271332049283071900	0.0132122213047068538398018200	0.0238052728679402487651014700	0	0	0.01831054687500	0	0.0238998595883249185911032800	0	0	0	0	0.0093858523918280511841817100	0.233569065074936741711542200	0	0	0	0	0
