identity	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
nautella italica	0.0176668040751428066662740700	0.0238208670795616960457360600	0	0.0061145250542664098566143900	0.0033030553261767134599504500	0.0624888412783431530083913600	0	0	0.009155273437500	0.0059699710456404286439210800	0.1314492277357870522510680200	0.035825173155003582517315500	0	0.0421831397235381919657343100	0	0	0.4541620709790436644391098400	0	0.0169061707523245984784446300	0.0030270008475602373168664500	0	0
staphylococcus epidermidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0998085862729012852064533800
neptuniibacter caesariensis	0.0147223367292856722218950600	0.0267984754645069080514530700	0	0.0183435751627992295698431600	0.1915772089182493806771263400	0.0654645003868356841040290400	0	0	0.265502929687500	0.0029849855228202143219605400	0.3435604815821707047471096100	0.011941724385001194172438500	0	0.1070802777597507949899409400	0.0148588410104011887072808300	0	3.2829429702199442029455654300	0	0	0.006054001695120474633732900	0	0
thalassospira xiamenensis	0	0	0	0	0.0165152766308835672997522700	0.0059513182169850621912753700	0	0	0.015258789062500	0	0	0.0029854310962502985431096300	0	0.0032448569018106301512103300	0	0	0	0	0	0	0	0
alkaliphilus	0	0	0	0	0	0	0.0089429440171704525129672700	0	0.039672851562500	0	0.0059749648970812296477758200	0	0	0	0	0	0	0	0	0	0	0
kordiimonas gwangyangensis	0.0235557387668570755550320900	0	0	0.0366871503255984591396863200	0.0033030553261767134599504500	0.0029756591084925310956376800	0	0	0	0	0.0089624473456218444716637300	0.0149271554812514927155481300	0	0.0064897138036212603024206600	0	0	0.1816648283916174657756439400	0	0	0	0	0
staphylococcus hyicus	0.0029444673458571344443790100	0	0	0	0	0	0	0	0	0	0	0.0029854310962502985431096300	0	0	0	0.0125144698557707349122422800	0	0	0	0	0	2.1944216570959803117309269900
marinobacterium rhizophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0470381636300918812129574500	0	0	0	0
exiguobacterium panipatensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0972122048355232211734453900	0	0	0	0
acinetobacter genomosp. 3	0	0.0119104335397808480228680300	0.0147475224162340726757904700	0.0122290501085328197132287700	0.0066061106523534269199009100	0.0029756591084925310956376800	0	0.0521024886600465857545666300	0.00610351562500	0.0029849855228202143219605400	0	0.035825173155003582517315500	0	0	0	0.1188874636298219816663016600	0.0291961331343670927139427800	0.0250870206027156699802439700	0.1420118343195266272189349100	0	1.8993128262600642935087150100	0
oleibacter marinus	0	0.0416865173892329680800381100	0	0.0366871503255984591396863200	0.1420313790255986787778695300	0.0208296137594477176694637900	0	0	0.167846679687500	0.0029849855228202143219605400	0.092611955904759059540525200	0	0	0.133039132974235836199623600	0	0.0156430873197134186403028500	0.0227081035489521832219554900	0	0	0	0	0
streptococcus salivarius	0	0	0	0	0	0	0	0.0367782272894446487679293900	0	0	0	0	0	0	0	0.0344147921033695210086662700	0	0	0	0	0	0
aestuariibacter aggregatus	0.0441670101878570166656851800	0.035731300619342544068604100	0	0.0764315631783301232076798400	1.8860445912469033856317093300	0.1249776825566863060167827200	0	0	3.109741210937500	0.0208948986597415002537237700	0.0418247542795686075344307400	0.0328397420587532839742058800	0	2.2681549743656304756960218100	0.0059435364041604754829123300	0.0563151143509683071050902600	0.0843443846103938233958346900	0	0.1724429416737109044801352500	0.0090810025426807119505993500	0	0
photobacterium	0	0	0	0	0.03633360858794384805945500	0	0	0	0	0.1820841168920330736395928500	0	0	0	0	0.0713224368499257057949479900	0	0	0	0	0.1725390483109335270613875800	0	0
sphingomonas caulobacter leidyia	0.0029444673458571344443790100	0.0119104335397808480228680300	0.0176970268994808872109485600	0.0428016753798648689963007100	0	0.0297565910849253109563768400	0	0.0704916023047689101385313200	0	0	0	0.0298543109625029854310962500	0	0.0032448569018106301512103300	0	0.125144698557707349122422800	0	0.003135877575339458747530500	0.064243448858833474218089600	0	1.6604241012180375733624325400	0
stenotrophomonas maltophilia	0	0.0059552167698904240114340200	0.0029495044832468145351580900	0.0550307254883976887095294900	0	0.0446348866273879664345652600	0	0.0245188181929630991786195900	0	0	0	0.0059708621925005970862192500	0	0.0032448569018106301512103300	0	0.0907299064543378281137565300	0.0713683254395640044118601200	0	0.1183431952662721893491124300	0	0.8080927242162385348158197400	0.0034181022696199070276182700
vibrio harveyi	0	0	0	0	0	0	0.07750551481547725511238300	0	0	0.0477597683651234291513686200	0	0	0	0	0.01783060921248142644873700	0	0.0032440147927074547459936400	0	0	0.0151350042378011865843322400	0	0
erythrobacter vulgaris	0	0	0	0.0244581002170656394264575500	0	0	0	0	0	0	0	0	0	0	0	0	0.0194640887562447284759618500	0	0.1825866441251056635672020300	0	0	0
synechococcus cyanobacterium 5x15	0	0.0029776083849452120057170100	0.0058990089664936290703161900	0	0	0	0	0.125658943238935883290425400	0	0	0	0.0208980176737520898017673800	0.0295884250081368168772376200	0.0032448569018106301512103300	0	0	0	0.0783969393834864686882624100	0	0	0	0
bacillaria paxillifer	0.0382780754961427477769271500	0.0029776083849452120057170100	0.0707881075979235488437942400	0.0183435751627992295698431600	0	0.0267809319764327798607391500	0	0.0398430795635650361652568300	0	0	0	0	0.0059176850016273633754475200	0.1168148484651826854435719400	0	0.031286174639426837280605700	0	0.0815328169588259274357929100	0	0	0	0
corynebacterium diphtheriae	0	0	0.0058990089664936290703161900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219511430273762112327134700	0.1251056635672020287404902800	0	0	0
nitrincola	0.0058889346917142688887580200	0.0029776083849452120057170100	0	0.0030572625271332049283071900	0.0297274979355904211395540900	0.0148782955424626554781884200	0	0	0.015258789062500	0	0.0985869208018402891883010200	0.0029854310962502985431096300	0	0.0259588552144850412096826500	0	0	0.0064880295854149094919872800	0	0.0067624683009298393913778500	0	0	0
acinetobacter calcoaceticus	0	0	0	0.0030572625271332049283071900	0	0	0	0	0	0	0	0	0	0	0	0.0031286174639426837280605700	0	0.003135877575339458747530500	0	0	0.4984221547173150087002683800	0
vibrio alginolyticus	0	0	0	0	0.0099091659785301403798513600	0	0.2653073391760567578846956400	0	0	0.0985045222530670726246977700	0	0	0	0	0.0148588410104011887072808300	0	0.038928177512489456951923700	0.003135877575339458747530500	0	0.0454050127134035597529967300	0	0
bacillus pumilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8579436696745966639321848500
ectothiorhodospiraceae	0	0	0	0	0	0	0	0	0.07934570312500	0	0	0	0	0	0	0	0.0097320443781223642379809300	0.0752610618081470099407319100	0	0	0	0
mesoflavibacter zeaxanthinifaciens	0.0058889346917142688887580200	0.0148880419247260600285850400	0	0	0	0	0	0	0	0	0.0029874824485406148238879100	0.0567231908287556723190828800	0	0	0	0.0031286174639426837280605700	0	0	0	0	0	0
verrucomicrobia	0	0	0	0	0	0	0	0.0521024886600465857545666300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cytophagales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501740412054313399604879400	0	0	0	0
lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9312277823352474706043204800
thalassomonas	0.4946705141039985866556739900	0.0595521676989042401143401600	0	0.0519734629612644837812222900	0.0066061106523534269199009100	0.0119026364339701243825507300	0.0029809813390568175043224200	0	0.09155273437500	0.0029849855228202143219605400	0.155349087324111970842171300	0.5881299259613088129925961300	0	0	0	0.1407877858774207677627256500	37.202361642769091027055083370	0	0.1183431952662721893491124300	0	0	0
pseudomonas thermaerum	0	0	0	0	0	0	0	0.012259409096481549589309800	0	0	0	0	0	0	0	0	0	0	0	0	0.0294924351903736691538620300	3.6573694284933005195515449800
ruegeria mobilis	0.0294446734585713444437901200	0.4555740828966174368747022400	0.0324445493157149598867390300	0.0336298877984652542113791300	0.0462427745664739884393063600	0.0535618639528655597214783100	0.0029809813390568175043224200	0.0183891136447223243839646900	0.268554687500	0.0447747828423032148294080800	0.4540973321781734532309622700	0.0388106042512538810604251300	0	0.2174054124213122201310922200	0.008915304606240713224368500	0.0876012889903951443856959600	0.4217219230519691169791734300	0.0376305309040735049703659600	0.1183431952662721893491124300	0.0121080033902409492674657900	0	0
arcobacter bivalviorum	0.0206112714209999411106530800	0.0059552167698904240114340200	0	0	0.0726672171758876961189099900	0.0684401594953282151996667300	0	0	0	0	0.1344367101843276670749559300	0.011941724385001194172438500	0	0	0	0	0.0681243106468565496658664800	0	0	0	0	0
truepera	0	0	0	0	0	0	0	0.0735564545788892975358587700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
corynebacterium glutamicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0250289397115414698244845600	0	0	0	0	0.0235939481522989353230896300	0
sphingomonadales	0	0	0	0	0.0066061106523534269199009100	0	0	0	0	0	0.0209123771397843037672153700	0	0	0.0292037121162956713608929800	0	0	0.0324401479270745474599364200	0	0	0	0	0
bacteriovoracaceae	0	0	0	0.0214008376899324344981503600	0.0033030553261767134599504500	0.0267809319764327798607391500	0	0	0	0	0.0149374122427030741194395500	0	0	0	0	0	0	0	0	0	0	0
hyphomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376305309040735049703659600	0	0	0	0
bryopsidaceae	0.1295565632177139155526765200	0.3215817055740828966174368700	0.6016989145823501651722510600	4.6531535662967379008835488700	0.0990916597853014037985136300	1.9371540796286377432601321200	0	0.6865269094029667770013485400	0.8789062500	0.1014895077758872869466583100	0.4989095689062826755892809100	6.7291616909481729161690948200	0	0.2985268349665779739113505100	0.0059435364041604754829123300	11.463254387885993179613928600	0.155712710049957827807694800	0.5080121672049923170999404200	1.0650887573964497041420118300	0.0030270008475602373168664500	0	0
candidatus atelocyanobacterium cyanobacterium ucyn_a	0	0	0	0	0	0	0	0.0521024886600465857545666300	0	0	0	0	0	0	0	0	0.0291961331343670927139427800	0	0.1690617075232459847844463200	0	0	0
enterococcus sulfureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3589007383100902378999179700
enhydrobacter aerosaccus	0	0.0089328251548356360171510200	0	0	0	0	0	0.0030648522741203873973274500	0	0	0	0	0	0	0	0	0.0032440147927074547459936400	0	0	0	0.0619341138997847052231102700	0
staphylococcus sciuri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5943396226415094339622641500
sphingobium yanoikuyae	0	0	0	0.0091717875813996147849215800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0412894092665231368154068500	0
celeribacter neptunius	0.0029444673458571344443790100	0.0535969509290138161029061500	0	0.0091717875813996147849215800	0.0165152766308835672997522700	0.035707909301910373147652200	0	0	0.01831054687500	0	0.0029874824485406148238879100	0.0089562932887508956293288800	0	0.0227139983126744110584723200	0	0.0093858523918280511841817100	0.0064880295854149094919872800	0	0	0	0	0
thalassobius mediterraneus	0.0471114775337141511100641900	0.2679847546450690805145307300	0	0.0275153627441988443547647400	0.03633360858794384805945500	0.1220020234481937749211450300	0.0089429440171704525129672700	0	0.073242187500	0.0059699710456404286439210800	0.0716995787649747557733098300	0.04776689754000477668975400	0	0.0356934259199169316633136500	0	0.0594437318149109908331508300	0.5968987218581716732628300800	0	0	0	0	0
pseudoalteromonas flavipulchra	0	0.0059552167698904240114340200	0	0	0	0	0	0	0.0122070312500	0	0.0059749648970812296477758200	0	0	0	0	0	0.0032440147927074547459936400	0.0501740412054313399604879400	0	0	0	0
haliscomenobacteraceae	0.0235557387668570755550320900	0.0208432586946164840400190600	0	0	0.0165152766308835672997522700	0.0089269773254775932869130500	0	0	0	0	0	0.0149271554812514927155481300	0	0	0	0.0657009667427963582892719700	0	0	0	0	0	0
chromatiales	0	0	0	0.0091717875813996147849215800	0.0033030553261767134599504500	0	0	0	0.01831054687500	0	0.0119499297941624592955516400	0	0	0	0	0	0.5352624407967300330889508900	0	0.1589180050718512256973795400	0	0	0
vibrio rotiferianus	0	0	0	0	0.0627580511973575557390586300	0.0059513182169850621912753700	0.1073153282060454301556072300	0	0.003051757812500	3.3640786842183815408495268800	0.0059749648970812296477758200	0.0029854310962502985431096300	0	0.0681419949380232331754169600	2.4101040118870728083209509700	0.0062572349278853674561211400	0.0291961331343670927139427800	0	0	2.4821406949993945998304879500	0	0
rhodovibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0551625673307807125705756400	0	0	0	0	0	0	0	0
entomoplasmatales	0	0	0	0	0	0.0238052728679402487651014700	0	0.1103346818683339463037881600	0.015258789062500	0	0	0	0.0147942125040684084386188100	0	0	0.0125144698557707349122422800	0	0.0125435103013578349901219900	0.0169061707523245984784446300	0	0	0
enterococcus villorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294924351903736691538620300	6.5114848236259228876127973700
navicula lanceolata	0.0382780754961427477769271500	0	0.0206465313827277017461066500	0	0.0033030553261767134599504500	0	0	0.2359936251072698295942135600	0	0	0	0	0	0.0421831397235381919657343100	0	0	0	0.1097557151368810561635673700	0	0.0030270008475602373168664500	0	0
rhodopseudomonas palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0973250361282331082077447100	0
thioprofundum	0	0	0	0	0	0	0	0.0796861591271300723305136700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
roseobacter denitrificans	0.0235557387668570755550320900	0.0387089090042877560743211100	0	0.0336298877984652542113791300	0.0198183319570602807597027300	0.0119026364339701243825507300	0	0	0.2075195312500	0.0238798841825617145756843100	0.0059749648970812296477758200	0	0	0.2401194107339866311895645400	0.008915304606240713224368500	0.0156430873197134186403028500	0.0486602218906118211899046300	0	0.0439560439560439560439560400	0	0	0
photobacterium profundum	0	0	0	0	0.0099091659785301403798513600	0	0.0417337387467954450605139200	0	0	0.2984985522820214321960538500	0	0	0	0	0.3833580980683506686478454700	0	0.0032440147927074547459936400	0	0	0.2209710618718973241312507600	0	0
leisingera aquimarina	0.0029444673458571344443790100	0.0029776083849452120057170100	0.0088485134497404436054742800	0.0091717875813996147849215800	0	0	0	0	0.027465820312500	0	0.029874824485406148238879100	0	0	0.0194691414108637809072619900	0.0118870728083209509658246700	0	0.0486602218906118211899046300	0	0	0	0	0
pseudomonas argentinensis	0	0	0	0.0030572625271332049283071900	0	0	0	0	0	0	0	0	0	0	0	0.0093858523918280511841817100	0	0.0250870206027156699802439700	0.0135249366018596787827557100	0	0	0
pseudoruegeria aquimaris	0.0235557387668570755550320900	0.0476417341591233920914721300	0.0353940537989617744218971200	0.0152863126356660246415359700	0.0198183319570602807597027300	0.0386835684104029042432898900	0.0029809813390568175043224200	0.0521024886600465857545666300	0.009155273437500	0.0029849855228202143219605400	0.2539360081259522600304723200	0.1701695724862670169572486300	0.0088765275024410450631712900	0.0746317087416444934778376300	0.0029717682020802377414561700	0.0344147921033695210086662700	0.4346979822227989359631479900	0	0.0033812341504649196956889300	0.0030270008475602373168664500	0	0
marinifilum fragile	0	0	0	0	0.0066061106523534269199009100	0	0.0029809813390568175043224200	0	0	0.2179039431658756455031193100	0	0	0	0	0	0	0	0	0	0	0	0
bacillus alkalitelluris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3076292042657916324856439700
acinetobacter junii	0.1295565632177139155526765200	0.3811338732729871367317770400	0.268404907975460122699386500	1.9627625424195175639732183800	0.1552436003303055326176713500	0.6873772540617746830923049500	0	2.4304278533774672060806669100	0	0.0208948986597415002537237700	0	1.3583711487938858371148793900	0	0.2109156986176909598286715600	0	3.3038200419234740168319619600	0.9375202750924544215921624600	2.3299570384772178494151588300	6.2147083685545224006762468300	0	90.08464328899637243047158404	0.0068362045392398140552365300
endozoicomonas	0.2650020611271420999941110700	0.3751786565030967127203430200	0.0589900896649362907031618700	0.2476382646977895991928826900	1.4962840627580511973575557400	0.3154198655002082961375944800	0	0.640554125291160966041436800	0.674438476562500	0	1.269680040629761300152361600	0.2836159541437783615954143800	0.213036660058585081516110900	1.2525147640989032383671880100	0.0029717682020802377414561700	0.1001157588461658792979382400	0.2205930059041069227275676400	0.6522625356706074194863432500	0.3144547759932375316990701600	0	0	0
desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1362839898760464663508339300	0	0	0	0	0	0	0	0
cymatosira belgica	0	0	0	0	0	0	0	0.0245188181929630991786195900	0.0122070312500	0	0	0	0.0384649525105778619404089100	0.0259588552144850412096826500	0	0.0062572349278853674561211400	0	0.0313587757533945874753049600	0	0	0	0
marinobacter salsuginis	0.0029444673458571344443790100	0.0059552167698904240114340200	0	0	0.0594549958711808422791081800	0.0208296137594477176694637900	0	0	0.051879882812500	0	0.0388372718310279927105428300	0.035825173155003582517315500	0	0.0681419949380232331754169600	0	0	0.0324401479270745474599364200	0	0	0	0	0
oleibacter	0.0029444673458571344443790100	0.0029776083849452120057170100	0	0	0.0132122213047068538398018200	0	0	0	0.015258789062500	0	0.0328623069339467630627670100	0	0	0.0324485690181063015121033200	0	0	0	0	0	0	0	0
marinobacterium	0	0	0	0	0.0264244426094137076796036300	0.0089269773254775932869130500	0	0	0.003051757812500	0	0.0149374122427030741194395500	0.0029854310962502985431096300	0	0.0194691414108637809072619900	0	0	0.0032440147927074547459936400	0	0	0	0	0
gammaproteobacteria	0	0	0	0.0764315631783301232076798400	0	0.0684401594953282151996667300	0	0	0.003051757812500	0	0	0	0	0	0	0	0	0	0.4868977176669484361792054100	0	0	0
pelomonas aquatica	0	0	0	0	0	0	0	0	0.00610351562500	0	0.0059749648970812296477758200	0.0089562932887508956293288800	0	0	0	0.0281575571754841535525451300	0	0.0627175515067891749506099300	0.0169061707523245984784446300	0	0	0
myxococcales	0.0029444673458571344443790100	0	0.1091316658801321378008494600	0	0	0	0	0.0674267500306485227412038700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vibrio orientalis	0.0029444673458571344443790100	0	0	0	0.0297274979355904211395540900	0.0208296137594477176694637900	0.2831932272103976629106301800	0.0183891136447223243839646900	0	0.1611892182322915733858690800	0.0119499297941624592955516400	0.0029854310962502985431096300	0	0.071386851839833863326627300	0.0237741456166419019316493300	0	0.5320184260040225783429572400	0.1191633478628994324061588600	0.0439560439560439560439560400	0.0423780118658433224361302800	0	0
vibrio shilonii	0	0.0029776083849452120057170100	0	0	0.03633360858794384805945500	0.0476105457358804975302029400	0.0029809813390568175043224200	0	0	0.0059699710456404286439210800	0.0029874824485406148238879100	0.011941724385001194172438500	0	0.0064897138036212603024206600	0	0	0.1849088431843249205216375800	0	0	0.006054001695120474633732900	0	0
labrenzia aggregata	0.0029444673458571344443790100	0.0148880419247260600285850400	0	0.0550307254883976887095294900	0.0033030553261767134599504500	0.0029756591084925310956376800	0	0	0.076293945312500	0.0208948986597415002537237700	0.0059749648970812296477758200	0.0029854310962502985431096300	0	0.133039132974235836199623600	0.008915304606240713224368500	0	0	0.0156793878766972937376524800	0.1048182586644125105663567200	0.0030270008475602373168664500	0	0
thalassiosira eccentrica	0	0	0	0	0	0	0	0.0367782272894446487679293900	0	0	0	0	0	0	0	0	0	0.2822289817805512872777446800	0	0	0	0
kordiimonas	0	0.0148880419247260600285850400	0	0	0.0165152766308835672997522700	0.0029756591084925310956376800	0	0	0.076293945312500	0	0.2867983150598990230932393300	0.394076904705039407690470500	0	0.184956843403205918618988900	0	0	0.0940764289885161876338156100	0	0.574809805579036348267117500	0.006054001695120474633732900	0	0
loktanella agnita	0	0.0863506431634111481657932300	0	0	0	0.0476105457358804975302029400	0	0.1042049773200931715091332600	0	0	0	0	0	0	0	0.1126302287019366142101805200	0	0	0	0	0	0
parvularculales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4254919750962049870162375200	0.0227081035489521832219554900	0	1.6500422654268808114961961100	0	0	0
jannaschia rubra	0	0.0089328251548356360171510200	0	0.0611452505426640985661438700	0.0495458298926507018992568100	0	0	0	0.082397460937500	0.0059699710456404286439210800	0.0029874824485406148238879100	0.0029854310962502985431096300	0	0.2401194107339866311895645400	0	0	0	0	0.1690617075232459847844463200	0.0090810025426807119505993500	0	0
shigella sonnei	0	0.0119104335397808480228680300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7116488925348646431501230500
attheya septentrionalis	0.0117778693834285377775160500	0	0	0	0	0	0	0.1133995341424543337011156100	0	0	0	0	0	0	0	0	0	0.0250870206027156699802439700	0	0	0	0
spirochaeta	0	0	0.047192071731949032562529500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photococcus caeruleum	0	0	0	0	0.7332782824112303881090008300	0	0.6528349132534430334466106200	0	0.003051757812500	3.3849735828781230411032506500	0	0	0	0	2.0980683506686478454680534900	0	0.0811003698176863686498410400	0	0	2.4064656738103886669088267300	0	0
oceanospirillum nioense	0	0.1637684611719866603144354500	0	0.0642025130697973034944510700	0.5780346820809248554913294800	0.2797119561982979229899422700	0	0	0.759887695312500	0.0477597683651234291513686200	1.1591431900337585516685089500	0	0	0.5905639561295346875202803600	0.0029717682020802377414561700	0.0031286174639426837280605700	0.2465451242457665606955167700	0	0.1014370245139475908706677900	0	0	0
amphritea japonica	0.0088334020375714033331370400	0	0	0	0.0066061106523534269199009100	0.0119026364339701243825507300	0	0	0	0	0.092611955904759059540525200	0	0	0.0129794276072425206048413300	0	0	0.4768701745279958476610653300	0	0	0	0	0
photobacterium phosphoreum	0.0235557387668570755550320900	0.0297760838494521200571700800	0	0.0122290501085328197132287700	10.150289017341040462427745660	0.0297565910849253109563768400	24.739164132832528468371787990	0	0.14038085937500	54.852093967344258380346855320	0.0268873420368655334149911900	0.0537377597325053737759732500	0.0621356925170873154421990100	0.0421831397235381919657343100	62.903417533432392273402674590	0.0657009667427963582892719700	6.7832349315512878738727048600	0	0	47.841748395689550793074222060	0	0
alphaproteobacteria	0	0	0.091434638980651250589900900	0	0	0	0	0.2727718523967144783621429400	0	0	0	0	0	0	0	0	0	4.9076484054062529398852268800	0	0	0	0
tropicibacter phthalicus	0.0530004122254284199988222100	0.1905669366364935683658885200	0	0.0642025130697973034944510700	0.0231213872832369942196531800	0.2648336606558352675117538500	0.0208668693733977225302569600	0	0.0976562500	0.0119399420912808572878421500	0.7976578137603441579780718800	0.04776689754000477668975400	0	0.3407099746901161658770848200	0.0208023774145616641901931600	0.0250289397115414698244845600	1.2392136508142477129695711400	0	0.1690617075232459847844463200	0.0030270008475602373168664500	0	0
rubritalea spongiae	0	0	0	0	0	0	0	0	0	0	0	0.0656794841175065679484117500	0	0	0	0	0	0	0	0	0	0
listeria welshimeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.889253486464315012305168170
achromobacter xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796295750140089067154274900	0
lactobacillus fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.034727919059338255400601590
leisingera phaeobacter caeruleus	0.0147223367292856722218950600	0.0297760838494521200571700800	0	0.0336298877984652542113791300	0.0627580511973575557390586300	0.0803427959292983395822174600	0.0119239253562272700172896900	0.0245188181929630991786195900	0.064086914062500	0.0328348407510223575415659200	0.1194992979416245929555163900	0.0149271554812514927155481300	0	0.1460185605814783568044649200	0.0029717682020802377414561700	0	0.233569065074936741711542200	0	0	0	0	0
tepidiphilus succinatimandens	0	0	0	0	0	0	0	0.0919455682236116219198234600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arcobacter	0	0	0	0	0.0165152766308835672997522700	0.0238052728679402487651014700	0	0	0	0	0.062737131419352911301646100	0.0179125865775017912586577500	0	0.0064897138036212603024206600	0.026745913818722139673105500	0	0	0	0	0.0030270008475602373168664500	0	0
holosporales	0	0.0148880419247260600285850400	0	0	0	0.0029756591084925310956376800	0	0	0	0	0.0029874824485406148238879100	0.0179125865775017912586577500	0	0.0064897138036212603024206600	0	0	0	0	0	0	0	0
thalassolituus oleivorans	0.0176668040751428066662740700	0.0148880419247260600285850400	0	0	0.0132122213047068538398018200	0.0952210914717609950604058800	0	0	0	0	0.6064589370537448092492456600	0.0179125865775017912586577500	0	0.3050165487701992342137711700	0	0	1.570103159670408097060922600	0	0	0	0	0
toxarium	0.073611683646428361109475300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ferrimonas kyonanensis	0	0.0029776083849452120057170100	0	0	0.0231213872832369942196531800	0	0.8227508495796816311929887300	0	0	0.3164084654189427181278170800	0	0	0	0	0.026745913818722139673105500	0	0.0129760591708298189839745700	0	0	0.0211890059329216612180651400	0.002949243519037366915386200	0
rubribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2985268349665779739113505100	0	0	0	0	0	0	0	0
ferrimonas futtsum	0	0.0059552167698904240114340200	0	0.0336298877984652542113791300	4.4492155243600330305532617700	0	0.0924104215107613426339951100	0	0.11596679687500	17.014417480075221635175069400	0.0149374122427030741194395500	0.02388344877000238834487700	0	0.0032448569018106301512103300	12.487369985141158989598811290	0	4.454032310387335366249270100	0	0.0811496196111580726965342300	13.297614723332122532994309240	0.002949243519037366915386200	0
haliea mediterranea	0	0	0.0088485134497404436054742800	0.0091717875813996147849215800	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084668694534165386183323400	0	0	0	0
cellulomonas bogoriensis	0	0	0	0	0	0	0	0.0643618977565281353438764300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methylophaga	0.0058889346917142688887580200	0.1012386850881372081943782800	0	2.5314133724662936806383564200	6.4409578860445912469033856300	0	0	0	16.317749023437500	0.1910390734604937166054744600	0	0	0	24.04114478551495879031734700	0.9271916790490341753343239200	0	0	0	11.672020287404902789518174130	0.4207531178108729870444363700	0	0
fusibacter	0	0.0148880419247260600285850400	0	0.0550307254883976887095294900	0.1486374896779521056977704400	0	0.0834674774935908901210278400	0	0.076293945312500	5.2386495925494761350407450500	0.0119499297941624592955516400	0.0059708621925005970862192500	0	0.0778765656434551236290479600	0.0208023774145616641901931600	0	0.6098747810290014922468046500	0	0.1251056635672020287404902800	0.0908100254268071195059934600	0	0
parvularculaceae	0	0	0.047192071731949032562529500	0	0	0	0	0	0	0	0	0	0	0.4769939645661626322279187500	0	0	0	0	0	0	0	0
propionigenium maris	0.0029444673458571344443790100	0	0.0088485134497404436054742800	0	0.0066061106523534269199009100	0	61.288976331008167888869015680	0	0.12817382812500	0.3671532193068863616011462300	0.0089624473456218444716637300	0	0.0207118975056957718140663400	0	15.845468053491827637444279350	0	0	0	0	19.297130403196512895023610610	0	0
thalassotalea ganghwensis	0.0235557387668570755550320900	0.2382086707956169604573606500	0	0	0.1882741535920726672171758900	0.2142474558114622388859132300	0.0059619626781136350086448500	0	0.15258789062500	0.0059699710456404286439210800	0.3047232097511427120365667900	0.0328397420587532839742058800	0	0.0162242845090531507560516600	0	0.1220160810937646653943622300	1.0056445857393109712580289400	0	0.1825866441251056635672020300	0	0	0
vibrio	0	0	0	0	0.8356729975227085053674649100	0	0.1401061229356704227031538800	0	0	1.3671233694516581594579266300	0	0	0	0	0	0	0.0032440147927074547459936400	0	0	0.6598861847681317350768858200	0	0
ralstonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031286174639426837280605700	0	0	0	0	0.2034978028135783171616480400	0
cytophagaceae	0	0	0	0	0.0165152766308835672997522700	0	0	0	0.0366210937500	0	0	0	0	0	0	0	0	0	0	0	0	0
