otu name	taxonomy	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
Zotu1	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	96.69600304084675886669980410	93.26730927471494063712236981	97.16372382237343814160849416	76.641131408367707719505008840	26.149633832552615953025004950	89.63783879122817332000705509	0	89.18385385975250441956393636	62.824060150375939849624060150	0.0029848964240940839352874500	82.26967227740438946053648962	85.54276700163589623743865389	97.57069707901780519027115094	47.373310269716189377922993140	0.0148579579222631641507191300	76.839381285655472563665235550	1.580800	82.37520700260231842914596641	61.448100366907326310806012550	0	0	0
Zotu2	ay345894.1 photobacterium phosphoreum ak9  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__photobacterium;s__photobacterium phosphoreum;superkingdom__bacteria	0.0233911289143592292623022700	0.0293875631832608440108146200	0	0.0117855038302887448438420700	9.329022893712476083657715910	0.0293962020107002175318948800	24.202587491802301317593751860	0	0.1383458646616541353383458600	47.797146439018566055757865200	0.0267650032712781776006661500	0.0525823790605281607852301900	0.0610962411264983125800069800	0.0384393619065923505669805900	56.531558302626886960656127420	0.0617538081515026759983532300	6.518400	0	0	42.193364814142147959801428740	0	0
Zotu3	fj596644.1 acinetobacter junii str. p1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__moraxellales;f__moraxellaceae;g__acinetobacter;s__acinetobacter junii; superkingdom__bacteria;	0.128651209028975760942662500	0.3761608087457388033384271800	0.2669091335718894820202968300	1.8915733647613435474366529200	0.1550438741175694398627696800	0.6790522664471750249867717100	0	2.3364761343547436652916912200	0	0.0208942749686585875470121200	0	1.3291656929189062865155410100	0	0.2082132103273752322378115200	0	3.105334352761277421631476800	0.924800	2.1971847646084693636148568700	5.4385134335424310569298141800	0	90.08464328899637243047158404	0.0068362045392398140552365300
Zotu4	y16800.1 propionigenium maris str. ml_1  ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__propionigenium;s__propionigenium maris;superkingdom__bacteria	0.0029238911142949036577877800	0	0.0087992022056666862204493500	0	0.0032988058322887114864419100	0	43.221248434984796995170810230	0	0.0992481203007518796992481200	0.164169303325174616440809500	0.0089216677570927258668887200	0	0.0203654137088327708600023300	0	5.0606204683228337097349340300	0	0	0	0	14.911006175081729022884126410	0	0
Zotu5	x95459.1 methylophaga marina str. dsm 5989  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__thiotrichales;f__piscirickettsiaceae;g__methylophaga;s__methylophaga marina;superkingdom__bacteria	0.0058477822285898073155755700	0.0793464205948042788291994800	0	2.0683559222156747200942840300	5.5815794682324998350597083900	0	0	0	14.790977443609022556390977440	0.1910333711420213718583965100	0	0	0	20.971875200205009930168492540	0.9033638416736003803637228100	0	0	0	9.489288673215765179311161080	0.4086451144206320377769705800	0	0
Zotu6	bolocera tuediae  ;k__metazoa;p__cnidaria;c__anthozoa;o__actiniaria;f__actiniidae;g__bolocera;s__bolocera tuediae;suborder__nynantheae;subclass  hexacorallia;superkingdom__eukaryota	0.6988099763164819742112803700	1.3018690490184553896790878100	0.5572828063588901272951252400	3.6269888037713612256923983500	0.1286534274592597479712344100	1.2111235228408489623140690200	0	3.8656452563347083087802003500	1.4496240601503759398496240600	0.0029848964240940839352874500	0.4550050556117290192113245700	2.1500350549193736854405234900	1.6670545793087396718259048100	1.2813120635530783522326862700	0.0059431831689052656602876500	6.0077633358819031935540786900	1.356800	5.6866572036905606813342796300	12.471890164516510829683986270	0	0	0
Zotu7	fusibacter paucivorans  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__eubacteriales family xii. incertae sedis;g__fusibacter;s__fusibacter paucivorans;superkingdom__bacteria;	0.0058477822285898073155755700	0.0058775126366521688021629200	0	0.0559811431938715380082498500	28.739196410899254469881902750	0	0.0894294401717045251296726900	0	0.0842105263157894736842105300	3.8564861799295564443913796200	0	0.0788735685907922411778452900	0.0029093448155475386942860500	0.0064065603177653917611634300	0	0	0.27200	0	0.0591786010178719375073973300	4.9521733866085482503935101100	0	0
Zotu8	ab245515.1 deselenobacterium futtsum str. fut3661  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__ferrimonadaceae;g__ferrimonas;s__ferrimonas futtsum;superkingdom__bacteria	0	0.0058775126366521688021629200	0	0.032410135533294048320565700	3.7705350663059972290031008800	0	0.0685625707983068025994157300	0	0.1142857142857142857142857100	11.518715300579069906274252280	0.0148694462618212097781478600	0.0233699462491236270156578600	0	0	7.4616664685605610364911446600	0	4.249600	0	0.0710143212214463250088767900	8.581547402833272793316382130	0.002949243519037366915386200	0
Zotu9	thalassomonas sediminis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassomonas;s__thalassomonas sediminis;superkingdom__bacteria	0.4912137072015438145083477100	0.0587751263665216880216292500	0	0.0500883912787271655863288200	0.0065976116645774229728838200	0.0117584808042800870127579500	0.0029809813390568175043224200	0	0.0902255639097744360902255600	0.0029848964240940839352874500	0.1546422411229405816927377600	0.575484926384669315260574900	0	0	0	0.1323295888960771628536140700	36.697600	0	0.1035625517812758906379453200	0	0	0
Zotu10	thalassomonas loyana ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassotalea;s__thalassomonas loyana;superkingdom__bacteria	0.1403467734861553755738136300	0.3262019513341953685200423200	0	0.1090159104301708898055391900	0.4849244573464405885069604800	0.511493914986183785054970900	0.0149049066952840875216121100	0	1.2150375939849624060150375900	0.032833860665034923288161900	3.8273954677927793968952596200	0.1548258939004440289787333500	0	0.0512524825421231340893074500	0.0059431831689052656602876500	0	17.622400	0	0.0946857616285951000118357200	0.0211890059329216612180651400	0	0
