genus	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
melittangium	0.0029238911142949036577877800	0	0	0	0	0	0	0.0648202710665880966411314100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
corynebacterium	0	0	0.005866134803777790813632900	0.0206246317030053034767236300	0	0	0	0	0	0	0	0	0	0	0	0.0235252602481914956184202800	0	0.0384478883236720690878977900	0.1094998520272269902337969800	0	0.0383401657474857699000206400	0
portibacter	0.0233911289143592292623022700	0.0205718987862579716107796700	0	0	0.0164940291614435574322095400	0.0088188606032100652595684600	0	0	0	0	0	0.0146062164057022668847861600	0	0	0	0.0617538081515026759983532300	0	0	0	0	0	0
spiroplasma	0	0	0	0	0	0.023516961608560174025515900	0	0.1060695344725987035945786700	0.0150375939849624060150375900	0	0	0	0.0145475705557171952283968600	0	0	0.0117626301240957478092101400	0	0.0118301194842067904885839300	0.0147972773009766203018644600	0	0	0
cellulomonas	0	0	0	0	0	0	0	0.0618738951090159104301708900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thalassobius	0.055553931171603169497967900	0.3115173244776207129632350800	0	0.0265173836181496758986446700	0.0593785049811968067559543400	0.1499206302545711094126638800	0.0089429440171704525129672700	0	0.0842105263157894736842105300	0.0059697928481881678705748900	0.0743472313091060488907393100	0.0496611357793877074082729600	0	0.0480492023832404382087257400	0	0.0646944656825266129506557700	0.601600	0	0	0	0	0
lambia	0.128651209028975760942662500	0.3173950098451229905663149900	0	0	0.0989641749686613445932572400	0.8142747956963960256334881500	0	0	0	0	0	0	0	0	0	10.774569193671704993236487680	0.153600	0.4791198391103750147876493600	0.929269014501331754957087900	0.0030270008475602373168664500	0	0
parvularcula	0	0	0.0469290784302223265090631800	0	0	0	0	0	0	0	0	0	0	0.470882183355756294445512200	0	0.3999294242192554255131447400	0.022400	0	1.44421426457531814146197100	0	0	0
teredinibacter	0	0	0	0	0.0164940291614435574322095400	0.0088188606032100652595684600	0	0	0	0	0.0356866710283709034675548700	0.0438186492171068006543584900	0	0	0	0	0.09600	0	0	0	0	0
cohaesibacter	0	0.0235107414700091104123196300	0	0.0117855038302887448438420700	0	0	0.0059619626781136350086448500	0	0	0	0	0	0	0	0.0029715915844526328301438300	0	0.035200	0	0	0.0030270008475602373168664500	0	0
maritimibacter	0.0058477822285898073155755700	0.0734710670937784700384988400	0	0.0117855038302887448438420700	0.0065976116645774229728838200	0.0264565818096301957787053900	0	0	0	0	0	0.0204487029679831736387006300	0	0	0	0.0441098629653590542845380200	0	0	0	0	0	0
shigella	0	0.0117553707350045552061598100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7116488925348646431501230500
dermatocarpon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646944656825266129506557700	0	0	0	0	0	0
aestuariivita	0.0087716733428847109733633500	0	0	0	0	0.0088188606032100652595684600	0	0	0.0150375939849624060150375900	0	0.0059477785047284839112591400	0.0116849731245618135078289300	0	0	0	0	0.025600	0	0	0	0	0
fusibacter	0.0087716733428847109733633500	0.0205718987862579716107796700	0	0.1090159104301708898055391900	29.66286204394009368608563700	0	0.1728969176652954152507005300	0	0.1654135338345864661654135300	9.151692436272461345591307980	0.0118955570094569678225182900	0.0905585417153540546856742200	0.0058190282222868780913587400	0.0864885642898327887757063200	0.0208011410911684298110067800	0	0.876800	0	0.171648416691328795501627700	5.2790894781450538806150865700	0	0
maricurvus	0.0116955644571796146311511400	0.0029388426837511388015399500	0	0.0147318797878609310548025900	0.0296892524905984033779771700	0	0	0	0	0	0.0059477785047284839112591400	0	0	0.0896918444487154846562880400	0	0	0.156800	0	0.0266350991417579165433560200	0	0	0
tropicibacter	0.0526300400573082658401801100	0.1880859317600728832985570300	0	0.0618738951090159104301708900	0.0230916408260209804050933600	0.2616261978952319360338644200	0.0208668693733977225302569600	0	0.096240601503759398496240600	0.0119395856963763357411497800	0.7940284303812526021530958200	0.0467398924982472540313157300	0	0.3363444166826830674610801500	0.0208011410911684298110067800	0.0235252602481914956184202800	1.222400	0	0.1479727730097662030186445700	0.0030270008475602373168664500	0	0
terasakiella	0	0	0	0	0.0197928349937322689186514500	0	0	0	0.0330827067669172932330827100	0	0.0089216677570927258668887200	0	0	0.0160164007944134794029085800	0	0	0	0	0	0	0	0
endozoicomonas	97.10534779684804537879009386	93.88132953243012901519381667	97.36317240570188302927201267	77.086034177961107837360047140	28.221283895229926766510523190	90.29043447586571814921512141	0	90.07955215085444902769593400	64.099248120300751879699248120	0.0029848964240940839352874500	84.60417534051031939570570392	85.95174106099555971021266651	97.83823101542042478906022694	49.843039272214747901851495930	0.0178295495067157969808629500	77.045227312827148150326412990	1.881600	83.07109901810008281083638945	61.956200059189109203906481210	0	0	0
bolocera	0.6988099763164819742112803700	1.3019073089017544890821994300	0.5572828063588901272951252400	3.6269888037713612256923983500	0.1286534274592597479712344100	1.2111235228408489623140690200	0	3.8656452563347083087802003500	1.4496240601503759398496240600	0.0029848964240940839352874500	0.4550050556117290192113245700	2.1500350549193736854405234900	1.667151585685190573174279900	1.2813120635530783522326862700	0.0059431831689052656602876500	6.0077633358819031935540786900	1.356800	5.6873299420324145273867266100	12.474104764723290914471737200	0	0	0
flammeovirga	0	0	0	0	0.0230916408260209804050933600	0.0176377212064201305191369300	0	0	0	0.0507432392095994268998865700	0	0	0	0	0	0.0235252602481914956184202800	0	0	0	0	0	0
comamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285091934140559933371772700	0	0	0	0	0	0	0	0
brevundimonas	0	0	0	0	0	0.0088188606032100652595684600	0	0	0	0	0.0089216677570927258668887200	0	0	0	0	0	0.028800	0	0	0	0	0
congregibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1313344865141905311038503400	0	0	0	0	0	0	0	0
oleibacter	0.0029238911142949036577877800	0.044082640256267082023099300	0	0.0353565114908662345315262200	0.1550438741175694398627696800	0.0205773414074901522723264200	0	0	0.1804511278195488721804511300	0.0029848964240940839352874500	0.1249033485992981621364420400	0	0	0.163367288103017489909667500	0	0.0147032876551196847615126700	0.022400	0	0	0	0	0
marinobacterium	0.0116955644571796146311511400	0.0176330561025068328092397200	0	0.0147318797878609310548025900	0.3232829715642937256713069900	0.12052442824387089188076900	0	0	0.2015037593984962406015037600	0.0149244821204704196764372300	0.5888300719681199072146553300	0.0847160551530731479317597600	0	0.2274328912806714075213018100	0.0029715915844526328301438300	0	1.548800	0.0473204779368271619543357400	0.1775673276117194436223734800	0.0030270008475602373168664500	0	0
gilvimarinus	0.0701733867430776877869068200	0.0293884268375113880153995400	0	0.0147318797878609310548025900	0.0263904466583096918915352600	0.1499206302545711094126638800	0	0	0.0300751879699248120300751900	0	0.1130077915898411943139237500	0.0438186492171068006543584900	0	0.0224229611121788711640720100	0	0.0176439451861436217138152100	0.348800	0	0	0.0030270008475602373168664500	0	0
photococcus	0	0	0	0	0.7323348947680939499901035800	0	0.6528349132534430334466106200	0	0.0030075187969924812030075200	3.3848725449226911826159632300	0	0	0	0	2.0979436586235587780815404700	0	0.0800	0	0	2.4064656738103886669088267300	0	0
staphylococcus	0.017543346685769421946726700	0.0029388426837511388015399500	0.0146653370094444770340822400	0.0854449027695934001178550400	0	0.0029396202010700217531894900	0	0.0500883912787271655863288200	0	0.0029848964240940839352874500	0	0.0467398924982472540313157300	0	0	0	0.1793801093924601540904546300	0.003200	0	0.0621485646641018052678307200	0	0.0383401657474857699000206400	19.920700027344818156959256220
nautella	0.017543346685769421946726700	0.0235107414700091104123196300	0	0.0058927519151443724219210400	0.0032988058322887114864419100	0.0617320242224704568169792500	0	0	0.0090225563909774436090225600	0.0059697928481881678705748900	0.1308511271040266460477011800	0.035054919373685440523486800	0	0.041642642065475046447562300	0	0	0.44800	0	0.0147972773009766203018644600	0.0030270008475602373168664500	0	0
kordiimonas	0.0233911289143592292623022700	0.0146942134187556940076997700	0	0.0353565114908662345315262200	0.0197928349937322689186514500	0.0058792404021400435063789800	0	0	0.0751879699248120300751879700	0	0.2944150359840599536073276600	0.4002103295162421126431409200	0	0.1889935293740790569543212200	0	0	0.27200	0	0.5031074282332050902633915400	0.006054001695120474633732900	0	0
phaeocystidibacter	0	0.0293884268375113880153995400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aestuariibacter	0.0438583667144235548668167600	0.0352661122050136656184794400	0	0.0736593989393046552740129600	1.8836181302368542587583294800	0.1234640484449409136339584900	0	0	3.0646616541353383458646616500	0.0208942749686585875470121200	0.0416344495330993873788140100	0.0321336760925449871465295600	0	2.2390928310590044205266192600	0.0059431831689052656602876500	0.0529318355584308651414456300	0.083200	0	0.1509322284699615270790174600	0.0090810025426807119505993500	0	0
spirochaeta	0	0	0.0469290784302223265090631800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
psychrobium	0.0029238911142949036577877800	0.0088165280512534164046198600	0	0.0029463759575721862109605200	0.0131952233291548459457676300	0.023516961608560174025515900	0	0	0.0180451127819548872180451100	0	0.0237911140189139356450365800	0	0	0	0	0.008821972593071810856907600	0.230400	0	0	0	0	0
stenotrophomonas	0	0.0058776853675022776030799100	0.0029330674018888954068164500	0.0530347672362993517972893300	0	0.0440943030160503262978423200	0	0.0235710076605774896876841500	0	0	0	0.0058424865622809067539144700	0	0.0032032801588826958805817200	0	0.0852790683996941716167735100	0.070400	0	0.103580941106836342113051200	0	0.8080927242162385348158197400	0.0034181022696199070276182700
mesoflavibacter	0.0058477822285898073155755700	0.0146942134187556940076997700	0	0	0	0	0	0	0	0	0.0029738892523642419556295700	0.0555036223416686141621874300	0	0	0	0.0029406575310239369523025300	0	0	0	0	0	0
tepidiphilus	0	0	0	0	0	0	0	0.0883912787271655863288155600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidatus alysiosphaera	0	0	0.0293306740188889540681644900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bradyrhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1356652018757188781077653600	0
arcobacter	0.0204672378000643256045144900	0.0058776853675022776030799100	0	0	0.0890677574717952101339315200	0.0911282262331706743488741300	0	0	0	0	0.1962766906560399690715517800	0.0292124328114045337695723300	0	0.0064065603177653917611634300	0.0267443242600736954712944300	0	0.067200	0	0	0.0030270008475602373168664500	0	0
arenibacter	0.017543346685769421946726700	0.0146942134187556940076997700	0	0	0	0.0088188606032100652595684600	0	0	0	0	0	0	0	0.0032032801588826958805817200	0	0.0205846027171675586661177400	0	0	0	0	0	0
pseudohaliea	0.0058477822285898073155755700	0	0.0381298762245556402886138300	0	0	0	0	0	0	0	0	0	0	1.1820103786277147799346530800	0	0	0	0	0	0	0	0
lewinella	0.017543346685769421946726700	0.0176330561025068328092397200	0	0	0.0032988058322887114864419100	0	0	0	0.0691729323308270676691729300	0	0	0	0	0.1537574476263694022679223500	0	0	0.09600	0.0739382467762924405536495900	0.171648416691328795501627700	0	0	0
azotobacter	0	0.0029388426837511388015399500	0	0	0	0	0	0	0	0	0	0	0.0058190282222868780913587400	0.0064065603177653917611634300	0	0	0	0.0768957766473441381757955800	0	0	0	0
candidatus atelocyanobacterium	0	0	0	0	0	0	0	0.0500883912787271655863288200	0	0	0	0	0	0	0	0	0.028800	0	0.1479727730097662030186445700	0	0	0
tropicimonas	0.0116955644571796146311511400	0.038204954888764804420019400	0	0	0.0065976116645774229728838200	0.023516961608560174025515900	0	0	0.0421052631578947368421052600	0.0029848964240940839352874500	0.0505561172901921132457027300	0.0146062164057022668847861600	0.0058190282222868780913587400	0.0384393619065923505669805900	0	0.0117626301240957478092101400	0.060800	0	0.0266350991417579165433560200	0	0	0
ferrimonas	0	0.0088165280512534164046198600	0	0.032410135533294048320565700	4.4665830969189153526423434700	0	0.9211232337685566088356286900	0	0.1142857142857142857142857100	17.336278431138439496149483610	0.0148694462618212097781478600	0.0233699462491236270156578600	0	0.0032032801588826958805817200	12.926423392368952811125638890	0	4.406400	0	0.0710269310446877774489493900	13.318803729265044194212374380	0.0058984870380747338307724100	0
thalassolituus	0.017543346685769421946726700	0.0146942134187556940076997700	0	0	0.0131952233291548459457676300	0.0940678464342406961020636100	0	0	0	0	0.6036995182299411169928031900	0.017527459686842720261743400	0	0.3011083349349734127746812700	0	0	1.548800	0	0	0	0	0
methylophaga	0.0058477822285898073155755700	0.0999206512475387192523584200	0	2.4395992928697701826753093700	6.4326713729629873985617206600	0	0	0	16.081203007518796992481203010	0.1910333711420213718583965100	0	0	0	23.733102697161893779229931450	0.9271365743492214430048734100	0	0	0	10.216040248594258656407221070	0.4207531178108729870444363700	0	0
fulvivirga	0	0	0.0469290784302223265090631800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
litoricola	0	0	0.0029330674018888954068164500	0	0	0	0	0.0117855038302887448438420700	0	0	0	0	0	0	0	0	0	0.0709807169052407429315036100	0	0	0	0
perspicuibacter	0	0	0	0	0	0	0	0.0589275191514437242192103700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
poriferibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1656216727788950668401750900	0	0	0	0
microbulbifer	0	0	0	0	0	0	0	0.0824985268120212139068945200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rubribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2947017746172080210135178400	0	0	0	0	0	0	0	0
