genus	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
alteromonas	0.1578901201719247975205403400	0.2733123695888559085432156800	0	0.2681202121390689451974071900	2.8303754041037144553671570900	1.6726438944088423775648186300	0.0029809813390568175043224200	0	4.9353383458646616541353383500	0.1701390961733627843113843900	1.9716885743174924165824064700	0.1635896237438653891096050500	0.0116380564445737561827174900	2.5498110064706259209430456800	0.0416022821823368596220135500	0.0970416985237899194259836500	4.838400	0	1.8585380290026635099141757900	0.2088630584816563748637849600	0	0
candidatus thioglobus	0	0	0	0.0530347672362993517972893300	0	0.0676112646246105003233582200	0	0	0	0	0	0	0	0	0	0	0	0	0.3847292098253921278484758800	0	0	0
loktanella	0	0.0852264378287830252446586500	0	0	0	0.0470339232171203480510318100	0	0.1001767825574543311726576300	0	0	0	0	0	0	0	0.1058636711168617302828912500	0	0	0	0	0	0
amphritea	0.0087716733428847109733633500	0	0	0	0.0065976116645774229728838200	0.0117584808042800870127579500	0	0	0	0	0.0921905668232915006245167400	0	0	0.0128131206355307835223268600	0	0	0.470400	0	0	0	0	0
methylonatrum	0	0	0	0.0206246317030053034767236300	0	0	0	0	0.0030075187969924812030075200	0	0	0	0	0	0	0	0	0	0.0414323764427345368452204800	0	0	0
tolumonas	0	0	0	0	0.4816256515141518770205185700	0	0	0	0.0120300751879699248120300800	0.0805922034505402662527610300	0	0	0	0.0256262412710615670446537300	0.4605966955901580886722928800	0	0	0	0	0.1846470517011744763288533700	0	0
attheya	0.0116955644571796146311511400	0	0	0	0	0	0	0.1090159104301708898055391900	0	0	0	0	0	0	0	0	0	0.0236602389684135809771678700	0	0	0	0
donghicola	0	0	0	0.0206246317030053034767236300	0.0032988058322887114864419100	0	0.0029809813390568175043224200	0.0117855038302887448438420700	0.0090225563909774436090225600	0	0	0	0	0	0	0	0.022400	0	0	0	0	0
desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1345377666730732269844320600	0	0	0.012800	0	0	0.1029180288170480687734592600	0	0
candidatus babela	0	0.0617156963587739148323390200	0	0	0	0.0205773414074901522723264200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pseudomonas	0	0	0	0.0707130229817324690630524500	0	0	0	0.0235710076605774896876841500	0	0	0.0059477785047284839112591400	0	0	0.0032032801588826958805817200	0	0.067635123213550549902958300	0.035200	0.2573050987814976931267005800	0.1094998520272269902337969800	0	0.345061491727371929100185800	3.6573694284933005195515449800
desulforhopalus	0	0	0.0498621458321112219158796300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
algicola	0	0.0176330561025068328092397200	0	0	0.0032988058322887114864419100	0.0117584808042800870127579500	0	0.0088391278727165586328815600	0.0210526315789473684210526300	0	0.0059477785047284839112591400	0.0146062164057022668847861600	0	0	0	0.0058813150620478739046050700	0	0	0	0	0	0
bacillus	0.0116955644571796146311511400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1120712537234199427846757300	26.442439157779600765654908390
sphingobium	0	0	0	0.0088391278727165586328815600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0412894092665231368154068500	0
oceanospirillum	0	0.1616363476063126340846974500	0	0.0618738951090159104301708900	0.5772910206505245101273339100	0.2763242989005820447998118600	0	0	0.7488721804511278195488721800	0.0477583427855053429645991300	1.1538690299173258787842740700	0	0	0.5829969889166506502658722500	0.0029715915844526328301438300	0.0029406575310239369523025300	0.243200	0	0.0887836638058597218111867400	0	0	0
halomicronema	0	0	0.114389628673666920865841500	0	0	0	0	0	0	0	0	0	0	4.0169133192389006342494714600	0	0	0	0	0	0	0	0
tateyamaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2754820936639118457300275500	0	0	0	0	0	0	0	0
methanobrevibacter	0	0	0	0.0147318797878609310548025900	0.0857689516395064986474896100	0	0	0	0.0932330827067669172932330800	0	0	0	0	0.2882952142994426292523544100	0	0	0	0	0	0	0	0
xanthomonas	0	0.0029388426837511388015399500	0	0	0	0	0	0.0294637595757218621096051900	0	0	0.0029738892523642419556295700	0.0116849731245618135078289300	0.0029095141111434390456793700	0	0	0.0029406575310239369523025300	0	0	0	0	0	0
oleiphilus	0	0.0058776853675022776030799100	0	0.0147318797878609310548025900	0.0098964174968661344593257200	0.0205773414074901522723264200	0	0	0	0	0.0029738892523642419556295700	0	0	0.0032032801588826958805817200	0	0.0470505204963829912368405600	0.057600	0	0.0088783663805859721811186700	0	0	0
fodinicurvata	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0544557627010058299698891700	0	0	0	0	0	0	0	0
cytophaga	0	0	0	0	0.0164940291614435574322095400	0	0	0	0.0360902255639097744360902300	0	0	0	0	0	0	0	0	0	0	0	0	0
cymatosira	0	0	0	0	0	0	0	0.0235710076605774896876841500	0.0120300751879699248120300800	0	0	0	0.0378236834448647075938318300	0.0256262412710615670446537300	0	0.0058813150620478739046050700	0	0.0295752987105169762214598400	0	0	0	0
serratia	0	0	0	0	0	0	0	0	0.1022556390977443609022556400	0	0	0	0	0	0	0	0	0	0	0	0	0
orientia	0	0	0.0909250894585557576113099100	0	0	0	0	0.2622274602239245727754861500	0	0	0	0	0	0	0	0	0	4.6285342481959067786584644500	0	0	0	0
navicula	0.0380105844858337475512411900	0	0.0205314718132222678477151400	0	0.0032988058322887114864419100	0	0	0.2268709487330583382439599300	0	0	0	0	0	0.041642642065475046447562300	0	0	0	0.1035135454868094167751094300	0	0.0030270008475602373168664500	0	0
novosphingobium	0.0058477822285898073155755700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0766803314949715398000412900	0
achromobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796295750140089067154274900	0
maricaulis	0	0	0	0	0.0263904466583096918915352600	0.0029396202010700217531894900	0	0	0.0751879699248120300751879700	0	0	0	0	0	0	0	0	0	0	0	0	0
macrodactyla	0.0146194555714745182889389200	0.044082640256267082023099300	0.0146653370094444770340822400	0.1031231585150265173836181500	0	0.0352754424128402610382738600	0	0.1208014142604596346493812600	0.0451127819548872180451127800	0	0.0118955570094569678225182900	0.0496611357793877074082729600	0.0145475705557171952283968600	0.0096098404766480876417451500	0	0.202905369640651649708874900	0.01600	0.1419614338104814858630072200	0.4379994081089079609351879300	0	0	0
owenweeksia	0.0233911289143592292623022700	0.2586181561701002145355159100	0	0.0058927519151443724219210400	0	0.0058792404021400435063789800	0	0	0	0	0	0	0	0.0032032801588826958805817200	0	0	0.009600	0	0	0	0	0
kordia	0	0.0058776853675022776030799100	0	0	0.0065976116645774229728838200	0	0	0	0.0360902255639097744360902300	0	0	0	0	0	0	0.0323472328412633064753278800	0	0	0	0	0	0
haliangium	0	0	0.108523493869889130052208600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
toxoplasma	0.017543346685769421946726700	0.0176330561025068328092397200	0	0.0883912787271655863288155600	0	0.0764301252278205655829266900	0	0.0530347672362993517972893300	0.2586466165413533834586466200	0	0.0148694462618212097781478600	0.2366207057723767235335358700	0.0290951411114343904567937200	0.0288295214299442629252354400	0	0.1411515614891489737105216700	0.051200	0.0916834260026026262865254900	0.1627700503107428233205090300	0	0	0
aquabacterium	0	0.0058776853675022776030799100	0	0	0	0	0	0.0029463759575721862109605200	0.0150375939849624060150375900	0	0	0.017527459686842720261743400	0	0.0032032801588826958805817200	0	0.0323472328412633064753278800	0.009600	0	0.0384729209825392127848475900	0	0.0294924351903736691538620300	0.0034181022696199070276182700
salmonella	0	0	0	0	0	0.0029396202010700217531894900	0	0.0058927519151443724219210400	0	0	0	0.0029212432811404533769572300	0	0	0	0.0029406575310239369523025300	0	0	0.0591891092039064812074578300	0	0.0737310879759341728846550900	3.8932184850970741044572053600
pseudovibrio	0	0	0.0029330674018888954068164500	0	0	0	0	0	0	0	0	0	0	0.1057082452431289640591966200	0	0	0	0	0	0	0	0
oceanobacter	0	0	0	0.0294637595757218621096051900	0	0.0117584808042800870127579500	0	0	0	0	0	0	0	0.0032032801588826958805817200	0	0	0	0	0	0	0	0
alkaliphilus	0.0116955644571796146311511400	0.0029388426837511388015399500	0	0.0029463759575721862109605200	0.4321435640298212047238899500	0	2.5934537649794312287605079600	0	0.1293233082706766917293233100	1.0894871947943406363799176200	0.0148694462618212097781478600	0.008763729843421360130871700	0	0.6566724325709526555192517100	0.0029715915844526328301438300	0	0.166400	0	0	2.1764136093958106308269766300	0	0
acinetobacter	0.128651209028975760942662500	0.3879272342551503218032738700	0.2815744705813339590543790700	1.9063052445492044784914555100	0.1616414857821468628356534900	0.681991886648245046739961200	0	2.3865645256334708308780200400	0.0060150375939849624060150400	0.0238791713927526714822995600	0	1.3642206122925917270390278100	0.0058190282222868780913587400	0.2114164904862579281183932300	0	3.2200199964712109627712756600	0.953600	2.3275760085176860286288891500	5.5637762651672092335010358100	0	92.48237826997375173268056743	0.0068362045392398140552365300
leisingera	0.017543346685769421946726700	0.0323272695212625268169394900	0.0087992022056666862204493500	0.0412492634060106069534472600	0.0626773108134855182423962500	0.0793697454288905873361161700	0.0119239253562272700172896900	0.0235710076605774896876841500	0.0902255639097744360902255600	0.032833860665034923288161900	0.1486944626182120977814786200	0.0146062164057022668847861600	0	0.163367288103017489909667500	0.0148579579222631641507191300	0	0.278400	0	0	0	0	0
pseudoalteromonas	0	0.0176330561025068328092397200	0	0.0058927519151443724219210400	0.0989641749686613445932572400	0.0029396202010700217531894900	0.0029809813390568175043224200	0.0265173836181496758986446700	0.0270676691729323308270676700	0	0.0118955570094569678225182900	0	0	0	0	0	0.022400	0.0473204779368271619543357400	0.0029594554601953240603728900	0	0	0
streptococcus	0	0	0	0	0	0	0	0.0353565114908662345315262200	0	0	0	0	0	0	0	0.0323472328412633064753278800	0	0	0	0	0	0
sphingomonas	0.0029238911142949036577877800	0.0117553707350045552061598100	0.0175984044113333724408986900	0.0412492634060106069534472600	0	0.0293962020107002175318948800	0	0.0677666470241602828520919300	0	0	0	0.0292124328114045337695723300	0	0.0032032801588826958805817200	0	0.1176263012409574780921013900	0	0.0029575298710516976221459800	0.0562296537437111571470849400	0	1.6604241012180375733624325400	0
shimia	0.0584778222858980731557556800	0.1057983366150409968554383300	0	0.0294637595757218621096051900	0.0263904466583096918915352600	0.2880827797048621318125698200	0	0	0.0781954887218045112781954900	0.0089546892722822518058623400	0.8505323261761731993100576900	0.1840383267118485627483056800	0	0.1153180857197770517009417600	0.0029715915844526328301438300	0.0205846027171675586661177400	3.590400	0	0.103580941106836342113051200	0.0030270008475602373168664500	0	0
thioprofundum	0	0	0	0.0088391278727165586328815600	0.0032988058322887114864419100	0	0	0.0766057748968768414849734800	0.0180451127819548872180451100	0	0.0118955570094569678225182900	0	0	0	0	0	0.52800	0	0.139094406629180230837525900	0	0	0
photobacterium	0.0292389111429490365778778400	0.0323272695212625268169394900	0	0.0117855038302887448438420700	10.186712410107541070132611990	0.0293962020107002175318948800	24.813688666308948905979848570	0	0.2135338345864661654135338300	55.742940719957017491493045190	0.0416344495330993873788140100	0.0525823790605281607852301900	0.061099796334012219959266800	0.041642642065475046447562300	63.404849637465826696778794720	0.0617538081515026759983532300	6.739200	0	0.0207161882213672684226102400	48.274609516890664729386124230	0	0
flexithrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0473204779368271619543357400	0	0	0	0
delftia	0	0	0.0029330674018888954068164500	0.0265173836181496758986446700	0.0032988058322887114864419100	0.0088188606032100652595684600	0	0	0	0	0.0029738892523642419556295700	0.0058424865622809067539144700	0	0.0064065603177653917611634300	0	0.0411692054343351173322354900	0.009600	0	0.0799052974252737496300680700	0	0.7019199575308933258619164200	0
nitrincola	0.0058477822285898073155755700	0.0029388426837511388015399500	0	0.0029463759575721862109605200	0.0296892524905984033779771700	0.0146981010053501087659474400	0	0	0.0150375939849624060150375900	0	0.0981383453280199845357758900	0.0029212432811404533769572300	0	0.0256262412710615670446537300	0	0	0.006400	0	0.0059189109203906481207457800	0	0	0
propionigenium	0.0029238911142949036577877800	0	0.0087992022056666862204493500	0	0.0065976116645774229728838200	0	61.288976331008167888869015680	0	0.1263157894736842105263157900	0.367142260163572324040355800	0.0089216677570927258668887200	0	0.020366598778004073319755600	0	15.844526328301438250326875070	0	0	0	0	19.297130403196512895023610610	0	0
desulfocapsa	0	0	0.0293306740188889540681644900	8.073070123747790218031820860	0	0.1381621494502910223999059300	0	0	0	0	0	0	0.2094850160023276112889147500	3.8663591517714139278621308200	0.011886366337810531320575300	0	0.054400	0.2839228676209629717260144300	0	0	0	0
lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.965955701394585726004922070
thalassomonas	0.4970614894301336218239232800	0.0852264378287830252446586500	0	0.0500883912787271655863288200	0.0692749224780629412152800700	0.0293962020107002175318948800	0.0029809813390568175043224200	0	0.1864661654135338345864661700	0.0059697928481881678705748900	0.1962766906560399690715517800	0.6076186024772143024071044600	0	0	0	0.1323295888960771628536140700	37.331200	0.1064710753578611143972554100	0.103580941106836342113051200	0	0	0
celeribacter	0.0029238911142949036577877800	0.0528991683075204984277191600	0	0.0088391278727165586328815600	0.0164940291614435574322095400	0.0352754424128402610382738600	0	0	0.0180451127819548872180451100	0	0.0029738892523642419556295700	0.008763729843421360130871700	0	0.0224229611121788711640720100	0	0.008821972593071810856907600	0.006400	0	0	0	0	0
jannaschia	0	0.0088165280512534164046198600	0	0.0589275191514437242192103700	0.0494820874843306722966286200	0	0	0	0.0812030075187969924812030100	0.0059697928481881678705748900	0.0029738892523642419556295700	0.0029212432811404533769572300	0	0.2370427317573194951630469600	0	0	0	0	0.1479727730097662030186445700	0.0090810025426807119505993500	0	0
planifilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0799052974252737496300680700	0	0	0
truepera	0	0	0	0	0	0	0	0.0707130229817324690630524500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spongiibacter	0	0.0146942134187556940076997700	0	0.0206246317030053034767236300	0.0230916408260209804050933600	0	0	0	0.1203007518796992481203007500	0	0.0029738892523642419556295700	0.008763729843421360130871700	0	0.0288295214299442629252354400	0	0.0529318355584308651414456300	0	0	0	0	0	0
hyphomonas	0.0263150200286541329200900600	0.0499603256237693596261792100	0.0175984044113333724408986900	0.0147318797878609310548025900	0.039585669987464537837302900	0.0470339232171203480510318100	0	0	0.4902255639097744360902255600	0.0029848964240940839352874500	0.0089216677570927258668887200	0.026291189530264080392615100	0	0.8040233198795566660260106300	0	0	0.054400	0.035490358452620371465751800	0.1509322284699615270790174600	0	0	0
methylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501371398236352375615654600	0
hyphomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0947025747262503699319325200	0	0	0
marivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0621081272920856500650656600	0	0	0	0
bryopsis	0	0	0.5983457499853346629905555200	4.4843842074248674130819092500	0	1.0994179552001881356928684800	0	0.6599882144961697112551561600	0.8661654135338345864661654100	0.1014864784191988537997731500	0.4966395051448284065901385800	6.5844823556905819116616031800	0	0.2947017746172080210135178400	0.0059431831689052656602876500	0	0	0	0.0029594554601953240603728900	0	0	0
rhodopseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0973250361282331082077447100	0
asterionella	0	0.0029388426837511388015399500	0	0	0	0	0	0	0.0571428571428571428571428600	0	0	0	0	0	0	0	0	0	0	0	0	0
candidatus odyssella	0	0.0146942134187556940076997700	0	0	0	0.0029396202010700217531894900	0	0	0	0	0.0029738892523642419556295700	0.017527459686842720261743400	0	0.0064065603177653917611634300	0	0	0	0	0	0	0	0
thalassotalea	0.163737902400514604836115900	0.5701354806477209274987509900	0	0.1090159104301708898055391900	0.7521277297618262189087550300	0.7819389734846257863484037900	0.0208668693733977225302569600	0	1.5578947368421052631578947400	0.0447734463614112590293116800	4.1991316243383096413489561600	0.1869595699929890161252629100	0	0.0672688833365366134922160300	0.0059431831689052656602876500	0.1470328765511968476151267400	19.113600	0	0.2545131695767978691920686600	0.0211890059329216612180651400	0	0
sagittula	0.0614017134001929768135434600	0.0999206512475387192523584200	0.005866134803777790813632900	0.0294637595757218621096051900	0.0164940291614435574322095400	0.2087130342759715444764536400	0.0029809813390568175043224200	0	0.1954887218045112781954887200	0.0298489642409408393528744600	0.4639267233688217450782132900	0.1372984342136013087169899500	0	0.205009930168492536357229800	0.011886366337810531320575300	0.0235252602481914956184202800	0.7200	0.017745179226310185732875900	0.1213376738680082864752885500	0.0090810025426807119505993500	0	0
