family	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
bryopsidaceae	0.128651209028975760942662500	0.3173950098451229905663149900	0.5983457499853346629905555200	4.4843842074248674130819092500	0.0989641749686613445932572400	1.9136927508965841613263566300	0	0.6599882144961697112551561600	0.8661654135338345864661654100	0.1014864784191988537997731500	0.4966395051448284065901385800	6.5844823556905819116616031800	0	0.2947017746172080210135178400	0.0059431831689052656602876500	10.774569193671704993236487680	0.153600	0.4791198391103750147876493600	0.9322284699615270790174607900	0.0030270008475602373168664500	0	0
caulobacteraceae	0	0	0	0	0	0.0088188606032100652595684600	0	0	0	0	0.0089216677570927258668887200	0	0	0	0	0	0.028800	0	0	0	0	0
maricaulaceae	0	0	0	0	0.0263904466583096918915352600	0.0029396202010700217531894900	0	0	0.0751879699248120300751879700	0	0	0	0	0	0	0	0	0	0	0	0	0
flammeovirgaceae	0	0	0	0	0.0230916408260209804050933600	0.0176377212064201305191369300	0	0	0	0.0507432392095994268998865700	0	0	0	0	0	0.0235252602481914956184202800	0	0.0473204779368271619543357400	0	0	0	0
roseobacteraceae	0.3771819537440425718546241300	1.5840362065418638140300349700	0.0821258872528890713908605600	0.3741897466116676487919858600	0.3628686415517582635086098800	1.3198894702804397671820800800	0.0536576641030227150778036100	0.2032999410724808485562757800	1.1819548872180451127819548900	0.1790937854456450361172467300	3.2831737346101231190150478800	0.8004206590324842252862818400	0.0145475705557171952283968600	2.0533025818438080594528797500	0.0742897896113158207535956300	0.4322766570605187319884726200	8.025600	0.127173784455222997752277300	0.7073098549866824504291210400	0.0423780118658433224361302800	0	0
geminicoccaceae	0	0	0.0293306740188889540681644900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sphingomonadaceae	0.0087716733428847109733633500	0.0117553707350045552061598100	0.0175984044113333724408986900	0.0500883912787271655863288200	0	0.0293962020107002175318948800	0	0.0677666470241602828520919300	0	0	0	0.0292124328114045337695723300	0	0.0032032801588826958805817200	0	0.1176263012409574780921013900	0	0.0029575298710516976221459800	0.0562296537437111571470849400	0	1.7783938419795322499778806700	0
pelagibacteraceae	0	0.0293884268375113880153995400	0	0	0	0	0	0.0088391278727165586328815600	0	0	0	0	0	0	0	0.0411692054343351173322354900	0	0.0591505974210339524429196700	0	0	0	0
candidatus paracaedibacteraceae	0	0.0146942134187556940076997700	0	0	0	0.0029396202010700217531894900	0	0	0	0	0.0029738892523642419556295700	0.017527459686842720261743400	0	0.0064065603177653917611634300	0	0	0	0	0	0	0	0
attheyaceae	0.0116955644571796146311511400	0	0	0	0	0	0	0.1090159104301708898055391900	0	0	0	0	0	0	0	0	0	0.0236602389684135809771678700	0	0	0	0
pirellulaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0295752987105169762214598400	0	0	0	0
marivirgaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0621081272920856500650656600	0	0	0	0
weeksellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384478883236720690878977900	0	0	0	0
trueperaceae	0	0	0	0	0	0	0	0.0707130229817324690630524500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lactobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.965955701394585726004922070
actiniidae	0.7134294318879564925002192900	1.3459899491580215711052987300	0.5719481433683346043292074900	3.730111962286387743076016500	0.1286534274592597479712344100	1.2463989652536892233523428800	0	3.9864466705951679434295816100	1.4947368421052631578947368400	0.0029848964240940839352874500	0.4669006126211859870338428600	2.1996961906987613928487964500	1.6816991562409077684026767500	1.2909219040297264398744314200	0.0059431831689052656602876500	6.210668705522554843262953600	1.372800	5.8292913758428960132497338200	12.912104172832198875406925130	0	0	0
fusobacteriaceae	0.0029238911142949036577877800	0	0.0087992022056666862204493500	0	0.0065976116645774229728838200	0	61.288976331008167888869015680	0	0.1263157894736842105263157900	0.367142260163572324040355800	0.0089216677570927258668887200	0	0.020366598778004073319755600	0	15.844526328301438250326875070	0	0	0	0	19.297130403196512895023610610	0	0
enterococcaceae	0	0	0	0	0	0	0	0	0.0060150375939849624060150400	0	0	0	0.0116380564445737561827174900	0	0	0	0	0	0.0147972773009766203018644600	0	0.0294924351903736691538620300	9.184440798468690183210281650
xanthomonadaceae	0	0.0088165280512534164046198600	0.0029330674018888954068164500	0.0530347672362993517972893300	0	0.0440943030160503262978423200	0	0.0530347672362993517972893300	0	0	0.0029738892523642419556295700	0.017527459686842720261743400	0.0029095141111434390456793700	0.0032032801588826958805817200	0	0.0882197259307181085690760500	0.070400	0	0.103580941106836342113051200	0	0.8080927242162385348158197400	0.0034181022696199070276182700
kordiimonadaceae	0.0233911289143592292623022700	0.0146942134187556940076997700	0	0.0353565114908662345315262200	0.0197928349937322689186514500	0.0058792404021400435063789800	0	0	0.0751879699248120300751879700	0	0.2944150359840599536073276600	0.4002103295162421126431409200	0	0.1889935293740790569543212200	0	0	0.27200	0	0.5031074282332050902633915400	0.006054001695120474633732900	0	0
schleiferiaceae	0.0233911289143592292623022700	0.2880065830076116025509154500	0	0.0058927519151443724219210400	0	0.0058792404021400435063789800	0	0	0	0	0	0	0	0.0032032801588826958805817200	0	0	0.009600	0	0	0	0	0
bacillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0916834260026026262865254900	0	0	0	0
litoricolaceae	0	0	0.0029330674018888954068164500	0	0	0	0	0.0117855038302887448438420700	0	0	0	0	0	0	0	0	0	0.0709807169052407429315036100	0	0	0	0
leptotrichiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0619341138997847052231102700	0
haliscomenobacteraceae	0.0233911289143592292623022700	0.0205718987862579716107796700	0	0	0.0164940291614435574322095400	0.0088188606032100652595684600	0	0	0	0	0	0.0146062164057022668847861600	0	0	0	0.0617538081515026759983532300	0	0	0	0	0	0
alteromonadaceae	0.2017484868863483523873570900	0.3085784817938695741616951200	0	0.3417796110783736004714201500	4.7139935343405687141254865700	1.7961079428537832911987771200	0.0029809813390568175043224200	0	8.00	0.1910333711420213718583965100	2.0133230238505918039612204800	0.1957232998364103762561346100	0.0116380564445737561827174900	4.7889038375296303414696649400	0.047545465351242125282301200	0.1499735340822207845674292800	4.921600	0	2.0094702574726250369931932500	0.2179440610243370868143843100	0	0
prochlorotrichaceae	0	0	0.114389628673666920865841500	0	0	0	0	0	0	0	0	0	0	4.0169133192389006342494714600	0	0	0	0	0	0	0	0
thalassospiraceae	0	0	0	0	0.0164940291614435574322095400	0.0058792404021400435063789800	0	0	0.0150375939849624060150375900	0	0	0.0029212432811404533769572300	0	0.0032032801588826958805817200	0	0	0	0	0	0	0	0
cellvibrionaceae	0.0818689512002573024180579500	0.0323272695212625268169394900	0	0.0294637595757218621096051900	0.0725737283103516527017219800	0.1587394908577811746722323500	0	0	0.0300751879699248120300751900	0	0.1546422411229405816927377600	0.0876372984342136013087169900	0	0.1121148055608943558203600500	0	0.0176439451861436217138152100	0.601600	0	0.0266350991417579165433560200	0.0030270008475602373168664500	0	0
hydrogenophilaceae	0	0	0	0	0	0	0	0.0883912787271655863288155600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
staphylococcaceae	0.017543346685769421946726700	0.0029388426837511388015399500	0.0146653370094444770340822400	0.0854449027695934001178550400	0	0.0029396202010700217531894900	0	0.0500883912787271655863288200	0	0.0029848964240940839352874500	0	0.0467398924982472540313157300	0	0	0	0.1793801093924601540904546300	0.003200	0	0.0621485646641018052678307200	0	0.0383401657474857699000206400	19.920700027344818156959256220
alcaligenaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796295750140089067154274900	0
marinobacteraceae	0.0029238911142949036577877800	0.0146942134187556940076997700	0	0	0.0593785049811968067559543400	0.0205773414074901522723264200	0	0	0.0511278195488721804511278200	0	0.0386605602807351454231844400	0.0438186492171068006543584900	0	0.0672688833365366134922160300	0	0.008821972593071810856907600	0.060800	0	0	0	0	0
fragilariaceae	0.0087716733428847109733633500	0.0029388426837511388015399500	0	0.0206246317030053034767236300	0	0	0	0.7395403653506187389510901600	0.0812030075187969924812030100	0	0	0	0	0.0192196809532961752834902900	0	0	0	0.5885484443392878268070507500	0	0	0	0
rickettsiaceae	0	0	0.0909250894585557576113099100	0	0	0	0	0.2622274602239245727754861500	0	0	0	0	0	0	0	0	0	4.6285342481959067786584644500	0	0	0	0
thioprofundaceae	0	0	0	0.0088391278727165586328815600	0.0032988058322887114864419100	0	0	0.0766057748968768414849734800	0.0180451127819548872180451100	0	0.0118955570094569678225182900	0	0	0	0	0	0.52800	0	0.139094406629180230837525900	0	0	0
rubritaleaceae	0	0	0	0	0	0	0	0	0	0	0	0.327179247487730778219210100	0	0.0096098404766480876417451500	0	0	0	0	0	0	0	0
shewanellaceae	0.0029238911142949036577877800	0.0088165280512534164046198600	0	0.0029463759575721862109605200	0.0131952233291548459457676300	0.023516961608560174025515900	0	0	0.0180451127819548872180451100	0	0.0237911140189139356450365800	0	0	0	0	0.008821972593071810856907600	0.230400	0	0	0	0	0
listeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.889253486464315012305168170
naviculaceae	0.0380105844858337475512411900	0	0.0205314718132222678477151400	0	0.0032988058322887114864419100	0	0	0.2268709487330583382439599300	0	0	0	0	0	0.041642642065475046447562300	0	0	0	0.1035135454868094167751094300	0	0.0030270008475602373168664500	0	0
bacillariaceae	0.0380105844858337475512411900	0.0029388426837511388015399500	0.0703936176453334897635947700	0.0176782557454331172657631100	0	0.0264565818096301957787053900	0	0.0383028874484384207424867400	0	0	0	0	0.0058190282222868780913587400	0.1153180857197770517009417600	0	0.0294065753102393695230253500	0	0.0768957766473441381757955800	0	0	0	0
nitrobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2329902380039519863155100700	0
streptococcaceae	0	0	0	0	0	0	0	0.0353565114908662345315262200	0	0	0	0	0	0	0	0.0323472328412633064753278800	0	0	0	0	0	0
clostridiaceae	0.0116955644571796146311511400	0.0029388426837511388015399500	0	0.0029463759575721862109605200	0.4321435640298212047238899500	0	2.5934537649794312287605079600	0	0.1293233082706766917293233100	1.0894871947943406363799176200	0.0148694462618212097781478600	0.008763729843421360130871700	0	0.6566724325709526555192517100	0.0029715915844526328301438300	0	0.166400	0	0	2.1764136093958106308269766300	0	0
spongiibacteraceae	0	0.0146942134187556940076997700	0	0.0206246317030053034767236300	0.0230916408260209804050933600	0	0	0	0.1203007518796992481203007500	0	0.0029738892523642419556295700	0.008763729843421360130871700	0	0.0288295214299442629252354400	0	0.0529318355584308651414456300	0	0	0	0	0	0
rhodovibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0544557627010058299698891700	0	0	0	0	0	0	0	0
parodontellaceae	0.0058477822285898073155755700	0	0	0	0	0	0	0	0	0	0	0	0.0145475705557171952283968600	0.0192196809532961752834902900	0	0	0	0.0384478883236720690878977900	0	0	0	0
methanobacteriaceae	0	0	0	0.0147318797878609310548025900	0.0857689516395064986474896100	0	0	0	0.0932330827067669172932330800	0	0	0	0	0.2882952142994426292523544100	0	0	0	0	0	0	0	0
sphingosinicellaceae	0	0	0	0	0.0065976116645774229728838200	0	0	0	0	0	0.0208172247665496936894070100	0	0	0.0288295214299442629252354400	0	0	0.03200	0	0	0	0	0
toxariaceae	0.073097277857372591444694600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comamonadaceae	0	0	0.0029330674018888954068164500	0.0265173836181496758986446700	0.0032988058322887114864419100	0.0088188606032100652595684600	0	0	0.0060150375939849624060150400	0	0.0089216677570927258668887200	0.0146062164057022668847861600	0	0.2914984944583253251329361300	0	0.067635123213550549902958300	0.009600	0.0591505974210339524429196700	0.0947025747262503699319325200	0	0.7019199575308933258619164200	0
enterobacteriaceae	0.0116955644571796146311511400	0.0117553707350045552061598100	0	0	0	0.0029396202010700217531894900	0	0.0058927519151443724219210400	0	0	0	0.0029212432811404533769572300	0	0	0	0.0029406575310239369523025300	0	0	0.0591891092039064812074578300	0	0.0737310879759341728846550900	9.926168990976210008203445450
synechococcaceae	0	0.0029388426837511388015399500	0.005866134803777790813632900	0	0	0	0	0.1208014142604596346493812600	0	0	0	0.0204487029679831736387006300	0.0290951411114343904567937200	0.0032032801588826958805817200	0	0	0	0.0739382467762924405536495900	0	0	0	0
corynebacteriaceae	0	0	0.005866134803777790813632900	0.0206246317030053034767236300	0	0	0	0	0	0	0	0	0	0	0	0.0235252602481914956184202800	0	0.0384478883236720690878977900	0.1094998520272269902337969800	0	0.0383401657474857699000206400	0
piscirickettsiaceae	0.0058477822285898073155755700	0.0999206512475387192523584200	0	2.4395992928697701826753093700	6.4326713729629873985617206600	0	0	0	16.081203007518796992481203010	0.1910333711420213718583965100	0	0	0	23.733102697161893779229931450	0.9271365743492214430048734100	0	0	0	10.216040248594258656407221070	0.4207531178108729870444363700	0	0
moraxellaceae	0.128651209028975760942662500	0.3967437623064037382078937300	0.2815744705813339590543790700	1.9180907483794932233352975800	0.1616414857821468628356534900	0.681991886648245046739961200	0	2.3895109015910430170889805500	0.0060150375939849624060150400	0.0238791713927526714822995600	0	1.3642206122925917270390278100	0.0058190282222868780913587400	0.2114164904862579281183932300	0	3.2200199964712109627712756600	0.9600	2.3719389565834614929610789100	5.5637762651672092335010358100	0	92.54431238387353643790367771	0.0068362045392398140552365300
yersiniaceae	0	0	0	0	0	0	0	0	0.1022556390977443609022556400	0	0	0	0	0	0	0	0	0	0	0	0	0
terasakiellaceae	0	0	0	0	0.0197928349937322689186514500	0	0	0	0.0330827067669172932330827100	0	0.0089216677570927258668887200	0	0	0.0160164007944134794029085800	0	0	0	0	0	0	0	0
kofleriaceae	0	0	0.108523493869889130052208600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
burkholderiaceae	0	0.0293884268375113880153995400	0.0175984044113333724408986900	0.0383028874484384207424867400	0.0098964174968661344593257200	0	0	0.0500883912787271655863288200	0	0	0	0.0555036223416686141621874300	0	0.0384393619065923505669805900	0	0.0999823560548138563782861800	0	0.2277298000709807169052407400	0.0236756436815625924829831300	0	3.0701625033178989589170377800	0
eubacteriales family xii. incertae sedis	0.0087716733428847109733633500	0.0205718987862579716107796700	0	0.1090159104301708898055391900	29.66286204394009368608563700	0	0.1728969176652954152507005300	0	0.1654135338345864661654135300	9.151692436272461345591307980	0.0118955570094569678225182900	0.0905585417153540546856742200	0.0058190282222868780913587400	0.0864885642898327887757063200	0.0208011410911684298110067800	0	0.876800	0	0.171648416691328795501627700	5.2790894781450538806150865700	0	0
spiroplasmataceae	0	0	0	0	0	0.023516961608560174025515900	0	0.1060695344725987035945786700	0.0150375939849624060150375900	0	0	0	0.0145475705557171952283968600	0	0	0.0117626301240957478092101400	0	0.0118301194842067904885839300	0.0147972773009766203018644600	0	0	0
aphanothecaceae	0	0	0	0	0	0	0	0.0500883912787271655863288200	0	0	0	0	0	0	0	0	0.028800	0	0.1479727730097662030186445700	0	0	0
desulfocapsaceae	0	0	0.0791928198510001759840441100	8.073070123747790218031820860	0	0.1381621494502910223999059300	0	0	0	0	0	0	0.2094850160023276112889147500	3.8663591517714139278621308200	0.011886366337810531320575300	0	0.054400	0.2839228676209629717260144300	0	0	0	0
deltaproteobacteria	0	0.0617156963587739148323390200	0	0	0	0.0205773414074901522723264200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flavobacteriaceae	0.0233911289143592292623022700	0.0352661122050136656184794400	0	0	0.0065976116645774229728838200	0.0088188606032100652595684600	0	0	0.0932330827067669172932330800	0	0.0029738892523642419556295700	0.0555036223416686141621874300	0	0.0032032801588826958805817200	0	0.0558724930894548020937481600	0	0.1656216727788950668401750900	0	0	0	0
sarcocystidae	0.017543346685769421946726700	0.0176330561025068328092397200	0	0.0883912787271655863288155600	0	0.0764301252278205655829266900	0	0.0530347672362993517972893300	0.2586466165413533834586466200	0	0.0148694462618212097781478600	0.2366207057723767235335358700	0.0290951411114343904567937200	0.0288295214299442629252354400	0	0.1411515614891489737105216700	0.051200	0.0916834260026026262865254900	0.1627700503107428233205090300	0	0	0
gammaproteobacteria	0	0	0	0.0736593989393046552740129600	0	0.0676112646246105003233582200	0	0	0.0030075187969924812030075200	0	0	0	0	0	0	0	0	0	0.4261615862681266646936963600	0	0	0
vibrionaceae	0.0321628022572439402356656200	0.0352661122050136656184794400	0	0.0235710076605774896876841500	15.388929207626839084251500960	0.1499206302545711094126638800	26.497943122876050795922017530	0.0176782557454331172657631100	0.2195488721804511278195488700	66.052772968777983403975882040	0.0624516742996490810682210200	0.0701098387473708810469735900	0.061099796334012219959266800	0.2210263309629060157601383800	68.459526922619755140853441100	0.067635123213550549902958300	7.641600	0.1153436649710162072636933600	0.0591891092039064812074578300	54.964281389998789199660975910	0	0
fulvivirgaceae	0	0	0.0469290784302223265090631800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
