order	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
pirellulales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0295752987105169762214598400	0	0	0	0
kordiimonadales	0.0233911289143592292623022700	0.0146942134187556940076997700	0	0.0353565114908662345315262200	0.0197928349937322689186514500	0.0058792404021400435063789800	0	0	0.0751879699248120300751879700	0	0.2944150359840599536073276600	0.4002103295162421126431409200	0	0.1889935293740790569543212200	0	0	0.27200	0	0.5031074282332050902633915400	0.006054001695120474633732900	0	0
micrococcales	0	0	0	0	0	0	0	0.0618738951090159104301708900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
holosporales	0	0.0146942134187556940076997700	0	0	0	0.0029396202010700217531894900	0	0	0	0	0.0029738892523642419556295700	0.017527459686842720261743400	0	0.0064065603177653917611634300	0	0	0	0	0	0	0	0
bacteriovoracales	0	0	0	0.0206246317030053034767236300	0.0032988058322887114864419100	0.0264565818096301957787053900	0	0	0	0	0.0148694462618212097781478600	0	0	0	0	0	0	0	0	0	0	0
marinilabiliales	0.0058477822285898073155755700	0.0352661122050136656184794400	0	0.0412492634060106069534472600	2.2003034901365705614567526600	0.0088188606032100652595684600	8.355690693376259464615751510	0	0.0721804511278195488721804500	4.8653811712733568145185362100	0.0118955570094569678225182900	0.0204487029679831736387006300	0	0.0320328015888269588058171600	1.1292048020920004754546535100	0.0264659177792154325707228100	2.060800	0	0.0503107428233205090263391500	3.9229930984380675626589175400	0	0
actiniaria	0.7134294318879564925002192900	1.3459899491580215711052987300	0.5719481433683346043292074900	3.730111962286387743076016500	0.1286534274592597479712344100	1.2463989652536892233523428800	0	3.9864466705951679434295816100	1.4947368421052631578947368400	0.0029848964240940839352874500	0.4669006126211859870338428600	2.1996961906987613928487964500	1.6816991562409077684026767500	1.2909219040297264398744314200	0.0059431831689052656602876500	6.210668705522554843262953600	1.372800	5.8292913758428960132497338200	12.912104172832198875406925130	0	0	0
burkholderiales	0	0.0352661122050136656184794400	0.0205314718132222678477151400	0.0648202710665880966411314100	0.0131952233291548459457676300	0.0088188606032100652595684600	0	0.0530347672362993517972893300	0.0210526315789473684210526300	0	0.0089216677570927258668887200	0.0876372984342136013087169900	0	0.3331411365238003715804984300	0	0.1999647121096277127565723700	0.019200	0.2868803974920146693481604200	0.1568511393903521751997632400	0	3.8812044710531748606482437300	0.0034181022696199070276182700
bryopsidales	0.128651209028975760942662500	0.3173950098451229905663149900	0.5983457499853346629905555200	4.4843842074248674130819092500	0.0989641749686613445932572400	1.9136927508965841613263566300	0	0.6599882144961697112551561600	0.8661654135338345864661654100	0.1014864784191988537997731500	0.4966395051448284065901385800	6.5844823556905819116616031800	0	0.2947017746172080210135178400	0.0059431831689052656602876500	10.774569193671704993236487680	0.153600	0.4791198391103750147876493600	0.9322284699615270790174607900	0.0030270008475602373168664500	0	0
synechococcales	0	0.0029388426837511388015399500	0.005866134803777790813632900	0	0	0	0	0.1208014142604596346493812600	0	0	0	0.0204487029679831736387006300	0.0290951411114343904567937200	0.0032032801588826958805817200	0	0	0	0.0739382467762924405536495900	0	0	0	0
