order	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
verrucomicrobiales	0	0	0	0	0	0	0	0.0500883912787271655863288200	0	0	0	0.327179247487730778219210100	0	0.0096098404766480876417451500	0	0	0	0	0	0	0	0
xanthomonadales	0	0.0088165280512534164046198600	0.0029330674018888954068164500	0.0530347672362993517972893300	0	0.0440943030160503262978423200	0	0.0530347672362993517972893300	0	0	0.0029738892523642419556295700	0.017527459686842720261743400	0.0029095141111434390456793700	0.0032032801588826958805817200	0	0.0882197259307181085690760500	0.070400	0	0.103580941106836342113051200	0	0.8080927242162385348158197400	0.0034181022696199070276182700
cellvibrionales	0.0877167334288471097336335200	0.0470214829400182208246392600	0.0469290784302223265090631800	0.0589275191514437242192103700	0.0956653691363726331068153300	0.1587394908577811746722323500	0	0.0824985268120212139068945200	0.1503759398496240601503759400	0	0.1576161303753048236483673300	0.0964010282776349614395886900	0	1.4542891921327439297840989200	0	0.0705757807445744868552608400	0.601600	0.1656216727788950668401750900	0.0266350991417579165433560200	0.0030270008475602373168664500	0	0
desulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1345377666730732269844320600	0	0	0.012800	0	0	0.1029180288170480687734592600	0	0
chromatiales	0	0	0	0.0088391278727165586328815600	0.0032988058322887114864419100	0	0	0.0766057748968768414849734800	0.096240601503759398496240600	0	0.0118955570094569678225182900	0	0	0	0	0	0.537600	0.0709807169052407429315036100	0.139094406629180230837525900	0	0	0
parvularculales	0	0	0.0469290784302223265090631800	0	0	0	0	0	0	0	0	0	0	0.470882183355756294445512200	0	0.3999294242192554255131447400	0.022400	0	1.44421426457531814146197100	0	0	0
sphingomonadales	0.0087716733428847109733633500	0.0117553707350045552061598100	0.0175984044113333724408986900	0.0736593989393046552740129600	0.0065976116645774229728838200	0.0293962020107002175318948800	0	0.0677666470241602828520919300	0	0	0.0208172247665496936894070100	0.0292124328114045337695723300	0	0.0320328015888269588058171600	0	0.1176263012409574780921013900	0.051200	0.0029575298710516976221459800	0.2160402485942586564072210700	0	1.7783938419795322499778806700	0
maricaulales	0	0	0	0	0.0263904466583096918915352600	0.0029396202010700217531894900	0	0	0.0751879699248120300751879700	0	0	0	0	0	0	0	0	0	0	0	0	0
spirulinales	0	0	0.0645274828415556989499618700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rhodobacterales	0.3859536270869272828279874900	1.5869750492256149528315749300	0.0821258872528890713908605600	0.3741897466116676487919858600	0.3727650590486243979679356100	1.3287083308836498324416485400	0.0536576641030227150778036100	0.2032999410724808485562757800	1.1969924812030075187969924800	0.1790937854456450361172467300	3.2980431808719443287931957400	0.8267118485627483056788969400	0.0145475705557171952283968600	2.3736305977320776475110513200	0.0742897896113158207535956300	0.4322766570605187319884726200	8.067200	0.127173784455222997752277300	0.7931340633323468481799348900	0.0423780118658433224361302800	0	0
bacillariales	0.0380105844858337475512411900	0.0029388426837511388015399500	0.0703936176453334897635947700	0.0176782557454331172657631100	0	0.0264565818096301957787053900	0	0.0383028874484384207424867400	0	0	0	0	0.0058190282222868780913587400	0.1153180857197770517009417600	0	0.0294065753102393695230253500	0	0.0768957766473441381757955800	0	0	0	0
fragilariales	0.0087716733428847109733633500	0.0029388426837511388015399500	0	0.0206246317030053034767236300	0	0	0	0.7395403653506187389510901600	0.0812030075187969924812030100	0	0	0	0	0.0192196809532961752834902900	0	0	0	0.5885484443392878268070507500	0	0	0	0
methanobacteriales	0	0	0	0.0147318797878609310548025900	0.0857689516395064986474896100	0	0	0	0.0932330827067669172932330800	0	0	0	0	0.2882952142994426292523544100	0	0	0	0	0	0	0	0
myxococcales	0.0029238911142949036577877800	0	0.108523493869889130052208600	0	0	0	0	0.0648202710665880966411314100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
campylobacterales	0.0204672378000643256045144900	0.0058776853675022776030799100	0	0	0.0890677574717952101339315200	0.0911282262331706743488741300	0	0	0	0	0.1962766906560399690715517800	0.0292124328114045337695723300	0	0.0064065603177653917611634300	0.0267443242600736954712944300	0	0.067200	0	0	0.0030270008475602373168664500	0	0
naviculales	0.0380105844858337475512411900	0	0.0205314718132222678477151400	0	0.0032988058322887114864419100	0	0	0.2268709487330583382439599300	0	0	0	0	0	0.041642642065475046447562300	0	0	0	0.1035135454868094167751094300	0	0.0030270008475602373168664500	0	0
alteromonadales	0.8830151165170609046519107600	1.0432891527316542745466835200	0	0.5480259281084266352386564500	10.325262255063666952563172130	2.7220883061908401434534658100	0.9539140284981816013831753400	0.0353565114908662345315262200	10.072180451127819548872180450	17.589994627186436630648916480	6.7596502706239219651460179600	1.0428838513671418555737321800	0.0116380564445737561827174900	4.8689858415016977384842078300	12.979912040889100202068227740	0.4440392871846144797976827600	66.892800	0.1537915532946882763515911500	2.4533885765019236460491269600	13.560963797069863179561690280	0.0058984870380747338307724100	0
fusobacteriales	0.0029238911142949036577877800	0	0.0087992022056666862204493500	0	0.0065976116645774229728838200	0	61.288976331008167888869015680	0	0.1263157894736842105263157900	0.367142260163572324040355800	0.0089216677570927258668887200	0	0.020366598778004073319755600	0	15.844526328301438250326875070	0	0	0	0	19.297130403196512895023610610	0.0619341138997847052231102700	0
oceanospirillales	97.19598842139118739218151516	94.21341875569400769976783143	97.36610547310377192467882912	77.463170300530347672362993520	33.674209936003166853598997160	91.04885648774178376153800929	0.0029809813390568175043224200	90.09133765468473777253977608	67.615037593984962406015037590	0.197003163990209539728971400	87.96764408493427704752275025	86.12993690114512736620705772	97.83823101542042478906022694	53.722211544621692613235953620	0.0386306905978842267918697300	77.109921778509674763277068750	9.667200	83.18940021294215071572222879	62.562888428529150636282923940	0.0181620050853614239011986900	0	0
gammaproteobacteria	0	0	0	0.0736593989393046552740129600	0	0.0676112646246105003233582200	0	0	0.0030075187969924812030075200	0	0	0	0	0	0	0	0	0	0.4261615862681266646936963600	0	0	0
pseudanabaenales	0	0	0.114389628673666920865841500	0	0	0	0	0	0	0	0	0	0	4.0169133192389006342494714600	0	0	0	0	0	0	0	0
mycoplasmatales	0	0	0	0	0.0362868641551758263508609900	0.0117584808042800870127579500	0	0	0.0872180451127819548872180500	0.0029848964240940839352874500	0.0951644560756557425801463200	0	0	0.0672688833365366134922160300	0	0	0	0	0	0.0030270008475602373168664500	0	0
chroococcales	0	0	0	0	0	0	0	0.0500883912787271655863288200	0	0	0	0	0	0	0	0	0.028800	0	0.1479727730097662030186445700	0	0	0
enterobacterales	0.0116955644571796146311511400	0.0117553707350045552061598100	0	0	0	0.0029396202010700217531894900	0	0.0058927519151443724219210400	0.1022556390977443609022556400	0	0	0.0029212432811404533769572300	0	0	0	0.0029406575310239369523025300	0	0	0.0591891092039064812074578300	0	0.0737310879759341728846550900	9.926168990976210008203445450
toxariales	0.073097277857372591444694600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
entomoplasmatales	0	0	0	0	0	0.023516961608560174025515900	0	0.1060695344725987035945786700	0.0150375939849624060150375900	0	0	0	0.0145475705557171952283968600	0	0	0.0117626301240957478092101400	0	0.0118301194842067904885839300	0.0147972773009766203018644600	0	0	0
pelagibacterales	0	0.0293884268375113880153995400	0	0	0	0	0	0.0088391278727165586328815600	0	0	0	0	0	0	0	0.0411692054343351173322354900	0	0.0591505974210339524429196700	0	0	0	0
bacillales	0.0292389111429490365778778400	0.0029388426837511388015399500	0.0146653370094444770340822400	0.0854449027695934001178550400	0	0.0029396202010700217531894900	0	0.0500883912787271655863288200	0	0.0029848964240940839352874500	0	0.0467398924982472540313157300	0	0	0	0.1793801093924601540904546300	0.003200	0.0916834260026026262865254900	0.1420538620893755548978987900	0	0.1504114194709057126846963800	61.252392671588733934919332790
chaetocerotales	0.0116955644571796146311511400	0	0	0	0	0	0	0.1090159104301708898055391900	0	0	0	0	0	0	0	0	0	0.0236602389684135809771678700	0	0	0	0
moraxellales	0.128651209028975760942662500	0.3879272342551503218032738700	0.2815744705813339590543790700	1.9180907483794932233352975800	0.1616414857821468628356534900	0.681991886648245046739961200	0	2.3865645256334708308780200400	0.0060150375939849624060150400	0.0238791713927526714822995600	0	1.3642206122925917270390278100	0.0058190282222868780913587400	0.2114164904862579281183932300	0	3.2200199964712109627712756600	0.956800	2.3719389565834614929610789100	5.5637762651672092335010358100	0	92.48237826997375173268056743	0.0068362045392398140552365300
hydrogenophilales	0	0	0	0	0	0	0	0.0883912787271655863288155600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rickettsiales	0	0	0.0909250894585557576113099100	0	0	0	0	0.2622274602239245727754861500	0	0	0	0	0	0	0	0	0	4.6285342481959067786584644500	0	0	0	0
caulobacterales	0	0	0	0	0	0.0088188606032100652595684600	0	0	0	0	0.0089216677570927258668887200	0	0	0	0	0	0.028800	0	0	0	0	0
spirochaetales	0	0	0.0469290784302223265090631800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cytophagales	0	0	0.0469290784302223265090631800	0	0.039585669987464537837302900	0.0176377212064201305191369300	0	0	0.0360902255639097744360902300	0.0507432392095994268998865700	0	0	0	0	0	0.0235252602481914956184202800	0	0.109428605228912812019401400	0	0	0	0
ceramiales	0	0	0.2375784595530005279521323400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
saprospirales	0.0409344756001286512090289800	0.038204954888764804420019400	0	0	0.0197928349937322689186514500	0.0088188606032100652595684600	0	0	0.0691729323308270676691729300	0	0	0.0146062164057022668847861600	0	0.1537574476263694022679223500	0	0.0617538081515026759983532300	0.09600	0.0739382467762924405536495900	0.171648416691328795501627700	0	0	0
eupodiscales	0.0058477822285898073155755700	0	0	0	0	0	0	0	0	0	0	0	0.0145475705557171952283968600	0.0192196809532961752834902900	0	0	0	0.0384478883236720690878977900	0	0	0	0
cymatosirales	0	0	0	0	0	0	0	0.0235710076605774896876841500	0.0120300751879699248120300800	0	0	0	0.0378236834448647075938318300	0.0256262412710615670446537300	0	0.0058813150620478739046050700	0	0.0295752987105169762214598400	0	0	0	0
eucoccidiorida	0.017543346685769421946726700	0.0176330561025068328092397200	0	0.0883912787271655863288155600	0	0.0764301252278205655829266900	0	0.0530347672362993517972893300	0.2586466165413533834586466200	0	0.0148694462618212097781478600	0.2366207057723767235335358700	0.0290951411114343904567937200	0.0288295214299442629252354400	0	0.1411515614891489737105216700	0.051200	0.0916834260026026262865254900	0.1627700503107428233205090300	0	0	0
hyphomicrobiales	0.0029238911142949036577877800	0.0470214829400182208246392600	0.0029330674018888954068164500	0.0648202710665880966411314100	0.0032988058322887114864419100	0.0029396202010700217531894900	0.0059619626781136350086448500	0.0029463759575721862109605200	0.0751879699248120300751879700	0.0208942749686585875470121200	0.0059477785047284839112591400	0.0029212432811404533769572300	0	0.2914984944583253251329361300	0.011886366337810531320575300	0	0.038400	0.0147876493552584881107299200	0.1864456939923054158034921600	0.006054001695120474633732900	0.345061491727371929100185800	0
rhodospirillales	0	0	0.0293306740188889540681644900	0	0.0362868641551758263508609900	0.0058792404021400435063789800	0	0	0.048120300751879699248120300	0	0.0089216677570927258668887200	0.0029212432811404533769572300	0	0.0192196809532961752834902900	0	0	0	0	0	0	0	0
thalassiosirales	0	0	0	0	0	0	0	0.0353565114908662345315262200	0	0	0	0	0	0	0	0	0	0.2661776883946527859931385300	0	0	0	0
eubacteriales	0.0204672378000643256045144900	0.0235107414700091104123196300	0	0.1119622863877430760164997100	30.095005607969914890809526950	0	2.7663506826447266440112084900	0	0.2947368421052631578947368400	10.241179631066801981971225600	0.0267650032712781776006661500	0.0993222715587754148165459200	0.0058190282222868780913587400	0.7431609968607854442949580400	0.023772732675621062641150600	0	1.043200	0	0.171648416691328795501627700	7.455503087540864511442063200	0	0
trueperales	0	0	0	0	0	0	0	0.0707130229817324690630524500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lactobacillales	0	0	0	0	0	0	0	0.0353565114908662345315262200	0.0060150375939849624060150400	0	0	0	0.0116380564445737561827174900	0	0	0.0323472328412633064753278800	0	0	0.0147972773009766203018644600	0	0.0294924351903736691538620300	25.150396499863275909215203720
arenicellales	0	0	0	0	0	0	0	0.0589275191514437242192103700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pseudomonadales	0.0029238911142949036577877800	0.0176330561025068328092397200	0	0.0707130229817324690630524500	0.0593785049811968067559543400	0.0205773414074901522723264200	0	0.0235710076605774896876841500	0.0511278195488721804511278200	0	0.0446083387854636293344435900	0.0438186492171068006543584900	0.0058190282222868780913587400	0.0768787238131847011339611800	0	0.0764570958066223607598659100	0.09600	0.3342008754288418313024961600	0.1094998520272269902337969800	0	0.345061491727371929100185800	3.6573694284933005195515449800
vibrionales	0.0321628022572439402356656200	0.0352661122050136656184794400	0	0.0235710076605774896876841500	15.388929207626839084251500960	0.1499206302545711094126638800	26.497943122876050795922017530	0.0176782557454331172657631100	0.2195488721804511278195488700	66.052772968777983403975882040	0.0624516742996490810682210200	0.0701098387473708810469735900	0.061099796334012219959266800	0.2210263309629060157601383800	68.459526922619755140853441100	0.067635123213550549902958300	7.641600	0.1153436649710162072636933600	0.0591891092039064812074578300	54.964281389998789199660975910	0	0
aeromonadales	0	0	0	0	0.4816256515141518770205185700	0	0	0	0.0120300751879699248120300800	0.0805922034505402662527610300	0	0	0	0.0256262412710615670446537300	0.4605966955901580886722928800	0	0	0	0	0.1846470517011744763288533700	0	0
lentisphaerales	0	0.0264495841537602492138595800	0	0	0.0197928349937322689186514500	0.0058792404021400435063789800	0	0	0	0	0	0.2044870296798317363870063100	0	0	0	0	0.025600	0	0	0	0	0
deltaproteobacteria	0	0.0617156963587739148323390200	0	0	0	0.0205773414074901522723264200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flavobacteriales	0.0467822578287184585246045400	0.4613983013489287918417727100	0	0.0058927519151443724219210400	0.0065976116645774229728838200	0.0411546828149803045446528300	0	0	0.0932330827067669172932330800	0	0.0029738892523642419556295700	0.0555036223416686141621874300	0	0.0064065603177653917611634300	0	0.1440922190201729106628242100	0.009600	0.2040695611025671359280728700	0	0	0	0
thiotrichales	0.0058477822285898073155755700	0.0999206512475387192523584200	0	2.4395992928697701826753093700	6.4326713729629873985617206600	0	0	0	16.081203007518796992481203010	0.1910333711420213718583965100	0	0	0	23.733102697161893779229931450	0.9271365743492214430048734100	0	0	0	10.216040248594258656407221070	0.4207531178108729870444363700	0	0
hyphomonadales	0.0263150200286541329200900600	0.0499603256237693596261792100	0.0175984044113333724408986900	0.0147318797878609310548025900	0.039585669987464537837302900	0.0470339232171203480510318100	0	0	0.4902255639097744360902255600	0.0029848964240940839352874500	0.0089216677570927258668887200	0.026291189530264080392615100	0	0.8040233198795566660260106300	0	0	0.054400	0.035490358452620371465751800	0.1509322284699615270790174600	0	0	0
verrucariales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646944656825266129506557700	0	0	0	0	0	0
corynebacteriales	0	0	0.005866134803777790813632900	0.0206246317030053034767236300	0	0	0	0	0	0	0	0	0	0	0	0.0235252602481914956184202800	0	0.0384478883236720690878977900	0.1094998520272269902337969800	0	0.0383401657474857699000206400	0
desulfobacterales	0	0	0.0791928198510001759840441100	8.073070123747790218031820860	0.0263904466583096918915352600	0.1381621494502910223999059300	0.0745245334764204376080605700	0	0.0030075187969924812030075200	0.0268640678168467554175870100	0	0	0.2094850160023276112889147500	3.8663591517714139278621308200	0.011886366337810531320575300	0	0.057600	0.2839228676209629717260144300	0	0.0030270008475602373168664500	0	0
