species	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
neptuniibacter halophilus	0.0116955644571796146311511400	0	0	0.1502651738361814967589864500	4.0773240087088473972421983200	0.0558527838203304133106002700	0.0029809813390568175043224200	0	1.9819548872180451127819548900	0.1253656498119515252820727100	0.1546422411229405816927377600	0.0029212432811404533769572300	0	2.4344929207508488692421039100	0	0	0.374400	0	0.3048239124001183782184078100	0.0090810025426807119505993500	0	0
ruegeria pomeroyi	0.017543346685769421946726700	0.0293884268375113880153995400	0	0	0.0032988058322887114864419100	0.0352754424128402610382738600	0	0	0	0.0029848964240940839352874500	0.053530006542556355201332300	0.0730310820285113344239308200	0	0.041642642065475046447562300	0.0029715915844526328301438300	0	0.182400	0	0	0	0	0
bacillus weihenstephanensis	0.0087716733428847109733633500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0412894092665231368154068500	0
oceanobacter kriegii	0	0	0	0.0294637595757218621096051900	0	0.0117584808042800870127579500	0	0	0	0	0	0	0	0.0032032801588826958805817200	0	0	0	0	0	0	0	0
dermatocarpon biennense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646944656825266129506557700	0	0	0	0	0	0
vibrio fortis	0	0	0	0	0.4783268456818631655340766600	0.0205773414074901522723264200	0.0029809813390568175043224200	0	0	0.2656557817443734702405826500	0	0	0	0.0160164007944134794029085800	0.3179602995364317128253892800	0	0	0	0	0.1059450296646083060903257100	0	0
marivirga microscilla sericea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0621081272920856500650656600	0	0	0	0
mycoplasma zalophi	0	0	0	0	0.0362868641551758263508609900	0.0117584808042800870127579500	0	0	0.0872180451127819548872180500	0.0029848964240940839352874500	0.0951644560756557425801463200	0	0	0.0672688833365366134922160300	0	0	0	0	0	0.0030270008475602373168664500	0	0
bacillus licheniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1089691003554826360404703300
enterococcus faecalis	0	0	0	0	0	0	0	0	0.0060150375939849624060150400	0	0	0	0.0116380564445737561827174900	0	0	0	0	0	0.0147972773009766203018644600	0	0	1.777413180202351654361498500
spongiibacter tropicus	0	0.0146942134187556940076997700	0	0.0206246317030053034767236300	0.0230916408260209804050933600	0	0	0	0.1203007518796992481203007500	0	0.0029738892523642419556295700	0.008763729843421360130871700	0	0.0288295214299442629252354400	0	0.0529318355584308651414456300	0	0	0	0	0	0
polysiphonia scopulorum	0	0	0.2375784595530005279521323400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ferrimonas kyonanesis	0	0	0	0	0	0	0.0059619626781136350086448500	0	0	0.0059697928481881678705748900	0	0	0	0	0.4130512302389159633899916800	0	0	0	0	0	0	0
methylobacterium tardum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501371398236352375615654600	0
maricaulis maris	0	0	0	0	0.0263904466583096918915352600	0.0029396202010700217531894900	0	0	0.0751879699248120300751879700	0	0	0	0	0	0	0	0	0	0	0	0	0
oleiphilus messinensis	0	0.0058776853675022776030799100	0	0.0147318797878609310548025900	0.0098964174968661344593257200	0.0205773414074901522723264200	0	0	0	0	0.0029738892523642419556295700	0	0	0.0032032801588826958805817200	0	0.0470505204963829912368405600	0.057600	0	0.0088783663805859721811186700	0	0	0
raoultella planticola	0.0116955644571796146311511400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3213016133442712605961170400
vibrio sinaloensis	0	0	0	0	0	0	0.0089429440171704525129672700	0	0	0.3253537102262551489463315600	0	0	0	0	0.1604659455604421728277665500	0	0.006400	0	0	0.2028090567865359002300520600	0	0
asterionella glacialis	0	0.0029388426837511388015399500	0	0	0	0	0	0	0.0571428571428571428571428600	0	0	0	0	0	0	0	0	0	0	0	0	0
fluviicola taffensis	0	0.1381256061363035236723778200	0	0	0	0.0264565818096301957787053900	0	0	0	0	0	0	0	0	0	0.0882197259307181085690760500	0	0	0	0	0	0
halovibrio denitrificans	0.0087716733428847109733633500	0.0558380109912716372292591200	0	0.0412492634060106069534472600	0.0263904466583096918915352600	0.0529131636192603915574107800	0	0	0.111278195488721804511278200	0	0.1130077915898411943139237500	0.0525823790605281607852301900	0	0.0032032801588826958805817200	0	0	0.25600	0	0.0207161882213672684226102400	0	0	0
candidatus pelagibacter ubique	0	0.0293884268375113880153995400	0	0	0	0	0	0.0088391278727165586328815600	0	0	0	0	0	0	0	0.0411692054343351173322354900	0	0.0591505974210339524429196700	0	0	0	0
donghicola eburneus	0	0	0	0.0206246317030053034767236300	0.0032988058322887114864419100	0	0.0029809813390568175043224200	0.0117855038302887448438420700	0.0090225563909774436090225600	0	0	0	0	0	0	0	0.022400	0	0	0	0	0
candidatus alysiosphaera europeae	0	0	0.0293306740188889540681644900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
primorskyibacter sedentarius	0	0	0	0	0	0	0	0	0	0	0	0.008763729843421360130871700	0	0.0032032801588826958805817200	0	0	0	0.0739382467762924405536495900	0	0	0	0
ferrimonas futtsum	0	0.0058776853675022776030799100	0	0.032410135533294048320565700	4.4434914560928943722372501200	0	0.0924104215107613426339951100	0	0.1142857142857142857142857100	17.013909617336278431138439500	0.0148694462618212097781478600	0.0233699462491236270156578600	0	0.0032032801588826958805817200	12.486627837869963152264352790	0	4.393600	0	0.0710269310446877774489493900	13.297614723332122532994309240	0.002949243519037366915386200	0
alteromonas macleodii	0.1315751001432706646004502800	0.2674346842213536309401357700	0	0.2563347083087802003535651100	2.7050207824767434188823645800	1.5403609853606913986712916700	0.0029809813390568175043224200	0	4.8360902255639097744360902300	0.1701390961733627843113843900	1.8943674537560221257360375900	0.1489834073381631222248188800	0.0116380564445737561827174900	2.4376962009097315651226856300	0.0416022821823368596220135500	0.0970416985237899194259836500	4.838400	0	1.8496596626220775377330571200	0.2088630584816563748637849600	0	0
achromobacter xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796295750140089067154274900	0
flammeovirga aprica	0	0	0	0	0.0230916408260209804050933600	0.0176377212064201305191369300	0	0	0	0.0507432392095994268998865700	0	0	0	0	0	0.0235252602481914956184202800	0	0	0	0	0	0
psychrobacter celer	0	0	0	0.0117855038302887448438420700	0	0	0	0	0	0	0	0	0	0	0	0	0.003200	0.0443629480657754643321897600	0	0	0	0
thalassomonas fusca	0.0058477822285898073155755700	0.0264495841537602492138595800	0	0	0.0626773108134855182423962500	0.0176377212064201305191369300	0	0	0.096240601503759398496240600	0.0029848964240940839352874500	0.0118955570094569678225182900	0.0292124328114045337695723300	0	0	0	0	0	0.1064710753578611143972554100	0	0	0	0
exiguobacterium panipatensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0916834260026026262865254900	0	0	0	0
ralstonia pickettii	0	0.0293884268375113880153995400	0.0175984044113333724408986900	0.0383028874484384207424867400	0.0098964174968661344593257200	0	0	0.0500883912787271655863288200	0	0	0	0.0555036223416686141621874300	0	0.0384393619065923505669805900	0	0.0999823560548138563782861800	0	0.2277298000709807169052407400	0.0236756436815625924829831300	0	3.0701625033178989589170377800	0
psychrosphaera saromensis	0.017543346685769421946726700	0.0264495841537602492138595800	0	0.0058927519151443724219210400	0.2078247674341888236458402100	0.0764301252278205655829266900	0.0029809813390568175043224200	0	0.1473684210526315789473684200	0.0119395856963763357411497800	0.2944150359840599536073276600	0.0146062164057022668847861600	0	0.0096098404766480876417451500	0	0	0.867200	0	0.0118378218407812962414915700	0.0030270008475602373168664500	0	0
pseudomonas straminea	0	0	0	0.0677666470241602828520919300	0	0	0	0.0117855038302887448438420700	0	0	0.0059477785047284839112591400	0	0	0.0032032801588826958805817200	0	0.058813150620478739046050700	0.035200	0.2336448598130841121495327100	0.0976620301864456939923054200	0	0.3155690565369982599463237700	0
endozoicomonas montiporae	97.09657612350516066781673050	93.86075763364387104358303700	97.32797559687921628439021529	77.003535651149086623453152620	28.208088671900771920564755560	90.19342700923040743135986831	0	89.25162050677666470241602829	63.978947368421052631578947370	0.0029848964240940839352874500	84.55956700172485576637126033	85.82612759990652021500350549	97.61419842886237998254291533	49.820616311102569030687423920	0.0178295495067157969808629500	76.992295477268717285184967360	1.836800	82.52691352182657044836152845	61.784551642497780408404853510	0	0	0
bacillus alkalitelluris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3076292042657916324856439700
pseudomonas thermaerum	0	0	0	0	0	0	0	0.0117855038302887448438420700	0	0	0	0	0	0	0	0	0	0	0	0	0.0294924351903736691538620300	3.6573694284933005195515449800
parvularcula lutaonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3999294242192554255131447400	0.022400	0	1.44421426457531814146197100	0	0	0
lambia antarctica	0.128651209028975760942662500	0.3173950098451229905663149900	0	0	0.0989641749686613445932572400	0.8142747956963960256334881500	0	0	0	0	0	0	0	0	0	10.774569193671704993236487680	0.153600	0.4791198391103750147876493600	0.929269014501331754957087900	0.0030270008475602373168664500	0	0
bacillus beringensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0707818444568968059692688800	0
vibrio rumoiensis	0	0	0	0.0117855038302887448438420700	3.8530052121132150161641485800	0.0264565818096301957787053900	0.2831932272103976629106301800	0	0	2.6565578174437347024058265200	0	0	0	0.0192196809532961752834902900	0.011886366337810531320575300	0	0.038400	0	0	1.3833393873350284538079670700	0	0
tateyamaria omphalii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2754820936639118457300275500	0	0	0	0	0	0	0	0
toxarium undulatum	0.073097277857372591444694600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
maritimibacter alkaliphilus	0.0058477822285898073155755700	0.0734710670937784700384988400	0	0.0117855038302887448438420700	0.0065976116645774229728838200	0.0264565818096301957787053900	0	0	0	0	0	0.0204487029679831736387006300	0	0	0	0.0441098629653590542845380200	0	0	0	0	0	0
desulfovibrio marinisediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012800	0	0	0.1029180288170480687734592600	0	0
kordiimonas gwangyangensis	0.0233911289143592292623022700	0	0	0.0353565114908662345315262200	0.0032988058322887114864419100	0.0029396202010700217531894900	0	0	0	0	0.0089216677570927258668887200	0.0146062164057022668847861600	0	0.0064065603177653917611634300	0	0	0.179200	0	0	0	0	0
aquabacterium parvum	0	0.0058776853675022776030799100	0	0	0	0	0	0.0029463759575721862109605200	0.0150375939849624060150375900	0	0	0.017527459686842720261743400	0	0.0032032801588826958805817200	0	0.0323472328412633064753278800	0.009600	0	0.0384729209825392127848475900	0	0.0294924351903736691538620300	0.0034181022696199070276182700
litoricola marina	0	0	0.0029330674018888954068164500	0	0	0	0	0.0117855038302887448438420700	0	0	0	0	0	0	0	0	0	0.0709807169052407429315036100	0	0	0	0
pseudofulvibacter flavobacteriaceae bacterium ycs_9	0	0	0	0	0	0	0	0	0.0571428571428571428571428600	0	0	0	0	0	0	0	0	0	0	0	0	0
congregibacter litoralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1313344865141905311038503400	0	0	0	0	0	0	0	0
asterionellopsis glacialis	0.0058477822285898073155755700	0	0	0	0	0	0	0.1679434295816146140247495600	0.0240601503759398496240601500	0	0	0	0	0.0192196809532961752834902900	0	0	0	0.0709807169052407429315036100	0	0	0	0
bryopsis plumosa	0	0	0.5983457499853346629905555200	4.4843842074248674130819092500	0	1.0994179552001881356928684800	0	0.6599882144961697112551561600	0.8661654135338345864661654100	0.1014864784191988537997731500	0.4966395051448284065901385800	6.5844823556905819116616031800	0	0.2947017746172080210135178400	0.0059431831689052656602876500	0	0	0	0.0029594554601953240603728900	0	0	0
rubritalea spongiae	0	0	0	0	0	0	0	0	0	0	0	0.0642673521850899742930591300	0	0	0	0	0	0	0	0	0	0
pseudomonas argentinensis	0	0	0	0.0029463759575721862109605200	0	0	0	0	0	0	0	0	0	0	0	0.008821972593071810856907600	0	0.0236602389684135809771678700	0.0118378218407812962414915700	0	0	0
serratia fonticola	0	0	0	0	0	0	0	0	0.1022556390977443609022556400	0	0	0	0	0	0	0	0	0	0	0	0	0
rubritalea tangerina	0	0	0	0	0	0	0	0	0	0	0	0.2629118953026408039261509700	0	0.0096098404766480876417451500	0	0	0	0	0	0	0	0
staphylococcus pasteuri	0.0146194555714745182889389200	0.0029388426837511388015399500	0.0146653370094444770340822400	0.0854449027695934001178550400	0	0.0029396202010700217531894900	0	0.0500883912787271655863288200	0	0.0029848964240940839352874500	0	0.0438186492171068006543584900	0	0	0	0.1676174792683644062812444900	0.003200	0	0.0621485646641018052678307200	0	0.0383401657474857699000206400	10.032130161334427126059611700
salmonella enterica	0	0	0	0	0	0.0029396202010700217531894900	0	0.0058927519151443724219210400	0	0	0	0.0029212432811404533769572300	0	0	0	0.0029406575310239369523025300	0	0	0.0591891092039064812074578300	0	0.0737310879759341728846550900	3.8932184850970741044572053600
