#,Date-Time (HST),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux)
178,08/13/2022 02:56:59,27.28,0.00
179,08/13/2022 02:57:59,27.32,0.00
180,08/13/2022 02:58:59,27.37,0.00
181,08/13/2022 02:59:59,27.32,0.00
182,08/13/2022 03:00:59,27.32,0.00
183,08/13/2022 03:01:59,27.32,0.00
184,08/13/2022 03:02:59,27.32,0.00
185,08/13/2022 03:03:59,27.37,0.00
186,08/13/2022 03:04:59,27.37,0.00
187,08/13/2022 03:05:59,27.32,0.00
188,08/13/2022 03:06:59,27.37,0.00
189,08/13/2022 03:07:59,27.37,0.00
190,08/13/2022 03:08:59,27.32,0.00
191,08/13/2022 03:09:59,27.32,0.00
192,08/13/2022 03:10:59,27.32,0.00
193,08/13/2022 03:11:59,27.32,0.00
194,08/13/2022 03:12:59,27.37,0.00
195,08/13/2022 03:13:59,27.37,0.00
196,08/13/2022 03:14:59,27.37,0.00
197,08/13/2022 03:15:59,27.37,0.00
198,08/13/2022 03:16:59,27.32,0.00
199,08/13/2022 03:17:59,27.37,0.00
200,08/13/2022 03:18:59,27.28,0.00
201,08/13/2022 03:19:59,27.32,0.00
202,08/13/2022 03:20:59,27.32,0.00
203,08/13/2022 03:21:59,27.37,0.00
204,08/13/2022 03:22:59,27.32,0.00
205,08/13/2022 03:23:59,27.32,0.00
206,08/13/2022 03:24:59,27.37,0.00
207,08/13/2022 03:25:59,27.28,0.00
208,08/13/2022 03:26:59,27.32,0.00
209,08/13/2022 03:27:59,27.32,0.00
210,08/13/2022 03:28:59,27.32,0.00
211,08/13/2022 03:29:59,27.32,0.00
212,08/13/2022 03:30:59,27.28,0.00
213,08/13/2022 03:31:59,27.32,0.00
214,08/13/2022 03:32:59,27.37,0.00
215,08/13/2022 03:33:59,27.32,0.00
216,08/13/2022 03:34:59,27.32,0.00
217,08/13/2022 03:35:59,27.28,0.00
218,08/13/2022 03:36:59,27.28,0.00
219,08/13/2022 03:37:59,27.28,0.00
220,08/13/2022 03:38:59,27.32,0.00
221,08/13/2022 03:39:59,27.32,0.00
222,08/13/2022 03:40:59,27.28,0.00
223,08/13/2022 03:41:59,27.32,0.00
224,08/13/2022 03:42:59,27.28,0.00
225,08/13/2022 03:43:59,27.28,0.00
226,08/13/2022 03:44:59,27.24,0.00
227,08/13/2022 03:45:59,27.28,0.00
228,08/13/2022 03:46:59,27.28,0.00
229,08/13/2022 03:47:59,27.32,0.00
230,08/13/2022 03:48:59,27.32,0.00
231,08/13/2022 03:49:59,27.32,0.00
232,08/13/2022 03:50:59,27.28,0.00
233,08/13/2022 03:51:59,27.28,0.00
234,08/13/2022 03:52:59,27.32,0.00
235,08/13/2022 03:53:59,27.32,0.00
236,08/13/2022 03:54:59,27.28,0.00
237,08/13/2022 03:55:59,27.28,0.00
238,08/13/2022 03:56:59,27.32,0.00
239,08/13/2022 03:57:59,27.32,0.00
240,08/13/2022 03:58:59,27.32,0.00
241,08/13/2022 03:59:59,27.28,0.00
242,08/13/2022 04:00:59,27.32,0.00
243,08/13/2022 04:01:59,27.32,0.00
244,08/13/2022 04:02:59,27.28,0.00
245,08/13/2022 04:03:59,27.32,0.00
246,08/13/2022 04:04:59,27.32,0.00
247,08/13/2022 04:05:59,27.28,0.00
248,08/13/2022 04:06:59,27.28,0.00
249,08/13/2022 04:07:59,27.32,0.00
250,08/13/2022 04:08:59,27.32,0.00
251,08/13/2022 04:09:59,27.32,0.00
252,08/13/2022 04:10:59,27.28,0.00
253,08/13/2022 04:11:59,27.28,0.00
254,08/13/2022 04:12:59,27.28,0.00
255,08/13/2022 04:13:59,27.28,0.00
256,08/13/2022 04:14:59,27.28,0.00
257,08/13/2022 04:15:59,27.32,0.00
258,08/13/2022 04:16:59,27.32,0.00
259,08/13/2022 04:17:59,27.28,0.00
260,08/13/2022 04:18:59,27.28,0.00
261,08/13/2022 04:19:59,27.28,0.00
262,08/13/2022 04:20:59,27.28,0.00
263,08/13/2022 04:21:59,27.28,0.00
264,08/13/2022 04:22:59,27.32,0.00
265,08/13/2022 04:23:59,27.28,0.00
266,08/13/2022 04:24:59,27.32,0.00
267,08/13/2022 04:25:59,27.28,0.00
268,08/13/2022 04:26:59,27.28,0.00
269,08/13/2022 04:27:59,27.28,0.00
270,08/13/2022 04:28:59,27.28,0.00
271,08/13/2022 04:29:59,27.32,0.00
272,08/13/2022 04:30:59,27.32,0.00
273,08/13/2022 04:31:59,27.32,0.00
274,08/13/2022 04:32:59,27.32,0.00
275,08/13/2022 04:33:59,27.28,0.00
276,08/13/2022 04:34:59,27.28,0.00
277,08/13/2022 04:35:59,27.32,0.00
278,08/13/2022 04:36:59,27.28,0.00
279,08/13/2022 04:37:59,27.32,0.00
280,08/13/2022 04:38:59,27.32,0.00
281,08/13/2022 04:39:59,27.28,0.00
282,08/13/2022 04:40:59,27.28,0.00
283,08/13/2022 04:41:59,27.32,0.00
284,08/13/2022 04:42:59,27.28,0.00
285,08/13/2022 04:43:59,27.28,0.00
286,08/13/2022 04:44:59,27.32,0.00
287,08/13/2022 04:45:59,27.28,0.00
288,08/13/2022 04:46:59,27.32,0.00
289,08/13/2022 04:47:59,27.28,0.00
290,08/13/2022 04:48:59,27.28,0.00
291,08/13/2022 04:49:59,27.28,0.00
292,08/13/2022 04:50:59,27.28,0.00
293,08/13/2022 04:51:59,27.32,0.00
294,08/13/2022 04:52:59,27.32,0.00
295,08/13/2022 04:53:59,27.32,0.00
296,08/13/2022 04:54:59,27.28,0.00
297,08/13/2022 04:55:59,27.24,0.00
298,08/13/2022 04:56:59,27.32,0.00
299,08/13/2022 04:57:59,27.28,0.00
300,08/13/2022 04:58:59,27.32,0.00
301,08/13/2022 04:59:59,27.32,0.00
302,08/13/2022 05:00:59,27.32,0.00
303,08/13/2022 05:01:59,27.28,0.00
304,08/13/2022 05:02:59,27.28,0.00
305,08/13/2022 05:03:59,27.28,0.00
306,08/13/2022 05:04:59,27.32,0.00
307,08/13/2022 05:05:59,27.32,0.00
308,08/13/2022 05:06:59,27.28,0.00
309,08/13/2022 05:07:59,27.28,0.00
310,08/13/2022 05:08:59,27.32,0.00
311,08/13/2022 05:09:59,27.28,0.00
312,08/13/2022 05:10:59,27.28,0.00
313,08/13/2022 05:11:59,27.28,0.00
314,08/13/2022 05:12:59,27.32,0.00
315,08/13/2022 05:13:59,27.28,0.00
316,08/13/2022 05:14:59,27.28,0.00
317,08/13/2022 05:15:59,27.24,0.00
318,08/13/2022 05:16:59,27.28,0.00
319,08/13/2022 05:17:59,27.28,0.00
320,08/13/2022 05:18:59,27.28,0.00
321,08/13/2022 05:19:59,27.28,0.00
322,08/13/2022 05:20:59,27.28,0.00
323,08/13/2022 05:21:59,27.32,0.00
324,08/13/2022 05:22:59,27.28,0.00
325,08/13/2022 05:23:59,27.28,0.00
326,08/13/2022 05:24:59,27.28,0.00
327,08/13/2022 05:25:59,27.28,0.00
328,08/13/2022 05:26:59,27.28,0.00
329,08/13/2022 05:27:59,27.28,0.00
330,08/13/2022 05:28:59,27.28,0.00
331,08/13/2022 05:29:59,27.24,0.00
332,08/13/2022 05:30:59,27.28,0.00
333,08/13/2022 05:31:59,27.28,0.00
334,08/13/2022 05:32:59,27.28,0.00
335,08/13/2022 05:33:59,27.28,0.00
336,08/13/2022 05:34:59,27.28,0.00
337,08/13/2022 05:35:59,27.28,0.00
338,08/13/2022 05:36:59,27.24,0.00
339,08/13/2022 05:37:59,27.28,0.00
340,08/13/2022 05:38:59,27.28,0.00
341,08/13/2022 05:39:59,27.28,0.00
342,08/13/2022 05:40:59,27.24,0.00
343,08/13/2022 05:41:59,27.28,0.00
344,08/13/2022 05:42:59,27.28,0.00
345,08/13/2022 05:43:59,27.28,0.00
346,08/13/2022 05:44:59,27.24,0.00
347,08/13/2022 05:45:59,27.28,0.00
348,08/13/2022 05:46:59,27.28,0.00
349,08/13/2022 05:47:59,27.28,0.00
350,08/13/2022 05:48:59,27.28,0.00
351,08/13/2022 05:49:59,27.28,0.00
352,08/13/2022 05:50:59,27.24,0.00
353,08/13/2022 05:51:59,27.28,0.00
354,08/13/2022 05:52:59,27.28,0.00
355,08/13/2022 05:53:59,27.24,0.00
356,08/13/2022 05:54:59,27.28,0.00
357,08/13/2022 05:55:59,27.20,0.00
358,08/13/2022 05:56:59,27.24,0.00
359,08/13/2022 05:57:59,27.24,0.20
360,08/13/2022 05:58:59,27.24,0.00
361,08/13/2022 05:59:59,27.28,0.20
362,08/13/2022 06:00:59,27.28,0.20
363,08/13/2022 06:01:59,27.24,0.61
364,08/13/2022 06:02:59,27.24,1.03
365,08/13/2022 06:03:59,27.24,1.64
366,08/13/2022 06:04:59,27.24,2.06
367,08/13/2022 06:05:59,27.20,2.67
368,08/13/2022 06:06:59,27.24,1.64
369,08/13/2022 06:07:59,27.28,3.29
370,08/13/2022 06:08:59,27.28,2.26
371,08/13/2022 06:09:59,27.20,4.12
372,08/13/2022 06:10:59,27.24,2.26
373,08/13/2022 06:11:59,27.24,4.73
374,08/13/2022 06:12:59,27.24,4.73
375,08/13/2022 06:13:59,27.28,5.79
376,08/13/2022 06:14:59,27.24,4.12
377,08/13/2022 06:15:59,27.24,3.11
378,08/13/2022 06:16:59,27.24,6.41
379,08/13/2022 06:17:59,27.28,6.41
380,08/13/2022 06:18:59,27.28,8.50
381,08/13/2022 06:19:59,27.28,3.94
382,08/13/2022 06:20:59,27.28,8.91
383,08/13/2022 06:21:59,27.28,7.47
384,08/13/2022 06:22:59,27.28,10.14
385,08/13/2022 06:23:59,27.24,7.88
386,08/13/2022 06:24:59,27.24,10.38
387,08/13/2022 06:25:59,27.28,14.70
388,08/13/2022 06:26:59,27.24,13.91
389,08/13/2022 06:27:59,27.24,17.02
390,08/13/2022 06:28:59,27.28,19.93
391,08/13/2022 06:29:59,27.28,15.35
392,08/13/2022 06:30:59,27.28,16.58
393,08/13/2022 06:31:59,27.28,12.23
394,08/13/2022 06:32:59,27.32,17.00
395,08/13/2022 06:33:59,27.28,19.70
396,08/13/2022 06:34:59,27.28,34.82
397,08/13/2022 06:35:59,27.24,18.67
398,08/13/2022 06:36:59,27.32,25.29
399,08/13/2022 06:37:59,27.28,14.29
400,08/13/2022 06:38:59,27.24,17.64
401,08/13/2022 06:39:59,27.28,14.94
402,08/13/2022 06:40:59,27.28,31.06
403,08/13/2022 06:41:59,27.28,26.89
404,08/13/2022 06:42:59,27.28,39.41
405,08/13/2022 06:43:59,27.24,37.71
406,08/13/2022 06:44:59,27.24,21.58
407,08/13/2022 06:45:59,27.28,24.88
408,08/13/2022 06:46:59,27.28,39.36
409,08/13/2022 06:47:59,27.28,21.58
410,08/13/2022 06:48:59,27.28,41.00
411,08/13/2022 06:49:59,27.28,17.00
412,08/13/2022 06:50:59,27.32,26.06
413,08/13/2022 06:51:59,27.32,30.24
414,08/13/2022 06:52:59,27.28,34.36
415,08/13/2022 06:53:59,27.28,54.66
416,08/13/2022 06:54:59,27.32,55.88
417,08/13/2022 06:55:59,27.32,32.76
418,08/13/2022 06:56:59,27.28,63.88
419,08/13/2022 06:57:59,27.28,43.52
420,08/13/2022 06:58:59,27.32,63.46
421,08/13/2022 06:59:59,27.32,31.99
422,08/13/2022 07:00:59,27.28,48.58
423,08/13/2022 07:01:59,27.32,60.88
424,08/13/2022 07:02:59,27.28,46.46
425,08/13/2022 07:03:59,27.28,70.46
426,08/13/2022 07:04:59,27.28,65.00
427,08/13/2022 07:05:59,27.32,70.46
428,08/13/2022 07:06:59,27.28,64.18
429,08/13/2022 07:07:59,27.28,55.06
430,08/13/2022 07:08:59,27.28,50.16
431,08/13/2022 07:09:59,27.28,63.46
432,08/13/2022 07:10:59,27.28,59.18
433,08/13/2022 07:11:59,27.28,80.46
434,08/13/2022 07:12:59,27.28,68.92
435,08/13/2022 07:13:59,27.24,57.58
436,08/13/2022 07:14:59,27.28,53.88
437,08/13/2022 07:15:59,27.28,106.32
438,08/13/2022 07:16:59,27.28,107.04
439,08/13/2022 07:17:59,27.32,111.28
440,08/13/2022 07:18:59,27.32,83.76
441,08/13/2022 07:19:59,27.28,63.88
442,08/13/2022 07:20:59,27.28,84.80
443,08/13/2022 07:21:59,27.28,56.82
444,08/13/2022 07:22:59,27.28,39.87
445,08/13/2022 07:23:59,27.28,64.74
446,08/13/2022 07:24:59,27.32,90.44
447,08/13/2022 07:25:59,27.28,81.28
448,08/13/2022 07:26:59,27.28,59.64
449,08/13/2022 07:27:59,27.28,69.74
450,08/13/2022 07:28:59,27.28,62.22
451,08/13/2022 07:29:59,27.37,108.68
452,08/13/2022 07:30:59,27.32,40.64
453,08/13/2022 07:31:59,27.32,85.40
454,08/13/2022 07:32:59,27.28,143.52
455,08/13/2022 07:33:59,27.32,55.16
456,08/13/2022 07:34:59,27.28,32.30
457,08/13/2022 07:35:59,27.28,53.46
458,08/13/2022 07:36:59,27.32,37.76
459,08/13/2022 07:37:59,27.32,51.88
460,08/13/2022 07:38:59,27.32,53.00
461,08/13/2022 07:39:59,27.28,40.23
462,08/13/2022 07:40:59,27.32,60.98
463,08/13/2022 07:41:59,27.28,53.00
464,08/13/2022 07:42:59,27.37,51.00
465,08/13/2022 07:43:59,27.32,56.76
466,08/13/2022 07:44:59,27.32,41.06
467,08/13/2022 07:45:59,27.32,63.04
468,08/13/2022 07:46:59,27.32,49.70
469,08/13/2022 07:47:59,27.28,58.92
470,08/13/2022 07:48:59,27.28,48.10
471,08/13/2022 07:49:59,27.28,48.94
472,08/13/2022 07:50:59,27.32,47.18
473,08/13/2022 07:51:59,27.28,84.56
474,08/13/2022 07:52:59,27.28,44.34
475,08/13/2022 07:53:59,27.32,63.92
476,08/13/2022 07:54:59,27.28,57.22
477,08/13/2022 07:55:59,27.28,85.60
478,08/13/2022 07:56:59,27.32,33.12
479,08/13/2022 07:57:59,27.32,68.92
480,08/13/2022 07:58:59,27.32,55.94
481,08/13/2022 07:59:59,27.28,40.70
482,08/13/2022 08:00:59,27.32,51.76
483,08/13/2022 08:01:59,27.32,59.28
484,08/13/2022 08:02:59,27.32,56.72
485,08/13/2022 08:03:59,27.28,82.12
486,08/13/2022 08:04:59,27.28,48.10
487,08/13/2022 08:05:59,27.32,58.42
488,08/13/2022 08:06:59,27.32,68.00
489,08/13/2022 08:07:59,27.32,51.36
490,08/13/2022 08:08:59,27.32,30.19
491,08/13/2022 08:09:59,27.32,28.12
492,08/13/2022 08:10:59,27.32,85.52
493,08/13/2022 08:11:59,27.32,62.22
494,08/13/2022 08:12:59,27.32,100.44
495,08/13/2022 08:13:59,27.32,112.08
496,08/13/2022 08:14:59,27.32,134.36
497,08/13/2022 08:15:59,27.32,121.04
498,08/13/2022 08:16:59,27.32,95.40
499,08/13/2022 08:17:59,27.32,106.12
500,08/13/2022 08:18:59,27.32,87.04
501,08/13/2022 08:19:59,27.37,90.44
502,08/13/2022 08:20:59,27.28,75.52
503,08/13/2022 08:21:59,27.32,92.08
504,08/13/2022 08:22:59,27.32,126.00
505,08/13/2022 08:23:59,27.32,98.80
506,08/13/2022 08:24:59,27.37,117.76
507,08/13/2022 08:25:59,27.37,113.64
508,08/13/2022 08:26:59,27.32,237.36
509,08/13/2022 08:27:59,27.37,162.80
510,08/13/2022 08:28:59,27.37,162.56
511,08/13/2022 08:29:59,27.37,160.92
512,08/13/2022 08:30:59,27.32,155.04
513,08/13/2022 08:31:59,27.37,220.88
514,08/13/2022 08:32:59,27.37,116.92
515,08/13/2022 08:33:59,27.37,100.44
516,08/13/2022 08:34:59,27.37,109.60
517,08/13/2022 08:35:59,27.37,202.32
518,08/13/2022 08:36:59,27.37,236.32
519,08/13/2022 08:37:59,27.37,177.84
520,08/13/2022 08:38:59,27.41,198.40
521,08/13/2022 08:39:59,27.41,258.96
522,08/13/2022 08:40:59,27.41,284.56
523,08/13/2022 08:41:59,27.41,232.24
524,08/13/2022 08:42:59,27.41,273.84
525,08/13/2022 08:43:59,27.41,152.68
526,08/13/2022 08:44:59,27.37,1205.76
527,08/13/2022 08:45:59,27.41,116.12
528,08/13/2022 08:46:59,27.41,956.80
529,08/13/2022 08:47:59,27.37,87.04
530,08/13/2022 08:48:59,27.41,108.80
531,08/13/2022 08:49:59,27.37,76.34
532,08/13/2022 08:50:59,27.37,115.28
533,08/13/2022 08:51:59,27.41,126.92
534,08/13/2022 08:52:59,27.41,59.18
535,08/13/2022 08:53:59,27.41,65.06
536,08/13/2022 08:54:59,27.41,138.48
537,08/13/2022 08:55:59,27.37,154.32
538,08/13/2022 08:56:59,27.37,108.68
539,08/13/2022 08:57:59,27.37,544.80
540,08/13/2022 08:58:59,27.41,213.44
541,08/13/2022 08:59:59,27.37,424.64
542,08/13/2022 09:00:59,27.41,166.08
543,08/13/2022 09:01:59,27.45,214.32
544,08/13/2022 09:02:59,27.41,172.00
545,08/13/2022 09:03:59,27.45,241.52
546,08/13/2022 09:04:59,27.41,195.76
547,08/13/2022 09:05:59,27.45,271.36
548,08/13/2022 09:06:59,27.45,218.40
549,08/13/2022 09:07:59,27.45,368.96
550,08/13/2022 09:08:59,27.41,405.92
551,08/13/2022 09:09:59,27.45,266.64
552,08/13/2022 09:10:59,27.41,224.16
553,08/13/2022 09:11:59,27.45,184.16
554,08/13/2022 09:12:59,27.45,205.60
555,08/13/2022 09:13:59,27.41,108.68
556,08/13/2022 09:14:59,27.45,65.98
557,08/13/2022 09:15:59,27.45,126.92
558,08/13/2022 09:16:59,27.45,116.12
559,08/13/2022 09:17:59,27.41,159.28
560,08/13/2022 09:18:59,27.45,109.00
561,08/13/2022 09:19:59,27.45,83.04
562,08/13/2022 09:20:59,27.45,143.52
563,08/13/2022 09:21:59,27.45,150.20
564,08/13/2022 09:22:59,27.41,146.80
565,08/13/2022 09:23:59,27.45,127.76
566,08/13/2022 09:24:59,27.45,133.72
567,08/13/2022 09:25:59,27.45,419.52
568,08/13/2022 09:26:59,27.45,143.52
569,08/13/2022 09:27:59,27.50,152.60
570,08/13/2022 09:28:59,27.45,183.36
571,08/13/2022 09:29:59,27.45,125.36
572,08/13/2022 09:30:59,27.41,162.56
573,08/13/2022 09:31:59,27.45,237.36
574,08/13/2022 09:32:59,27.45,156.00
575,08/13/2022 09:33:59,27.50,290.32
576,08/13/2022 09:34:59,27.45,208.32
577,08/13/2022 09:35:59,27.45,265.60
578,08/13/2022 09:36:59,27.50,378.24
579,08/13/2022 09:37:59,27.50,159.28
580,08/13/2022 09:38:59,27.50,180.88
581,08/13/2022 09:39:59,27.45,297.76
582,08/13/2022 09:40:59,27.50,121.04
583,08/13/2022 09:41:59,27.50,177.60
584,08/13/2022 09:42:59,27.50,112.92
585,08/13/2022 09:43:59,27.50,130.32
586,08/13/2022 09:44:59,27.50,135.28
587,08/13/2022 09:45:59,27.54,170.00
588,08/13/2022 09:46:59,27.45,203.36
589,08/13/2022 09:47:59,27.54,192.64
590,08/13/2022 09:48:59,27.50,255.68
591,08/13/2022 09:49:59,27.54,103.76
592,08/13/2022 09:50:59,27.50,165.04
593,08/13/2022 09:51:59,27.54,157.64
594,08/13/2022 09:52:59,27.54,117.96
595,08/13/2022 09:53:59,27.50,146.08
596,08/13/2022 09:54:59,27.50,118.68
597,08/13/2022 09:55:59,27.50,87.16
598,08/13/2022 09:56:59,27.50,170.16
599,08/13/2022 09:57:59,27.54,175.12
600,08/13/2022 09:58:59,27.54,168.32
601,08/13/2022 09:59:59,27.54,146.00
602,08/13/2022 10:00:59,27.54,139.48
603,08/13/2022 10:01:59,27.54,143.60
604,08/13/2022 10:02:59,27.54,102.92
